FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,RevenueAccountDescription,FY2016 Budget
716,MAPS3 USE TAX                 ,1780,MAPS3 USE TAX-CMTD            ,9999999,Revenue,99999,Revenue,45600238,TSF TO/FM MAPS3 CAPITAL/OPER  ,-12225196.000
716,MAPS3 USE TAX                 ,1780,MAPS3 USE TAX-CMTD            ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,187890.000
716,MAPS3 USE TAX                 ,1780,MAPS3 USE TAX-CMTD            ,9999999,Revenue,99999,Revenue,40050000,USE TAX                       ,13346628.000
716,MAPS3 USE TAX                 ,1780,MAPS3 USE TAX-CMTD            ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,1775834.000
750,SPECIAL PURPOSE               ,1627,MAYOR'S ROUNDTABLE CONF-ASGN  ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,64574.000
750,SPECIAL PURPOSE               ,1627,MAYOR'S ROUNDTABLE CONF-ASGN  ,9999999,Revenue,99999,Revenue,40900005,FEES-REGISTRATION             ,65000.000
075,MEDICAL SERVICE PROGRAM       ,1950,MED SERVICE PROG-CMTD         ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,13081.000
075,MEDICAL SERVICE PROGRAM       ,1950,MED SERVICE PROG-CMTD         ,9999999,Revenue,99999,Revenue,40870000,MEDICAL SERVICE PROGRAM FEE   ,6840000.000
019,GRANTS MANAGEMENT             ,6300,NAT'L ARCHIVES RCRDS ADM-RSTR ,9999999,Revenue,99999,Revenue,43360005,NAT'L ARCHIVES AND RECRDS ADM ,185559.000
750,SPECIAL PURPOSE               ,1606,NATURE PARK ACCOUNT-RSTR      ,9999999,Revenue,99999,Revenue,44100002,RESERVE FOR PRIOR YEAR ENCUMBR,33393.000
750,SPECIAL PURPOSE               ,1606,NATURE PARK ACCOUNT-RSTR      ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,86.000
750,SPECIAL PURPOSE               ,1658,NICHOLS_HILLS-RSTR            ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,81.000
019,GRANTS MANAGEMENT             ,6999,NON GRANT SCHEDULE-RSTR       ,9999999,Revenue,99999,Revenue,42750074,PRIVATE GRANT RECEIPTS        ,2452.000
019,GRANTS MANAGEMENT             ,6999,NON GRANT SCHEDULE-RSTR       ,9999999,Revenue,99999,Revenue,43365001,DONATED GRANT REVENUE         ,4400.000
750,SPECIAL PURPOSE               ,1633,NORTHWEST LIBRARY-RSTR        ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,15245.000
720,OKC TIF                       ,5840,OKC TIF-RSTR                  ,9999999,Revenue,99999,Revenue,43305102,TIF 2 SKIRVIN OTC MATCH       ,375000.000
720,OKC TIF                       ,5840,OKC TIF-RSTR                  ,9999999,Revenue,99999,Revenue,43305104,TIF4 DELL OTC MATCH           ,275000.000
720,OKC TIF                       ,5850,OKC TIF8 STATE FUNDS-RSTR     ,9999999,Revenue,99999,Revenue,43305108,TIF8 DEVON OTC MATCH          ,200000.000
750,SPECIAL PURPOSE               ,1622,OKC TRAILS-RSTR               ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,1193.000
055,POLICE/FIRE EQUIP SALES TAX   ,0290,P/F EQUIP SALES TAX-RSTR      ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,5071427.000
055,POLICE/FIRE EQUIP SALES TAX   ,0290,P/F EQUIP SALES TAX-RSTR      ,9999999,Revenue,99999,Revenue,44100002,RESERVE FOR PRIOR YEAR ENCUMBR,2277999.000
055,POLICE/FIRE EQUIP SALES TAX   ,0290,P/F EQUIP SALES TAX-RSTR      ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,35000.000
750,SPECIAL PURPOSE               ,1605,PARK LAND-RSTR                ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,876465.000
066,PARKING                       ,5100,PARKING                       ,9999999,Revenue,99999,Revenue,45010008,PAYMENTS FROM COTPA-PARKING   ,190145.000
066,PARKING                       ,5100,PARKING                       ,9999999,Revenue,99999,Revenue,44250018,INTEREST-PROPRIETARY          ,1207.000
066,PARKING                       ,5100,PARKING                       ,9999999,Revenue,99999,Revenue,45600000,TSF FM GEN FUND-0001          ,341119.000
750,SPECIAL PURPOSE               ,1642,PARKS O&G ROYALTIES-ASGN      ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,700131.000
750,SPECIAL PURPOSE               ,1642,PARKS O&G ROYALTIES-ASGN      ,9999999,Revenue,99999,Revenue,44100002,RESERVE FOR PRIOR YEAR ENCUMBR,153969.000
750,SPECIAL PURPOSE               ,1653,PM-0231 BRITTON ROAD-RSTR     ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,367.000
020,POLICE                        ,0101,POLICE CAPITAL-RSTR           ,9999999,Revenue,99999,Revenue,45600031,TSF FM                        ,405759.000
020,POLICE                        ,0101,POLICE CAPITAL-RSTR           ,9999999,Revenue,99999,Revenue,41105018,GOV REST INTEREST INC         ,35000.000
020,POLICE                        ,0101,POLICE CAPITAL-RSTR           ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,6080808.000
020,POLICE                        ,0101,POLICE CAPITAL-RSTR           ,9999999,Revenue,99999,Revenue,44100002,RESERVE FOR PRIOR YEAR ENCUMBR,1113658.000
750,SPECIAL PURPOSE               ,1626,POLICE DONATIONS-RSTR         ,9999999,Revenue,99999,Revenue,43900002,DONATIONS-OPERATING           ,32258.000
750,SPECIAL PURPOSE               ,1626,POLICE DONATIONS-RSTR         ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,18312.000
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,526748.000
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,9999999,Revenue,99999,Revenue,40000000,SALES TAX                     ,41997942.000
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,9999999,Revenue,99999,Revenue,41105018,GOV REST INTEREST INC         ,73334.000
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,9999999,Revenue,99999,Revenue,43700011,REIMBURSEMENT OVERTIME-POLICE ,188716.000
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,9999999,Revenue,99999,Revenue,45600030,TRANSFER (TO)                 ,-405759.000
750,SPECIAL PURPOSE               ,1662,PORTLAND AVE REALIGNMENT-RSTR ,9999999,Revenue,99999,Revenue,43365000,DONATIONS - SPECIAL PURPOSE   ,1248168.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450034,P-SHOP-OCERS                  ,5183.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450035,P-SHOP-OCMFA                  ,642.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450001,P SHOP-GENERAL FUND           ,461764.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450003,P SHOP-EMERGENCY MGMT         ,673.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450004,P SHOP-AIRPORTS               ,1709.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450005,P SHOP-SANITATION             ,6067.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450007,P SHOP-TRANSIT                ,14341.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450008,P SHOP-WATER                  ,31628.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450009,P SHOP-WASTEWATER             ,18126.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450010,P SHOP-ZOO                    ,12794.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450011,P SHOP-DRAINAGE               ,4368.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450028,PRINTSHOP CHGBK-OCMAPS        ,10.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450012,POSTAGE CHARGEBACK            ,370000.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450030,PRINT SHOP-OCEA               ,220.000
043,PRINT SHOP                    ,0450,PRINT SHOP                    ,9999999,Revenue,99999,Revenue,42450029,PRINT SHOP COLOR COPY CHGBCK  ,25000.000
750,SPECIAL PURPOSE               ,1636,PUD-LANDFILL_TRAILS-CMTD      ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,940302.000
750,SPECIAL PURPOSE               ,1665,RAILROAD QUIET ZONE-RSTR      ,9999999,Revenue,99999,Revenue,43900009,DONATIONS-PUBLIC WORKS        ,432599.000
750,SPECIAL PURPOSE               ,1609,RENTAL PROP MTCE-ASGN         ,9999999,Revenue,99999,Revenue,44100002,RESERVE FOR PRIOR YEAR ENCUMBR,25600.000
750,SPECIAL PURPOSE               ,1609,RENTAL PROP MTCE-ASGN         ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,105620.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,56029.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600000,INS CHARGE - GENERAL          ,9326358.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600001,INS CHARGE - AIRPORT          ,996814.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600002,INS CHARGE - WATER            ,1357925.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600003,INS CHARGE - WASTEWATER       ,1314990.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600004,INS CHARGE - SANITATION       ,390162.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600005,INS CHARGE - FED GRANTS       ,13229.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600006,INS CHARGE - EMERGENCY MGMT   ,117045.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600007,INS CHARGE - POLICE           ,591928.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600008,INS CHARGE - FIRE             ,561344.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42600012,INS CHARGE - DRAINAGE         ,248111.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42650001,WC/REIMB/HEFNER               ,12696.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42650002,WC/REIMB/LINCOLN              ,79434.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42650003,WC/REIMB/EARLYWINE            ,2638.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42650004,WC/REIMB/TROSPER              ,15152.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42650006,WC/REIMB/COTPA                ,1337418.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42650007,WC/REIMB/ZOO                  ,486920.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,42650011,WC/REIMB/JIMMY STEWART GOLF CR,9774.000
285,RISK MANAGEMENT               ,0465,RISK MANAGEMENT               ,9999999,Revenue,99999,Revenue,44250000,INTEREST-NON OPERATING        ,32000.000
370,SOLID WASTE MANAGEMENT        ,0480,SOLID WASTE CASH ACCOUNT      ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,1000000.000
370,SOLID WASTE MANAGEMENT        ,0480,SOLID WASTE CASH ACCOUNT      ,9999999,Revenue,99999,Revenue,44250000,INTEREST-NON OPERATING        ,15556.000
370,SOLID WASTE MANAGEMENT        ,0480,SOLID WASTE CASH ACCOUNT      ,9999999,Revenue,99999,Revenue,45600086,TSF FM O.C.E.A.T.-bnd         ,10745720.000
710,SPORTS FACILITIES SALES TAX   ,1775,SPRTS FAC SALES TAX-RSTR      ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,3182.000
710,SPORTS FACILITIES SALES TAX   ,1775,SPRTS FAC SALES TAX-RSTR      ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,421945.000
711,SPORTS FACILITIES USE TAX     ,1776,SPRTS FAC USE TAX-ASGN        ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,536010.000
711,SPORTS FACILITIES USE TAX     ,1776,SPRTS FAC USE TAX-ASGN        ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,3000.000
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,9999999,Revenue,99999,Revenue,43000010,CITY/COUNTY HEALTH DEPARTMENT ,43230.000
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,9999999,Revenue,99999,Revenue,43000010,CITY/COUNTY HEALTH DEPARTMENT ,301000.000
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,9999999,Revenue,99999,Revenue,43250008,STATE GRANT REVENUE           ,1017594.000
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,9999999,Revenue,99999,Revenue,43110002,DEPT OF CORRECTIONS GRANT     ,177500.000
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,9999999,Revenue,99999,Revenue,42750074,PRIVATE GRANT RECEIPTS        ,22000.000
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,9999999,Revenue,99999,Revenue,43050003,FEMA GRANT REVENUE            ,5679.000
022,ASSET FORFEITURE              ,0121,STATE ASSET FORF-RSTR         ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,860180.000
022,ASSET FORFEITURE              ,0121,STATE ASSET FORF-RSTR         ,9999999,Revenue,99999,Revenue,43750001,REFUNDS & REIMB - GOV FUNDS   ,1400.000
022,ASSET FORFEITURE              ,0121,STATE ASSET FORF-RSTR         ,9999999,Revenue,99999,Revenue,41000006,STATE FORFEITURE PROCEEDS     ,2174.000
022,ASSET FORFEITURE              ,0121,STATE ASSET FORF-RSTR         ,9999999,Revenue,99999,Revenue,41000007,CDS FUNDS                     ,551905.000
022,ASSET FORFEITURE              ,0121,STATE ASSET FORF-RSTR         ,9999999,Revenue,99999,Revenue,41000009,COMIT FORFEITURES             ,396228.000
022,ASSET FORFEITURE              ,0121,STATE ASSET FORF-RSTR         ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,18764.000
022,ASSET FORFEITURE              ,0121,STATE ASSET FORF-RSTR         ,9999999,Revenue,99999,Revenue,45800002,SALE OF CITY PROPERTY         ,15979.000
060,SPECIAL DISTRICTS (BID)       ,0332,STOCKYARDS BID-DIST 7-RSTR    ,9999999,Revenue,99999,Revenue,42200001,BID ASSESSMENT                ,119400.000
060,SPECIAL DISTRICTS (BID)       ,0332,STOCKYARDS BID-DIST 7-RSTR    ,9999999,Revenue,99999,Revenue,42200000,BID ADMIN CHARGE              ,3500.000
060,SPECIAL DISTRICTS (BID)       ,0332,STOCKYARDS BID-DIST 7-RSTR    ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,100.000
060,SPECIAL DISTRICTS (BID)       ,0332,STOCKYARDS BID-DIST 7-RSTR    ,9999999,Revenue,99999,Revenue,42200009,BID LATE PENALTY              ,2000.000
060,SPECIAL DISTRICTS (BID)       ,0326,STOCKYARDS BID-RSTR           ,9999999,Revenue,99999,Revenue,42200001,BID ASSESSMENT                ,9000.000
060,SPECIAL DISTRICTS (BID)       ,0326,STOCKYARDS BID-RSTR           ,9999999,Revenue,99999,Revenue,42200009,BID LATE PENALTY              ,800.000
060,SPECIAL DISTRICTS (BID)       ,0326,STOCKYARDS BID-RSTR           ,9999999,Revenue,99999,Revenue,41105018,GOV REST INTEREST INC         ,200.000
012,STREET & ALLEY                ,0053,STREET & ALLEY CAP-RSTR       ,9999999,Revenue,99999,Revenue,41105018,GOV REST INTEREST INC         ,3000.000
012,STREET & ALLEY                ,0053,STREET & ALLEY CAP-RSTR       ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,91823.000
012,STREET & ALLEY                ,0053,STREET & ALLEY CAP-RSTR       ,9999999,Revenue,99999,Revenue,44100002,RESERVE FOR PRIOR YEAR ENCUMBR,189704.000
012,STREET & ALLEY                ,0053,STREET & ALLEY CAP-RSTR       ,9999999,Revenue,99999,Revenue,44200015,MISCELLANEOUS REVENUE         ,168000.000
039,CAPITAL IMPROVEMENT           ,0177,STREETS IMPRVMNT CAPITAL-ASGN ,9999999,Revenue,99999,Revenue,45600000,TSF FM GEN FUND-0001          ,750000.000
039,CAPITAL IMPROVEMENT           ,0177,STREETS IMPRVMNT CAPITAL-ASGN ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,9697763.000
039,CAPITAL IMPROVEMENT           ,0177,STREETS IMPRVMNT CAPITAL-ASGN ,9999999,Revenue,99999,Revenue,44100002,RESERVE FOR PRIOR YEAR ENCUMBR,6427436.000
039,CAPITAL IMPROVEMENT           ,0177,STREETS IMPRVMNT CAPITAL-ASGN ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,120000.000
750,SPECIAL PURPOSE               ,1659,TENNIS CENTER CAPITAL-RSTR    ,9999999,Revenue,99999,Revenue,45450010,DONATIONS-NONOPERATING        ,2401600.000
750,SPECIAL PURPOSE               ,1659,TENNIS CENTER CAPITAL-RSTR    ,9999999,Revenue,99999,Revenue,44100002,RESERVE FOR PRIOR YEAR ENCUMBR,151210.000
750,SPECIAL PURPOSE               ,1659,TENNIS CENTER CAPITAL-RSTR    ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,1367711.000
065,TRANSPORTATION                ,5150,TRANSIT                       ,9999999,Revenue,99999,Revenue,45010009,PAYMENTS FROM COTPA-RIVER     ,96835.000
065,TRANSPORTATION                ,5150,TRANSIT                       ,9999999,Revenue,99999,Revenue,45010007,PAYMENTS FROM COTPA-TRANS     ,2432727.000
065,TRANSPORTATION                ,5150,TRANSIT                       ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,1018.000
060,SPECIAL DISTRICTS (BID)       ,0328,UG SPEC IMP DIST(SID)-RSTR    ,9999999,Revenue,99999,Revenue,41100018,INTEREST-GOV                  ,100.000
060,SPECIAL DISTRICTS (BID)       ,0328,UG SPEC IMP DIST(SID)-RSTR    ,9999999,Revenue,99999,Revenue,42200000,BID ADMIN CHARGE              ,1000.000
060,SPECIAL DISTRICTS (BID)       ,0328,UG SPEC IMP DIST(SID)-RSTR    ,9999999,Revenue,99999,Revenue,42200009,BID LATE PENALTY              ,1000.000
060,SPECIAL DISTRICTS (BID)       ,0328,UG SPEC IMP DIST(SID)-RSTR    ,9999999,Revenue,99999,Revenue,44220020,UNDRGRND SID CAT 1 ASSESSMENT ,247900.000
750,SPECIAL PURPOSE               ,1672,"WASTE CONNECTIONS,PC-0461-RSTR",9999999,Revenue,99999,Revenue,43365000,DONATIONS - SPECIAL PURPOSE   ,453347.000
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,9999999,Revenue,99999,Revenue,45015020,PMTS FROM CHARGEBACK RECLASS  ,28492091.000
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,9999999,Revenue,99999,Revenue,44250000,INTEREST-NON OPERATING        ,22226.000
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,400000.000
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,400000.000
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,9999999,Revenue,99999,Revenue,44250000,INTEREST-NON OPERATING        ,48755.000
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,9999999,Revenue,99999,Revenue,45015020,PMTS FROM CHARGEBACK RECLASS  ,58444765.000
060,SPECIAL DISTRICTS (BID)       ,0329,WESTERN AVENUE BID-RSTR       ,9999999,Revenue,99999,Revenue,41105018,GOV REST INTEREST INC         ,200.000
060,SPECIAL DISTRICTS (BID)       ,0329,WESTERN AVENUE BID-RSTR       ,9999999,Revenue,99999,Revenue,42200000,BID ADMIN CHARGE              ,960.000
060,SPECIAL DISTRICTS (BID)       ,0329,WESTERN AVENUE BID-RSTR       ,9999999,Revenue,99999,Revenue,42200001,BID ASSESSMENT                ,96340.000
060,SPECIAL DISTRICTS (BID)       ,0329,WESTERN AVENUE BID-RSTR       ,9999999,Revenue,99999,Revenue,42200009,BID LATE PENALTY              ,2500.000
040,ZOO                           ,0201,ZOO SALES TAX-RSTR            ,9999999,Revenue,99999,Revenue,44100000,CARRYOVER                     ,279986.000
040,ZOO                           ,0201,ZOO SALES TAX-RSTR            ,9999999,Revenue,99999,Revenue,40000000,SALES TAX                     ,13999314.000
,,,,,,,,,,
