FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description, FY2014 Adopted Budget , Amendments , FY2014 Amended Budget 
017,COURT ADMIN & TRAINING        ,0503,ENFRCMT & TRN-POLICE-RSTR     ,4200841,POLICE TRAINING,42008,Police Public Safety Support,52400007,OTHER EQUIPMENT RENTAL        ," 8,000 ", -   ," 8,000 "
017,COURT ADMIN & TRAINING        ,0503,ENFRCMT & TRN-POLICE-RSTR     ,4200841,POLICE TRAINING,42008,Police Public Safety Support,52890001,OTHER SERVICES AND CHARGES    ," 5,000 "," 19,492 "," 24,492 "
017,COURT ADMIN & TRAINING        ,0503,ENFRCMT & TRN-POLICE-RSTR     ,4200841,POLICE TRAINING,42008,Police Public Safety Support,53010001,OFFICE SUPPLIES               ," 7,000 ", -   ," 7,000 "
017,COURT ADMIN & TRAINING        ,0503,ENFRCMT & TRN-POLICE-RSTR     ,4200841,POLICE TRAINING,42008,Police Public Safety Support,53040013,REPAIR & MAINTENANCE PARTS    ," 33,000 ", 539 ," 33,539 "
017,COURT ADMIN & TRAINING        ,0503,ENFRCMT & TRN-POLICE-RSTR     ,4200841,POLICE TRAINING,42008,Police Public Safety Support,53100001,EDUCATIONAL & TRAINING        ," 133,200 "," 62,352 "," 195,552 "
017,COURT ADMIN & TRAINING        ,0503,ENFRCMT & TRN-POLICE-RSTR     ,4200841,POLICE TRAINING,42008,Police Public Safety Support,53890022,OTHER SUPPLIES                , -   , 500 , 500 
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400109,PLANNING GRANT & LOAN MGMT,24001,Planning Admin,51000001,BUDGET-PERSONAL SERVICES      ," (209,127)", -   ," (209,127)"
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400109,PLANNING GRANT & LOAN MGMT,24001,Planning Admin,51010001,SALARIES AND WAGES            ," 492,298 ", -   ," 492,298 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400109,PLANNING GRANT & LOAN MGMT,24001,Planning Admin,51070001,HEALTH AND WELFARE INSURANCE  ," 77,912 ", -   ," 77,912 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400109,PLANNING GRANT & LOAN MGMT,24001,Planning Admin,51070004,RETIREMENT PENSION CONTRIB    ," 45,734 ", -   ," 45,734 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400109,PLANNING GRANT & LOAN MGMT,24001,Planning Admin,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 3,736,810 ", -   ," 3,736,810 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400109,PLANNING GRANT & LOAN MGMT,24001,Planning Admin,52280007,CHARGEBACK-RISK MANAGEMENT    ," 11,319 ", -   ," 11,319 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400109,PLANNING GRANT & LOAN MGMT,24001,Planning Admin,53000001,BUDGET-MATERIALS AND SUPPLIES ," 18,870 ", -   ," 18,870 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,51000001,BUDGET-PERSONAL SERVICES      ," 125,767 ", -   ," 125,767 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,51010001,SALARIES AND WAGES            ," 135,154 ", -   ," 135,154 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,51070001,HEALTH AND WELFARE INSURANCE  ," 26,160 ", -   ," 26,160 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,51070004,RETIREMENT PENSION CONTRIB    ," 12,554 ", -   ," 12,554 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 6,008,342 ", -   ," 6,008,342 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,52280004,CHARGEBACK-IT                 ," 14,748 ", -   ," 14,748 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,52280019,CHARGEBACK-VEHICLE MAINTENANCE," 10,424 ", -   ," 10,424 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,52280022,CHARGEBACK FUEL               ," 15,417 ", -   ," 15,417 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,53000001,BUDGET-MATERIALS AND SUPPLIES ," 2,960 ", -   ," 2,960 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400207,NEIGHBORHOOD REVITALIZATION,24002,Community Development,51000001,BUDGET-PERSONAL SERVICES      ," 225,767 ", -   ," 225,767 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400207,NEIGHBORHOOD REVITALIZATION,24002,Community Development,51010001,SALARIES AND WAGES            ," 736,852 ", -   ," 736,852 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400207,NEIGHBORHOOD REVITALIZATION,24002,Community Development,51070001,HEALTH AND WELFARE INSURANCE  ," 129,095 ", -   ," 129,095 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400207,NEIGHBORHOOD REVITALIZATION,24002,Community Development,51070004,RETIREMENT PENSION CONTRIB    ," 68,447 ", -   ," 68,447 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400207,NEIGHBORHOOD REVITALIZATION,24002,Community Development,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 10,967,875 ", -   ," 10,967,875 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400207,NEIGHBORHOOD REVITALIZATION,24002,Community Development,53000001,BUDGET-MATERIALS AND SUPPLIES ," 15,170 ", -   ," 15,170 "
019,GRANTS MANAGEMENT             ,6140,DEPT OF HSG & URB DEVEL-RSTR  ,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 110,000 ", -   ," 110,000 "
019,GRANTS MANAGEMENT             ,6150,DEPT OF THE INT-RSTR          ,2400303,URBAN DESIGN,24003,Urban Design And Planning,51000001,BUDGET-PERSONAL SERVICES      ," 1,250 ", -   ," 1,250 "
019,GRANTS MANAGEMENT             ,6150,DEPT OF THE INT-RSTR          ,2400303,URBAN DESIGN,24003,Urban Design And Planning,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 34,000 ", -   ," 34,000 "
019,GRANTS MANAGEMENT             ,6160,DEPT OF JUSTICE-RSTR          ,4200621,POLICE PATROL,42006,Police Operational,51000001,BUDGET-PERSONAL SERVICES      ," 727,536 ", -   ," 727,536 "
019,GRANTS MANAGEMENT             ,6160,DEPT OF JUSTICE-RSTR          ,4200621,POLICE PATROL,42006,Police Operational,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 318,182 ", -   ," 318,182 "
019,GRANTS MANAGEMENT             ,6160,DEPT OF JUSTICE-RSTR          ,4200621,POLICE PATROL,42006,Police Operational,54000001,BUDGET-CAPITAL OUTLAY         ," 516,469 ", -   ," 516,469 "
019,GRANTS MANAGEMENT             ,6160,DEPT OF JUSTICE-RSTR          ,4200625,POLICE YOUTH SERVICES,42006,Police Operational,51070001,HEALTH AND WELFARE INSURANCE  ," 11,374 ", -   ," 11,374 "
019,GRANTS MANAGEMENT             ,6160,DEPT OF JUSTICE-RSTR          ,4200625,POLICE YOUTH SERVICES,42006,Police Operational,51070004,RETIREMENT PENSION CONTRIB    ," 5,332 ", -   ," 5,332 "
019,GRANTS MANAGEMENT             ,6160,DEPT OF JUSTICE-RSTR          ,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 50,000 ", -   ," 50,000 "
019,GRANTS MANAGEMENT             ,6200,DEPT OF TRANS-RSTR            ,3309010,ACOG PLANNING TRANSIT,33090,Public Works Grants,51000001,BUDGET-PERSONAL SERVICES      ," 212,800 ", -   ," 212,800 "
019,GRANTS MANAGEMENT             ,6200,DEPT OF TRANS-RSTR            ,3309020,ISTEA SUPPLEMENTAL TRAILS,33090,Public Works Grants,54000001,BUDGET-CAPITAL OUTLAY         ," 104,359 ", -   ," 104,359 "
019,GRANTS MANAGEMENT             ,6200,DEPT OF TRANS-RSTR            ,3309040,TRANSPORTATION ENHANCEMENT PRJ,33090,Public Works Grants,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 177,500 ", -   ," 177,500 "
019,GRANTS MANAGEMENT             ,6200,DEPT OF TRANS-RSTR            ,3309040,TRANSPORTATION ENHANCEMENT PRJ,33090,Public Works Grants,53000001,BUDGET-MATERIALS AND SUPPLIES ," 177,500 ", -   ," 177,500 "
019,GRANTS MANAGEMENT             ,6200,DEPT OF TRANS-RSTR            ,3309040,TRANSPORTATION ENHANCEMENT PRJ,33090,Public Works Grants,54000001,BUDGET-CAPITAL OUTLAY         ," 380,000 ", -   ," 380,000 "
019,GRANTS MANAGEMENT             ,6200,DEPT OF TRANS-RSTR            ,3309060,SAFETEA-LU,33090,Public Works Grants,54000001,BUDGET-CAPITAL OUTLAY         ," 1,396,665 ", -   ," 1,396,665 "
019,GRANTS MANAGEMENT             ,6200,DEPT OF TRANS-RSTR            ,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 223,100 ", -   ," 223,100 "
019,GRANTS MANAGEMENT             ,6660,ENVIR PROTECT AGCY-RSTR       ,2400507,PLANNING URBAN REDEV PLANNING,24005,Urban Redevelopment,51000001,BUDGET-PERSONAL SERVICES      ," 192,653 ", -   ," 192,653 "
019,GRANTS MANAGEMENT             ,6660,ENVIR PROTECT AGCY-RSTR       ,2400507,PLANNING URBAN REDEV PLANNING,24005,Urban Redevelopment,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 2,515,597 ", -   ," 2,515,597 "
019,GRANTS MANAGEMENT             ,6660,ENVIR PROTECT AGCY-RSTR       ,2400507,PLANNING URBAN REDEV PLANNING,24005,Urban Redevelopment,53000001,BUDGET-MATERIALS AND SUPPLIES ," 3,175 ", -   ," 3,175 "
019,GRANTS MANAGEMENT             ,6830,FED EMER MGMT AGCY-RSTR       ,3309200,FEMA DISASTER RELIEF,33092,Public Works Grants,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 1,274,820 ", -   ," 1,274,820 "
019,GRANTS MANAGEMENT             ,6970,DEPT OF HOMELAND SECURITY-RSTR,3309200,FEMA DISASTER RELIEF,33092,Public Works Grants,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 1,069,480 ", -   ," 1,069,480 "
019,GRANTS MANAGEMENT             ,6970,DEPT OF HOMELAND SECURITY-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,51000001,BUDGET-PERSONAL SERVICES      ," 66,272 ", -   ," 66,272 "
019,GRANTS MANAGEMENT             ,6970,DEPT OF HOMELAND SECURITY-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,51010001,SALARIES AND WAGES            ," 132,657 ", -   ," 132,657 "
019,GRANTS MANAGEMENT             ,6970,DEPT OF HOMELAND SECURITY-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,51070001,HEALTH AND WELFARE INSURANCE  ," 22,748 ", -   ," 22,748 "
019,GRANTS MANAGEMENT             ,6970,DEPT OF HOMELAND SECURITY-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,51070004,RETIREMENT PENSION CONTRIB    ," 12,323 ", -   ," 12,323 "
019,GRANTS MANAGEMENT             ,6970,DEPT OF HOMELAND SECURITY-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,54000001,BUDGET-CAPITAL OUTLAY         ," 16,800 ", -   ," 16,800 "
019,GRANTS MANAGEMENT             ,6970,DEPT OF HOMELAND SECURITY-RSTR,4509000,FEMA ASSISTANCE TO FIREFIGHTER,45090,Fire Grants,53040031,OTHER EQUIPMENT               ," 190,000 ", -   ," 190,000 "
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,2400207,NEIGHBORHOOD REVITALIZATION,24002,Community Development,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 5,818 ", -   ," 5,818 "
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,2400307,CURRENT PLANNING,24003,Urban Design And Planning,51000001,BUDGET-PERSONAL SERVICES      ," 199,319 ", -   ," 199,319 "
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,2400307,CURRENT PLANNING,24003,Urban Design And Planning,53000001,BUDGET-MATERIALS AND SUPPLIES , 333 , -   , 333 
019,GRANTS MANAGEMENT             ,6998,STATE & LOCAL GRANTS-RSTR     ,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 1,045,000 ", -   ," 1,045,000 "
019,GRANTS MANAGEMENT             ,6999,NON GRANT SCHEDULE-RSTR       ,2400303,URBAN DESIGN,24003,Urban Design And Planning,52000001,BUDGET-OTHER SRVCS & CHARGES  ," 9,300 ", -   ," 9,300 "
019,GRANTS MANAGEMENT             ,6999,NON GRANT SCHEDULE-RSTR       ,5809100,Animal Welfare Private Grants,58091,Development Services Grants,51000001,BUDGET-PERSONAL SERVICES      ," 137,554 ", -   ," 137,554 "
019,GRANTS MANAGEMENT             ,6999,NON GRANT SCHEDULE-RSTR       ,5809100,Animal Welfare Private Grants,58091,Development Services Grants,52040046,PROFESSIONAL SERVICES-OTHER   ," 10,000 ", -   ," 10,000 "
019,GRANTS MANAGEMENT             ,6999,NON GRANT SCHEDULE-RSTR       ,5809100,Animal Welfare Private Grants,58091,Development Services Grants,53010001,OFFICE SUPPLIES               ," 12,250 ", -   ," 12,250 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51000004,BUDGET-VACANCY DISCOUNT       ," (2,797)", -   ," (2,797)"
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51010001,SALARIES AND WAGES            ," 129,775 ", -   ," 129,775 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51010007,OVERTIME WAGES                , 435 , -   , 435 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51070001,HEALTH AND WELFARE INSURANCE  ," 11,374 ", -   ," 11,374 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51070004,RETIREMENT PENSION CONTRIB    ," 10,095 ", -   ," 10,095 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE             ," 26,582 ", -   ," 26,582 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB  ," 261,883 ", -   ," 261,883 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY            ," 954,770 ", -   ," 954,770 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52280023,CHARGEBACK FUEL CONTINGENCY   ," 3,333 ", -   ," 3,333 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR        ," 1,703 ", -   ," 1,703 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS        ," 2,839 ", -   ," 2,839 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51000004,BUDGET-VACANCY DISCOUNT       ," (1,613)", -   ," (1,613)"
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51010001,SALARIES AND WAGES            ," 73,785 ", -   ," 73,785 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51010007,OVERTIME WAGES                , 284 , -   , 284 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51070001,HEALTH AND WELFARE INSURANCE  ," 17,062 ", -   ," 17,062 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51070004,RETIREMENT PENSION CONTRIB    ," 6,855 ", -   ," 6,855 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE             ," 4,955 ", -   ," 4,955 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB  ," 47,553 ", -   ," 47,553 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY            ," 7,403 ", -   ," 7,403 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,52040004,PROFESSIONAL SVC-MEDICAL      ," 6,000 ", -   ," 6,000 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51000004,BUDGET-VACANCY DISCOUNT       ," (1,413)", -   ," (1,413)"
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51010001,SALARIES AND WAGES            ," 64,650 ", -   ," 64,650 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51010007,OVERTIME WAGES                , 244 , -   , 244 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51070001,HEALTH AND WELFARE INSURANCE  ," 14,786 ", -   ," 14,786 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51070004,RETIREMENT PENSION CONTRIB    ," 6,005 ", -   ," 6,005 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE             ," 7,633 ", -   ," 7,633 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB  ," 69,297 ", -   ," 69,297 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY            ," 2,534 ", -   ," 2,534 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE             ," 9,374 ", -   ," 9,374 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB  ," 103,611 ", -   ," 103,611 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY            , 77 , -   , 77 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52280023,CHARGEBACK FUEL CONTINGENCY   , 606 , -   , 606 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR        , 310 , -   , 310 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS        , 516 , -   , 516 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE             ," 3,147 ", -   ," 3,147 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB  ," 26,840 ", -   ," 26,840 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY            , 153 , -   , 153 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,52280023,CHARGEBACK FUEL CONTINGENCY   ," 1,212 ", -   ," 1,212 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR        , 619 , -   , 619 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS        ," 1,032 ", -   ," 1,032 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51000004,BUDGET-VACANCY DISCOUNT       , (432), -   , (432)
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51010001,SALARIES AND WAGES            ," 19,775 ", -   ," 19,775 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51010007,OVERTIME WAGES                , 76 , -   , 76 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51070001,HEALTH AND WELFARE INSURANCE  ," 4,548 ", -   ," 4,548 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51070004,RETIREMENT PENSION CONTRIB    ," 1,837 ", -   ," 1,837 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE             ," 15,802 ", -   ," 15,802 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB  ," 151,479 ", -   ," 151,479 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY            , 301 , -   , 301 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52280007,CHARGEBACK-RISK MANAGEMENT    ," 623,279 ", -   ," 623,279 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52280023,CHARGEBACK FUEL CONTINGENCY   , 606 , -   , 606 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR        , 310 , -   , 310 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52340034,OTHER REPAIRS AND MAINTENANCE ," 2,409 ", -   ," 2,409 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS        , 516 , -   , 516 
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51000004,BUDGET-VACANCY DISCOUNT       ," (242,726)", -   ," (242,726)"
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51000010,BUDGET-OTHER FRINGE BUDGET    ," 14,176 ", -   ," 14,176 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51000013,BUDGET-SALARY RESERVE         ," 90,000 ", -   ," 90,000 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51010001,SALARIES AND WAGES            ," 14,281,468 ", -   ," 14,281,468 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51010007,OVERTIME WAGES                ," 346,478 ", -   ," 346,478 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51010019,EMPLOYEE INCENTIVE            ," 178,739 ", -   ," 178,739 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51070001,HEALTH AND WELFARE INSURANCE  ," 2,231,662 ", -   ," 2,231,662 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51070004,RETIREMENT PENSION CONTRIB    ," 1,902,177 ", -   ," 1,902,177 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51130001,UNIFORM ALLOWANCE             ," 968,724 ", -   ," 968,724 "
020,POLICE                        ,0100,POLICE SALES TAX-RSTR         ,4200621,POLICE PATROL,42006,Police Operational,51510035,WAGE ADJUSTMENT-SALARY REIMB  ," 4,192,636 ", -   ," 4,192,636 "
