FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,FY2015 Budget
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53010013,NON-CAPITAL OFFICE MACHINES,4817
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53040013,REPAIR & MAINTENANCE PARTS,200
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53100001,EDUCATIONAL & TRAINING,300
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53890022,OTHER SUPPLIES,200
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,51000004,BUDGET-VACANCY DISCOUNT,-5465
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,51010001,SALARIES AND WAGES,257654
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,51070001,HEALTH AND WELFARE INSURANCE,37678
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,51070004,RETIREMENT PENSION CONTRIB,15561
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,52130001,MEMBERSHIPS,1600
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,52340013,NONTARGET REPAIR LABOR,565
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,52340016,MACHINERY AND EQUIPMENT MTCE,2500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,52890001,OTHER SERVICES AND CHARGES,1146631
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,53010001,OFFICE SUPPLIES,8500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,53010013,NON-CAPITAL OFFICE MACHINES,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800602,REVENUE COLLECTION,28006,City Treasury,51000004,BUDGET-VACANCY DISCOUNT,-11334
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800602,REVENUE COLLECTION,28006,City Treasury,51010001,SALARIES AND WAGES,534129
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800602,REVENUE COLLECTION,28006,City Treasury,51070001,HEALTH AND WELFARE INSURANCE,84049
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800602,REVENUE COLLECTION,28006,City Treasury,51070004,RETIREMENT PENSION CONTRIB,32643
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51000004,BUDGET-VACANCY DISCOUNT,-433
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51010001,SALARIES AND WAGES,43269
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51070001,HEALTH AND WELFARE INSURANCE,4057
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51070004,RETIREMENT PENSION CONTRIB,3258
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51000004,BUDGET-VACANCY DISCOUNT,-13525
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51000013,BUDGET-SALARY RESERVE,13800
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51010001,SALARIES AND WAGES,725044
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51010004,PART TIME & TEMPORARY WAGES,7009
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51070001,HEALTH AND WELFARE INSURANCE,83470
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51070004,RETIREMENT PENSION CONTRIB,50822
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,52130001,MEMBERSHIPS,6690
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,52340016,MACHINERY AND EQUIPMENT MTCE,2200
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,52890001,OTHER SERVICES AND CHARGES,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,53010001,OFFICE SUPPLIES,4000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,53010007,COMPUTER SUPPLIES,5000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51000004,BUDGET-VACANCY DISCOUNT,-498
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51010001,SALARIES AND WAGES,38590
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51070001,HEALTH AND WELFARE INSURANCE,4637
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51070004,RETIREMENT PENSION CONTRIB,2890
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51000004,BUDGET-VACANCY DISCOUNT,-3371
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51010001,SALARIES AND WAGES,158842
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51070001,HEALTH AND WELFARE INSURANCE,11014
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51070004,RETIREMENT PENSION CONTRIB,9732
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51130004,CAR ALLOWANCE,3150
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51510004,EMPLOYEE PARKING,48144
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,52130001,MEMBERSHIPS,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51000004,BUDGET-VACANCY DISCOUNT,-109374
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51010001,SALARIES AND WAGES,5156840
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51010004,PART TIME & TEMPORARY WAGES,78916
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51010007,OVERTIME WAGES,70000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51070001,HEALTH AND WELFARE INSURANCE,1281014
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51070004,RETIREMENT PENSION CONTRIB,311776
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52010028,MISCELLANEOUS SRVCS CONTRACTS,19600
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52070001,ELECTRICITY,73200
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52070004,"WATER, SEWER & REFUSE",28398
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52070007,NATURAL GAS,17706
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52130001,MEMBERSHIPS,1100
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52280019,CHARGEBACK-VEHICLE MAINTENANCE,775035
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52280022,CHARGEBACK FUEL,465339
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52340013,NONTARGET REPAIR LABOR,15907
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52340016,MACHINERY AND EQUIPMENT MTCE,9800
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52340034,OTHER REPAIRS AND MAINTENANCE,2064
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52400007,OTHER EQUIPMENT RENTAL,99606
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52890001,OTHER SERVICES AND CHARGES,69874
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53010001,OFFICE SUPPLIES,15250
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53010007,COMPUTER SUPPLIES,10000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53010013,NON-CAPITAL OFFICE MACHINES,10000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53010016,NON-CAPITAL FURNITURE & FIXTUR,10000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040001,JANITOR SUPPLIES,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040013,REPAIR & MAINTENANCE PARTS,151872
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040019,NONTARGET REPAIR PARTS,6880
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040022,GROUNDS IMPROVEMENT,5000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040025,SMALL TOOLS & MINOR EQUIP,47594
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040031,OTHER EQUIPMENT,10000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040035,SNOW AND ICE CONTROL MATERIALS,120000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040036,ASPHALT ROAD MATERIALS,699104
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040037,CONCRETE ROAD MATERIALS,399882
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040038,RURAL ROAD MATERIALS,120076
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53100001,EDUCATIONAL & TRAINING,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53160022,RADIOS & OTHER EQUIP,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53890004,CLOTHING & OTHER,79395
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53890007,PHOTOGRAPHIC SUPPLIES,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53890022,OTHER SUPPLIES,41716
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51000004,BUDGET-VACANCY DISCOUNT,-48775
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51010001,SALARIES AND WAGES,2299779
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51010007,OVERTIME WAGES,9050
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51070001,HEALTH AND WELFARE INSURANCE,538496
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51070004,RETIREMENT PENSION CONTRIB,138867
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52070004,"WATER, SEWER & REFUSE",2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52070007,NATURAL GAS,16500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52130001,MEMBERSHIPS,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52280019,CHARGEBACK-VEHICLE MAINTENANCE,133005
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52280022,CHARGEBACK FUEL,128991
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52340013,NONTARGET REPAIR LABOR,9491
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52340016,MACHINERY AND EQUIPMENT MTCE,2900
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52340019,BUILDING MAINTENANCE,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52400007,OTHER EQUIPMENT RENTAL,4900
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52890001,OTHER SERVICES AND CHARGES,5740
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53010001,OFFICE SUPPLIES,3500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53010007,COMPUTER SUPPLIES,1700
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53010013,NON-CAPITAL OFFICE MACHINES,1600
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53010016,NON-CAPITAL FURNITURE & FIXTUR,1400
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53040001,JANITOR SUPPLIES,1726
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53040013,REPAIR & MAINTENANCE PARTS,2739
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53040025,SMALL TOOLS & MINOR EQUIP,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53040031,OTHER EQUIPMENT,1900
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53040039,TRAFFIC SIGN MATERIALS,195559
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53040040,TRAFFIC SIGNAL MATERIALS,76642
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53040041,PAVEMENT MARKING MATERIALS,579061
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53890004,CLOTHING & OTHER,11049
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,53890022,OTHER SUPPLIES,250
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300304,GRAFFITI REMOVAL,33003,Street & Drainage Maint,51000004,BUDGET-VACANCY DISCOUNT,-2734
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300304,GRAFFITI REMOVAL,33003,Street & Drainage Maint,51010001,SALARIES AND WAGES,128850
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300304,GRAFFITI REMOVAL,33003,Street & Drainage Maint,51010004,PART TIME & TEMPORARY WAGES,10000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300304,GRAFFITI REMOVAL,33003,Street & Drainage Maint,51070001,HEALTH AND WELFARE INSURANCE,26664
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300304,GRAFFITI REMOVAL,33003,Street & Drainage Maint,51070004,RETIREMENT PENSION CONTRIB,7780
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300304,GRAFFITI REMOVAL,33003,Street & Drainage Maint,52280019,CHARGEBACK-VEHICLE MAINTENANCE,15828
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300304,GRAFFITI REMOVAL,33003,Street & Drainage Maint,52280022,CHARGEBACK FUEL,7665
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300304,GRAFFITI REMOVAL,33003,Street & Drainage Maint,52340013,NONTARGET REPAIR LABOR,2850
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300304,GRAFFITI REMOVAL,33003,Street & Drainage Maint,53890004,CLOTHING & OTHER,250
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,51000004,BUDGET-VACANCY DISCOUNT,-8301
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,51010001,SALARIES AND WAGES,391444
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,51010007,OVERTIME WAGES,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,51070001,HEALTH AND WELFARE INSURANCE,65499
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,51070004,RETIREMENT PENSION CONTRIB,23645
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,51130010,MILEAGE REIMBURSEMENT,600
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,52010046,OG&E LIGHT FIXTURE REPLACEMENT,105000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,52130001,MEMBERSHIPS,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,52340016,MACHINERY AND EQUIPMENT MTCE,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,52400007,OTHER EQUIPMENT RENTAL,6800
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,52890001,OTHER SERVICES AND CHARGES,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,53010001,OFFICE SUPPLIES,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,53010007,COMPUTER SUPPLIES,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,53010013,NON-CAPITAL OFFICE MACHINES,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,53010016,NON-CAPITAL FURNITURE & FIXTUR,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,53040013,REPAIR & MAINTENANCE PARTS,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,53040031,OTHER EQUIPMENT,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,53890004,CLOTHING & OTHER,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300501,TRAFFIC AND TRANSPORTATION,33005,Traffic,53890022,OTHER SUPPLIES,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,51000004,BUDGET-VACANCY DISCOUNT,-12370
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,51010001,SALARIES AND WAGES,583302
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,51010007,OVERTIME WAGES,2500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,51070001,HEALTH AND WELFARE INSURANCE,82891
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,51070004,RETIREMENT PENSION CONTRIB,35223
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,51130010,MILEAGE REIMBURSEMENT,1600
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,52130001,MEMBERSHIPS,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,52280019,CHARGEBACK-VEHICLE MAINTENANCE,6512
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,52280022,CHARGEBACK FUEL,10327
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,52340013,NONTARGET REPAIR LABOR,541
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,52890001,OTHER SERVICES AND CHARGES,800
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,53010001,OFFICE SUPPLIES,1250
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,53010007,COMPUTER SUPPLIES,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,53010013,NON-CAPITAL OFFICE MACHINES,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,53040025,SMALL TOOLS & MINOR EQUIP,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300513,TRAFFIC ENGINEERING,33005,Traffic,53890004,CLOTHING & OTHER,800
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,51000004,BUDGET-VACANCY DISCOUNT,-2415
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,51010001,SALARIES AND WAGES,113833
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,51010007,OVERTIME WAGES,3386
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,51070001,HEALTH AND WELFARE INSURANCE,25505
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,51070004,RETIREMENT PENSION CONTRIB,6873
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,52280019,CHARGEBACK-VEHICLE MAINTENANCE,13407
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,52280022,CHARGEBACK FUEL,7583
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,52340013,NONTARGET REPAIR LABOR,900
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,52340016,MACHINERY AND EQUIPMENT MTCE,900
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,52890001,OTHER SERVICES AND CHARGES,900
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,53010001,OFFICE SUPPLIES,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,53040013,REPAIR & MAINTENANCE PARTS,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,53040025,SMALL TOOLS & MINOR EQUIP,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,53040031,OTHER EQUIPMENT,700
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300514,DATA COLLECTION,33005,Traffic,53890004,CLOTHING & OTHER,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300801,PROJECT MANAGEMENT,33008,Engineering,51000004,BUDGET-VACANCY DISCOUNT,-42876
