budget_year,account_type,department,fund_code,account_category,amount
FY15-16,Expense,Oakland Parks & Recreation,1820,,500
FY15-16,Expense,Oakland Parks & Recreation,1820,,1500
FY15-16,Expense,Oakland Parks & Recreation,1010,,23141
FY15-16,Expense,Oakland Parks & Recreation,1820,,200
FY15-16,Expense,Oakland Parks & Recreation,1820,,17028
FY15-16,Expense,Oakland Parks & Recreation,1820,,10525
FY15-16,Expense,Oakland Parks & Recreation,1820,,8407
FY15-16,Expense,Oakland Parks & Recreation,1010,,33288
FY15-16,Expense,Oakland Parks & Recreation,1820,,9410
FY15-16,Expense,Oakland Parks & Recreation,1010,,360
FY15-16,Expense,Oakland Parks & Recreation,1820,,101
FY15-16,Expense,Oakland Parks & Recreation,1820,,39857
FY15-16,Expense,Oakland Parks & Recreation,1820,,330
FY15-16,Expense,Oakland Parks & Recreation,1820,,732
FY15-16,Expense,Oakland Parks & Recreation,1010,,300
FY15-16,Expense,Oakland Parks & Recreation,1820,,161876
FY15-16,Expense,Oakland Parks & Recreation,1820,,2500
FY15-16,Expense,Oakland Parks & Recreation,1010,,39320
FY15-16,Expense,Oakland Parks & Recreation,1010,,70
FY15-16,Expense,Oakland Parks & Recreation,1820,,17414
FY15-16,Expense,Oakland Parks & Recreation,1010,,77914
FY15-16,Expense,Oakland Parks & Recreation,1010,,1875
FY15-16,Expense,Oakland Parks & Recreation,1820,,3432
FY15-16,Expense,Oakland Parks & Recreation,1820,,7903
FY15-16,Expense,Oakland Parks & Recreation,1820,,1000
FY15-16,Expense,Oakland Parks & Recreation,1820,,1500
FY15-16,Expense,Oakland Parks & Recreation,1820,,900
FY15-16,Expense,Oakland Parks & Recreation,1820,,51444
FY15-16,Expense,Oakland Parks & Recreation,1820,,1772
FY15-16,Expense,Oakland Parks & Recreation,1820,,1000
FY15-16,Expense,Oakland Parks & Recreation,1820,,500
FY15-16,Expense,Oakland Parks & Recreation,1010,,34635
FY15-16,Expense,Oakland Parks & Recreation,1820,,1996
FY15-16,Expense,Oakland Parks & Recreation,1010,,68629
FY15-16,Expense,Oakland Parks & Recreation,1010,,20384
FY15-16,Expense,Oakland Parks & Recreation,1010,,29321
FY15-16,Expense,Oakland Parks & Recreation,1820,,1190
FY15-16,Expense,Oakland Parks & Recreation,1820,,693
FY15-16,Expense,Oakland Parks & Recreation,1010,,69622
FY15-16,Expense,Oakland Parks & Recreation,1820,,200
FY15-16,Expense,Oakland Parks & Recreation,1010,,1060
FY15-16,Expense,Oakland Parks & Recreation,1820,,4095
FY15-16,Expense,Oakland Parks & Recreation,1820,,100
FY15-16,Expense,Oakland Parks & Recreation,1820,,1538
FY15-16,Expense,Oakland Parks & Recreation,1010,,315
FY15-16,Expense,Oakland Parks & Recreation,1820,,100
FY15-16,Expense,Oakland Parks & Recreation,1010,,200
FY15-16,Expense,Oakland Parks & Recreation,1820,,358
FY15-16,Expense,Oakland Parks & Recreation,1820,,403
FY15-16,Expense,Oakland Parks & Recreation,1010,,35136
FY15-16,Expense,Oakland Parks & Recreation,1820,,10391
FY15-16,Expense,Oakland Parks & Recreation,1010,,29745
FY15-16,Expense,Oakland Parks & Recreation,1010,,300
FY15-16,Expense,Oakland Parks & Recreation,1010,,20679
FY15-16,Expense,Oakland Parks & Recreation,1820,,7859
FY15-16,Expense,Oakland Parks & Recreation,1010,,23605
FY15-16,Expense,Oakland Parks & Recreation,1820,,3684
FY15-16,Expense,Oakland Parks & Recreation,1010,,600
FY15-16,Expense,Oakland Parks & Recreation,1820,,300
FY15-16,Expense,Oakland Parks & Recreation,1010,,234
FY15-16,Expense,Oakland Parks & Recreation,1820,,118155
FY15-16,Expense,Oakland Parks & Recreation,1010,,778
FY15-16,Expense,Oakland Parks & Recreation,1010,,1670
FY15-16,Expense,Oakland Parks & Recreation,1010,,258
FY15-16,Expense,Oakland Parks & Recreation,1010,,1626
FY15-16,Expense,Oakland Parks & Recreation,1820,,4569
FY15-16,Expense,Oakland Parks & Recreation,1820,,11261
FY15-16,Expense,Oakland Parks & Recreation,1010,,79474
FY15-16,Expense,Oakland Parks & Recreation,1010,,200
FY15-16,Expense,Oakland Parks & Recreation,1010,,40551
FY15-16,Expense,Oakland Parks & Recreation,1010,,330
FY15-16,Expense,Oakland Parks & Recreation,1010,,6871
FY15-16,Expense,Oakland Parks & Recreation,1820,,2667
FY15-16,Expense,Oakland Parks & Recreation,1010,,33954
FY15-16,Expense,Oakland Parks & Recreation,1820,,1506
FY15-16,Expense,Oakland Parks & Recreation,1010,,2500
FY15-16,Expense,Oakland Parks & Recreation,1010,,36912
FY15-16,Expense,Oakland Parks & Recreation,1010,,50
FY15-16,Expense,Oakland Parks & Recreation,1820,,5160
FY15-16,Expense,Oakland Parks & Recreation,1010,,380
FY15-16,Expense,Oakland Parks & Recreation,1010,,25661
FY15-16,Expense,Oakland Parks & Recreation,1010,,10
FY15-16,Expense,Oakland Parks & Recreation,1820,,2589
FY15-16,Expense,Oakland Parks & Recreation,1010,,1000
FY15-16,Expense,Oakland Parks & Recreation,1820,,1337
FY15-16,Expense,Oakland Parks & Recreation,1010,,980
FY15-16,Expense,Oakland Parks & Recreation,1010,,940
FY15-16,Expense,Oakland Parks & Recreation,1010,,86395
FY15-16,Expense,Oakland Parks & Recreation,1010,,20
FY15-16,Expense,Oakland Parks & Recreation,1820,,1645
FY15-16,Expense,Oakland Parks & Recreation,1820,,1250
FY15-16,Expense,Oakland Parks & Recreation,1010,,490
FY15-16,Expense,Oakland Parks & Recreation,1820,,3619
FY15-16,Expense,Oakland Parks & Recreation,1010,,1360
FY15-16,Expense,Oakland Parks & Recreation,1820,,656
FY15-16,Expense,Oakland Parks & Recreation,1820,,38813
FY15-16,Expense,Oakland Parks & Recreation,1010,,450
FY15-16,Expense,Oakland Parks & Recreation,1010,,1500
FY15-16,Expense,Oakland Parks & Recreation,1820,,2902
FY15-16,Expense,Oakland Parks & Recreation,1010,,1000
FY15-16,Expense,Oakland Parks & Recreation,1010,,50000
FY15-16,Expense,Oakland Parks & Recreation,1820,,270
FY15-16,Expense,Oakland Parks & Recreation,1820,,113
FY15-16,Expense,Oakland Parks & Recreation,1820,,602
FY15-16,Expense,Oakland Parks & Recreation,1010,,43601
FY15-16,Expense,Oakland Parks & Recreation,1820,,24840
FY15-16,Expense,Oakland Parks & Recreation,1820,,856
FY15-16,Expense,Oakland Parks & Recreation,1820,,3563
FY15-16,Expense,Oakland Parks & Recreation,1820,,1657
FY15-16,Expense,Oakland Parks & Recreation,1820,,964
FY15-16,Expense,Oakland Parks & Recreation,1010,,2662
FY15-16,Expense,Oakland Parks & Recreation,1010,,68634
FY15-16,Expense,Oakland Parks & Recreation,1820,,56318
FY15-16,Expense,Oakland Parks & Recreation,1820,,2184
FY15-16,Expense,Oakland Parks & Recreation,1820,,3758
FY15-16,Expense,Oakland Parks & Recreation,1820,,7658
FY15-16,Expense,Oakland Parks & Recreation,1010,,11671
FY15-16,Expense,Oakland Parks & Recreation,1010,,4579
FY15-16,Expense,Oakland Parks & Recreation,1010,,2364
FY15-16,Expense,Oakland Parks & Recreation,1820,,1940
FY15-16,Expense,Oakland Parks & Recreation,1010,,3828
FY15-16,Expense,Oakland Parks & Recreation,1010,,57379
FY15-16,Expense,Oakland Parks & Recreation,1820,,682
FY15-16,Expense,Oakland Parks & Recreation,1010,,8558
FY15-16,Expense,Oakland Parks & Recreation,1820,,352
FY15-16,Expense,Oakland Parks & Recreation,1010,,2226
FY15-16,Expense,Oakland Parks & Recreation,1820,,10216
FY15-16,Expense,Oakland Parks & Recreation,1820,,1597
FY15-16,Expense,Oakland Parks & Recreation,1010,,1977
FY15-16,Expense,Oakland Parks & Recreation,1820,,396
FY15-16,Expense,Oakland Parks & Recreation,1820,,161605
FY15-16,Expense,Oakland Parks & Recreation,1820,,6269
FY15-16,Expense,Oakland Parks & Recreation,1820,,10783
FY15-16,Expense,Oakland Parks & Recreation,1820,,5566
FY15-16,Expense,Oakland Parks & Recreation,1820,,22851
FY15-16,Expense,Oakland Parks & Recreation,1010,,5424
FY15-16,Expense,Oakland Parks & Recreation,1010,,12367
FY15-16,Expense,Oakland Parks & Recreation,1010,,3154
FY15-16,Expense,Oakland Parks & Recreation,1010,,2800
FY15-16,Expense,Oakland Parks & Recreation,1010,,81294
FY15-16,Expense,Oakland Parks & Recreation,1820,,48093
FY15-16,Expense,Oakland Parks & Recreation,1010,,500
FY15-16,Expense,Oakland Parks & Recreation,1820,,20547
FY15-16,Expense,Oakland Parks & Recreation,1820,,400
FY15-16,Expense,Oakland Parks & Recreation,1820,,13432
FY15-16,Expense,Oakland Parks & Recreation,1010,,1125
FY15-16,Expense,Oakland Parks & Recreation,1010,,500
FY15-16,Expense,Oakland Parks & Recreation,1820,,3308
FY15-16,Expense,Oakland Parks & Recreation,1820,,917
FY15-16,Expense,Oakland Parks & Recreation,1820,,29961
FY15-16,Expense,Oakland Parks & Recreation,1820,,85286
FY15-16,Expense,Oakland Parks & Recreation,1820,,17221
FY15-16,Expense,Oakland Parks & Recreation,1820,,4100
FY15-16,Expense,Oakland Parks & Recreation,1010,,500
FY15-16,Expense,Oakland Parks & Recreation,1820,,1412
FY15-16,Expense,Oakland Parks & Recreation,1010,,15988
FY15-16,Expense,Oakland Parks & Recreation,1010,,16779
FY15-16,Expense,Oakland Parks & Recreation,1010,,413716
FY15-16,Expense,Oakland Parks & Recreation,1010,,75707
FY15-16,Expense,Oakland Parks & Recreation,1010,,1960
FY15-16,Expense,Oakland Parks & Recreation,1010,,200
FY15-16,Expense,Oakland Parks & Recreation,1010,,2000
FY15-16,Expense,Oakland Parks & Recreation,1010,,50328
FY15-16,Expense,Oakland Parks & Recreation,1010,,35111
FY15-16,Expense,Oakland Parks & Recreation,1820,,2630
FY15-16,Expense,Oakland Parks & Recreation,1010,,65705
FY15-16,Expense,Oakland Parks & Recreation,1010,,6000
FY15-16,Expense,Oakland Parks & Recreation,1010,,1400
FY15-16,Expense,Oakland Parks & Recreation,1010,,500
FY15-16,Expense,Oakland Parks & Recreation,1010,,500
FY15-16,Expense,Oakland Parks & Recreation,1010,,32345
FY15-16,Expense,Oakland Parks & Recreation,1010,,6839
FY15-16,Expense,Oakland Parks & Recreation,1010,,4125
FY15-16,Expense,Oakland Parks & Recreation,1820,,8247
FY15-16,Expense,Oakland Parks & Recreation,1820,,19302
FY15-16,Expense,Oakland Parks & Recreation,1010,,18153
FY15-16,Expense,Oakland Parks & Recreation,1010,,24985
FY15-16,Expense,Oakland Parks & Recreation,1820,,5733
FY15-16,Expense,Oakland Parks & Recreation,1010,,13827
FY15-16,Expense,Oakland Parks & Recreation,1010,,2060
FY15-16,Expense,Oakland Parks & Recreation,1010,,53714
FY15-16,Expense,Oakland Parks & Recreation,1820,,9741
FY15-16,Expense,Oakland Parks & Recreation,1010,,42488
FY15-16,Expense,Oakland Parks & Recreation,1010,,23186
FY15-16,Expense,Oakland Parks & Recreation,1820,,251242
FY15-16,Expense,Oakland Parks & Recreation,1820,,147178
FY15-16,Expense,Oakland Parks & Recreation,1010,,6886
FY15-16,Expense,Oakland Parks & Recreation,1820,,5000
FY15-16,Expense,Oakland Parks & Recreation,1820,,11851
FY15-16,Expense,Oakland Parks & Recreation,1820,,84332
FY15-16,Expense,Oakland Parks & Recreation,1820,,2500
FY15-16,Expense,Oakland Parks & Recreation,1010,,11701
FY15-16,Expense,Oakland Parks & Recreation,1820,,22000
FY15-16,Expense,Oakland Parks & Recreation,1820,,49141
FY15-16,Expense,Oakland Parks & Recreation,1820,,2500
FY15-16,Expense,Oakland Parks & Recreation,1820,,107339
FY15-16,Expense,Oakland Parks & Recreation,1820,,5000
FY15-16,Expense,Oakland Parks & Recreation,1010,,600000
FY15-16,Expense,Oakland Parks & Recreation,1820,,306325
FY15-16,Expense,Oakland Parks & Recreation,1820,,2340
FY15-16,Expense,Oakland Parks & Recreation,1820,,6000
FY15-16,Expense,Oakland Parks & Recreation,1820,,10000
FY15-16,Expense,Oakland Parks & Recreation,1820,,18000
FY15-16,Expense,Oakland Parks & Recreation,1820,,10500
FY15-16,Expense,Oakland Parks & Recreation,1010,,9906
FY15-16,Expense,Oakland Parks & Recreation,1820,,2500
FY15-16,Expense,Oakland Parks & Recreation,1010,,627
FY15-16,Expense,Oakland Parks & Recreation,1010,,557
FY15-16,Expense,Oakland Parks & Recreation,1010,,1079
FY15-16,Expense,Oakland Parks & Recreation,1010,,23186
FY15-16,Expense,Oakland Parks & Recreation,1820,,22439
FY15-16,Expense,Oakland Parks & Recreation,1010,,6245
FY15-16,Expense,Oakland Parks & Recreation,1010,,3625
FY15-16,Expense,Oakland Parks & Recreation,1820,,52521
FY15-16,Expense,Oakland Parks & Recreation,1820,,4304
FY15-16,Expense,Oakland Parks & Recreation,1820,,1000
FY15-16,Expense,Oakland Parks & Recreation,1820,,16848
FY15-16,Expense,Oakland Parks & Recreation,1820,,300
FY15-16,Expense,Oakland Parks & Recreation,1010,,16169
FY15-16,Expense,Oakland Parks & Recreation,1010,,1884
FY15-16,Expense,Oakland Parks & Recreation,1010,,7740
FY15-16,Expense,Oakland Parks & Recreation,1010,,8972
FY15-16,Expense,Oakland Parks & Recreation,1820,,36260
FY15-16,Expense,Oakland Parks & Recreation,1820,,1406
FY15-16,Expense,Oakland Parks & Recreation,1820,,4464
FY15-16,Expense,Oakland Parks & Recreation,1010,,1000
FY15-16,Expense,Oakland Parks & Recreation,1010,,9906
FY15-16,Expense,Oakland Parks & Recreation,1010,,8983
FY15-16,Expense,Oakland Parks & Recreation,1010,,2349
FY15-16,Expense,Oakland Parks & Recreation,1010,,10611
FY15-16,Expense,Oakland Parks & Recreation,1010,,500
FY15-16,Expense,Oakland Parks & Recreation,1010,,60549
FY15-16,Expense,Oakland Parks & Recreation,1820,,28925
FY15-16,Expense,Oakland Parks & Recreation,1010,,15741
FY15-16,Expense,Oakland Parks & Recreation,1010,,21026
FY15-16,Expense,Oakland Parks & Recreation,1820,,14555
FY15-16,Expense,Oakland Parks & Recreation,2996,,533
FY15-16,Expense,Oakland Parks & Recreation,1010,,100
FY15-16,Expense,Oakland Parks & Recreation,1820,,3765
FY15-16,Expense,Oakland Parks & Recreation,1010,,39496
FY15-16,Expense,Oakland Parks & Recreation,1820,,1353
FY15-16,Expense,Oakland Parks & Recreation,1820,,20
FY15-16,Expense,Oakland Parks & Recreation,1820,,80
FY15-16,Expense,Oakland Parks & Recreation,2996,,16314
FY15-16,Expense,Oakland Parks & Recreation,1820,,32
FY15-16,Expense,Oakland Parks & Recreation,1010,,440
FY15-16,Expense,Oakland Parks & Recreation,1010,,310
FY15-16,Expense,Oakland Parks & Recreation,1010,,32222
FY15-16,Expense,Oakland Parks & Recreation,1010,,300
FY15-16,Expense,Oakland Parks & Recreation,1820,,15786
FY15-16,Expense,Oakland Parks & Recreation,1010,,1600
FY15-16,Expense,Oakland Parks & Recreation,1820,,183400
FY15-16,Expense,Oakland Parks & Recreation,1820,,21220
FY15-16,Expense,Oakland Parks & Recreation,1820,,54
FY15-16,Expense,Oakland Parks & Recreation,1820,,1924
FY15-16,Expense,Oakland Parks & Recreation,1820,,550
FY15-16,Expense,Oakland Parks & Recreation,1010,,670
FY15-16,Expense,Oakland Parks & Recreation,1820,,7103
FY15-16,Expense,Oakland Parks & Recreation,1820,,51021
FY15-16,Expense,Oakland Parks & Recreation,1010,,31380
FY15-16,Expense,Oakland Parks & Recreation,1010,,230
FY15-16,Expense,Oakland Parks & Recreation,1820,,650
FY15-16,Expense,Oakland Parks & Recreation,1010,,850
FY15-16,Expense,Oakland Parks & Recreation,1010,,2700
FY15-16,Expense,Oakland Parks & Recreation,1010,,834
FY15-16,Expense,Oakland Parks & Recreation,1010,,75418
FY15-16,Expense,Oakland Parks & Recreation,1820,,21182
FY15-16,Expense,Oakland Parks & Recreation,1820,,37967
FY15-16,Expense,Oakland Parks & Recreation,1820,,1000
FY15-16,Expense,Oakland Parks & Recreation,1820,,21798
FY15-16,Expense,Oakland Parks & Recreation,1010,,2450
FY15-16,Expense,Oakland Parks & Recreation,1010,,600
FY15-16,Expense,Oakland Parks & Recreation,1010,,900
FY15-16,Expense,Oakland Parks & Recreation,1010,,475
FY15-16,Expense,Oakland Parks & Recreation,1010,,200
FY15-16,Expense,Oakland Parks & Recreation,1010,,21779
FY15-16,Expense,Oakland Parks & Recreation,1010,,22861
FY15-16,Expense,Oakland Parks & Recreation,3200,,8562
FY15-16,Expense,Oakland Parks & Recreation,3200,,20500
FY15-16,Expense,Oakland Parks & Recreation,3200,,9400
FY15-16,Expense,Oakland Parks & Recreation,3200,,68755
FY15-16,Expense,Oakland Parks & Recreation,3200,,13295
FY15-16,Expense,Oakland Parks & Recreation,3200,,10385
FY15-16,Expense,Oakland Parks & Recreation,3200,,6785
FY15-16,Expense,Oakland Parks & Recreation,3200,,50
FY15-16,Expense,Oakland Parks & Recreation,1010,,1057
FY15-16,Expense,Oakland Parks & Recreation,1010,,2047
FY15-16,Expense,Oakland Parks & Recreation,1010,,1597
FY15-16,Expense,Oakland Parks & Recreation,1010,,345
FY15-16,Expense,Oakland Parks & Recreation,1010,,1248
FY15-16,Expense,Oakland Parks & Recreation,3200,,20823
FY15-16,Expense,Oakland Parks & Recreation,3200,,20340
FY15-16,Expense,Oakland Parks & Recreation,1010,,388
FY15-16,Expense,Oakland Parks & Recreation,1010,,10002
FY15-16,Expense,Oakland Parks & Recreation,1010,,1190
FY15-16,Expense,Oakland Parks & Recreation,3200,,8872
FY15-16,Expense,Oakland Parks & Recreation,3200,,29951
FY15-16,Expense,Oakland Parks & Recreation,1010,,30672
FY15-16,Expense,Oakland Parks & Recreation,1010,,18701
FY15-16,Expense,Oakland Parks & Recreation,1010,,667
FY15-16,Expense,Oakland Parks & Recreation,1010,,726
FY15-16,Expense,Oakland Parks & Recreation,3200,,35380
FY15-16,Expense,Oakland Parks & Recreation,1010,,645
FY15-16,Expense,Oakland Parks & Recreation,3200,,70104
FY15-16,Expense,Oakland Parks & Recreation,1010,,165408
FY15-16,Expense,Oakland Parks & Recreation,2310,,13864
FY15-16,Expense,Oakland Parks & Recreation,2310,,32450
FY15-16,Expense,Oakland Parks & Recreation,2310,,16377
FY15-16,Expense,Oakland Parks & Recreation,1010,,2000
FY15-16,Expense,Oakland Parks & Recreation,2310,,9638
FY15-16,Expense,Oakland Parks & Recreation,1010,,1000
FY15-16,Expense,Oakland Parks & Recreation,1010,,85948
FY15-16,Expense,Oakland Parks & Recreation,1010,,1250
FY15-16,Expense,Oakland Parks & Recreation,1820,,8291
FY15-16,Expense,Oakland Parks & Recreation,1010,,40
FY15-16,Expense,Oakland Parks & Recreation,1820,,3487
FY15-16,Expense,Oakland Parks & Recreation,1010,,610
FY15-16,Expense,Oakland Parks & Recreation,1820,,322
FY15-16,Expense,Oakland Parks & Recreation,1820,,135
FY15-16,Expense,Oakland Parks & Recreation,1820,,200
FY15-16,Expense,Oakland Parks & Recreation,1010,,42760
FY15-16,Expense,Oakland Parks & Recreation,1820,,553
FY15-16,Expense,Oakland Parks & Recreation,1010,,12700
FY15-16,Expense,Oakland Parks & Recreation,1010,,21579
FY15-16,Expense,Oakland Parks & Recreation,1010,,20
FY15-16,Expense,Oakland Parks & Recreation,1820,,31
FY15-16,Expense,Oakland Parks & Recreation,1010,,25
FY15-16,Expense,Oakland Parks & Recreation,1820,,1065
FY15-16,Expense,Oakland Parks & Recreation,1010,,1275
FY15-16,Expense,Oakland Parks & Recreation,1820,,286
FY15-16,Expense,Oakland Parks & Recreation,1010,,18268
FY15-16,Expense,Oakland Parks & Recreation,1820,,500
FY15-16,Expense,Oakland Parks & Recreation,1010,,550
FY15-16,Expense,Oakland Parks & Recreation,1820,,556
FY15-16,Expense,Oakland Parks & Recreation,1820,,21295
FY15-16,Expense,Oakland Parks & Recreation,1010,,1550
FY15-16,Expense,Oakland Parks & Recreation,1820,,2171
FY15-16,Expense,Oakland Parks & Recreation,1820,,9475
FY15-16,Expense,Oakland Parks & Recreation,1010,,34636
FY15-16,Expense,Oakland Parks & Recreation,1820,,13384
FY15-16,Expense,Oakland Parks & Recreation,1820,,1000
FY15-16,Expense,Oakland Parks & Recreation,1820,,1100
FY15-16,Expense,Oakland Parks & Recreation,1010,,130
FY15-16,Expense,Oakland Parks & Recreation,1820,,3850
FY15-16,Expense,Oakland Parks & Recreation,1820,,6195
FY15-16,Expense,Oakland Parks & Recreation,1010,,81070
FY15-16,Expense,Oakland Parks & Recreation,1010,,40913
FY15-16,Expense,Oakland Parks & Recreation,1820,,17409
FY15-16,Expense,Oakland Parks & Recreation,1820,,600
FY15-16,Expense,Oakland Parks & Recreation,1820,,6555
FY15-16,Expense,Oakland Parks & Recreation,1820,,159694
FY15-16,Expense,Oakland Parks & Recreation,1010,,24079
FY15-16,Expense,Oakland Parks & Recreation,1820,,5718
FY15-16,Expense,Oakland Parks & Recreation,1820,,510
FY15-16,Expense,Oakland Parks & Recreation,1010,,18945
FY15-16,Expense,Oakland Parks & Recreation,1010,,32190
FY15-16,Expense,Oakland Parks & Recreation,1820,,1268
FY15-16,Expense,Oakland Parks & Recreation,1010,,63786
FY15-16,Expense,Oakland Parks & Recreation,1820,,737
FY15-16,Expense,Oakland Parks & Recreation,1010,,770
FY15-16,Expense,Oakland Parks & Recreation,1010,,27251
FY15-16,Expense,Oakland Parks & Recreation,1010,,575
FY15-16,Expense,Oakland Parks & Recreation,1820,,300
FY15-16,Expense,Oakland Parks & Recreation,1010,,625
FY15-16,Expense,Oakland Parks & Recreation,1820,,19001
FY15-16,Expense,Oakland Parks & Recreation,1820,,655
FY15-16,Expense,Oakland Parks & Recreation,1820,,4400
FY15-16,Expense,Oakland Parks & Recreation,1010,,20384
FY15-16,Expense,Oakland Parks & Recreation,1820,,511
FY15-16,Expense,Oakland Parks & Recreation,1820,,2534
FY15-16,Expense,Oakland Parks & Recreation,1010,,34635
FY15-16,Expense,Oakland Parks & Recreation,1010,,970
FY15-16,Expense,Oakland Parks & Recreation,1820,,98
FY15-16,Expense,Oakland Parks & Recreation,1820,,169
FY15-16,Expense,Oakland Parks & Recreation,1820,,574
FY15-16,Expense,Oakland Parks & Recreation,1010,,1170
FY15-16,Expense,Oakland Parks & Recreation,1820,,87
FY15-16,Expense,Oakland Parks & Recreation,1010,,29321
FY15-16,Expense,Oakland Parks & Recreation,1010,,68629
FY15-16,Expense,Oakland Parks & Recreation,1010,,905
FY15-16,Expense,Oakland Parks & Recreation,1820,,24069
FY15-16,Expense,Oakland Parks & Recreation,1820,,398
FY15-16,Expense,Oakland Parks & Recreation,1820,,14139
FY15-16,Expense,Oakland Parks & Recreation,1010,,23616
FY15-16,Expense,Oakland Parks & Recreation,1820,,1417
FY15-16,Expense,Oakland Parks & Recreation,1820,,364476
FY15-16,Expense,Oakland Parks & Recreation,1010,,33970
FY15-16,Expense,Oakland Parks & Recreation,1820,,2900
FY15-16,Expense,Oakland Parks & Recreation,1820,,1000
FY15-16,Expense,Oakland Parks & Recreation,1820,,1050
FY15-16,Expense,Oakland Parks & Recreation,1820,,108
FY15-16,Expense,Oakland Parks & Recreation,1010,,40126
FY15-16,Expense,Oakland Parks & Recreation,1820,,33457
FY15-16,Expense,Oakland Parks & Recreation,1820,,43881
FY15-16,Expense,Oakland Parks & Recreation,1820,,38764
FY15-16,Expense,Oakland Parks & Recreation,1820,,2
FY15-16,Expense,Oakland Parks & Recreation,1010,,1875
FY15-16,Expense,Oakland Parks & Recreation,1010,,79510
FY15-16,Expense,Oakland Parks & Recreation,1820,,16562
FY15-16,Expense,Oakland Parks & Recreation,1820,,1000
FY15-16,Expense,Oakland Parks & Recreation,1820,,336
FY15-16,Expense,Oakland Parks & Recreation,1010,,1000
FY15-16,Expense,Oakland Parks & Recreation,1010,,300
FY15-16,Expense,Oakland Parks & Recreation,1820,,196
FY15-16,Expense,Oakland Parks & Recreation,1010,,575
FY15-16,Expense,Oakland Parks & Recreation,1820,,5038
FY15-16,Expense,Oakland Parks & Recreation,1010,,70684
FY15-16,Expense,Oakland Parks & Recreation,1820,,600
FY15-16,Expense,Oakland Parks & Recreation,1010,,30199
FY15-16,Expense,Oakland Parks & Recreation,1010,,35672
FY15-16,Expense,Oakland Parks & Recreation,1820,,3000
FY15-16,Expense,Oakland Parks & Recreation,1820,,173
FY15-16,Expense,Oakland Parks & Recreation,1010,,20995
FY15-16,Expense,Oakland Parks & Recreation,1010,,591
FY15-16,Expense,Oakland Parks & Recreation,1010,,176
FY15-16,Expense,Oakland Parks & Recreation,1820,,720
FY15-16,Expense,Oakland Parks & Recreation,1010,,110
FY15-16,Expense,Oakland Parks & Recreation,1010,,303
FY15-16,Expense,Oakland Parks & Recreation,1010,,350
FY15-16,Expense,Oakland Parks & Recreation,1010,,415
FY15-16,Expense,Oakland Parks & Recreation,1010,,532
FY15-16,Expense,Oakland Parks & Recreation,1010,,409
FY15-16,Expense,Oakland Parks & Recreation,1010,,4701
FY15-16,Expense,Oakland Parks & Recreation,1010,,26399
FY15-16,Expense,Oakland Parks & Recreation,1010,,-900
FY15-16,Expense,Oakland Parks & Recreation,1010,,2100
FY15-16,Expense,Oakland Parks & Recreation,1010,,31183
FY15-16,Expense,Oakland Parks & Recreation,1010,,300
FY15-16,Expense,Oakland Parks & Recreation,1010,,375
FY15-16,Expense,Oakland Parks & Recreation,1820,,892
FY15-16,Expense,Oakland Parks & Recreation,1010,,61790
FY15-16,Expense,Oakland Parks & Recreation,1010,,1170
FY15-16,Expense,Oakland Parks & Recreation,1010,,18352
FY15-16,Expense,Oakland Parks & Recreation,1820,,2737
FY15-16,Expense,Oakland Parks & Recreation,1010,,1100
FY15-16,Expense,Oakland Parks & Recreation,1010,,10000
FY15-16,Expense,Oakland Parks & Recreation,1010,,120
FY15-16,Expense,Oakland Parks & Recreation,1010,,11900
FY15-16,Expense,Oakland Parks & Recreation,1010,,880
FY15-16,Expense,Oakland Parks & Recreation,1010,,6000
FY15-16,Expense,Oakland Parks & Recreation,1820,,675
FY15-16,Expense,Oakland Parks & Recreation,1820,,2000
FY15-16,Expense,Oakland Parks & Recreation,1820,,3800
FY15-16,Expense,Oakland Parks & Recreation,1820,,22353
FY15-16,Expense,Oakland Parks & Recreation,1820,,42438
FY15-16,Expense,Oakland Parks & Recreation,1820,,250
FY15-16,Expense,Oakland Parks & Recreation,1820,,5195
FY15-16,Expense,Oakland Parks & Recreation,1820,,10647
FY15-16,Expense,Oakland Parks & Recreation,1820,,3850
FY15-16,Expense,Oakland Parks & Recreation,1820,,71782
FY15-16,Expense,Oakland Parks & Recreation,1820,,3611
FY15-16,Expense,Oakland Parks & Recreation,1820,,7960
FY15-16,Expense,Oakland Parks & Recreation,1820,,3500
FY15-16,Expense,Oakland Parks & Recreation,1820,,130
FY15-16,Expense,Oakland Parks & Recreation,1820,,95276
FY15-16,Expense,Oakland Parks & Recreation,1820,,500
FY15-16,Expense,Oakland Parks & Recreation,1820,,2100
FY15-16,Expense,Oakland Parks & Recreation,1820,,30668
FY15-16,Expense,Oakland Parks & Recreation,1820,,50360
FY15-16,Expense,Oakland Parks & Recreation,1010,,59630
FY15-16,Expense,Oakland Parks & Recreation,1820,,4900
FY15-16,Expense,Oakland Parks & Recreation,1010,,2000
FY15-16,Expense,Oakland Parks & Recreation,1820,,5550
FY15-16,Expense,Oakland Parks & Recreation,1820,,6200
FY15-16,Expense,Oakland Parks & Recreation,1010,,618
FY15-16,Expense,Oakland Parks & Recreation,1820,,20912
FY15-16,Expense,Oakland Parks & Recreation,1010,,17711
FY15-16,Expense,Oakland Parks & Recreation,1820,,8934
FY15-16,Expense,Oakland Parks & Recreation,1820,,3000
FY15-16,Expense,Oakland Parks & Recreation,1010,,25476
