budget_year,department,fund_code,account_type,account_category,amount
FY17,Enterprise Services,2020,Expense,Other Financing,13083
FY17,Design & Development,1010,Expense,Personal Services,61835
FY17,Design & Development,1010,Revenue,Charges for Services,150259
FY17,Design & Development,1010,Revenue,Charges for Services,95564
FY17,Design & Development,1010,Expense,Other Services and Charges,29000
FY17,Design & Development,1010,Revenue,Charges for Services,61234
FY17,Design & Development,1010,Revenue,Charges for Services,29017
FY17,Design & Development,1010,Expense,Personal Services,40457
FY17,Design & Development,1010,Expense,Personal Services,25685
FY17,Design & Development,1010,Revenue,Charges for Services,48966
FY17,Design & Development,1010,Expense,Personal Services,466
FY17,Design & Development,1010,Expense,Personal Services,335758
FY17,Design & Development,1010,Expense,Personal Services,78886
FY17,Design & Development,1010,Revenue,Licenses & Permits,1920
FY17,Comptroller,1010,Expense,Personal Services,44155
FY17,Comptroller,1010,Expense,Personal Services,69548
FY17,Comptroller,1010,Expense,Personal Services,577188
FY17,Comptroller,1010,Expense,Personal Services,800
FY17,Comptroller,1010,Expense,Other Services and Charges,4000
FY17,Comptroller,1010,Expense,Supplies,600
FY17,Comptroller,1010,Expense,Personal Services,98345
FY17,Comptroller,1010,Expense,Personal Services,135610
FY17,Comptroller,1010,Revenue,Other Revenues,1500
FY17,Comptroller,1010,Expense,Other Services and Charges,11232
FY17,Comptroller,1010,Expense,Other Services and Charges,7500
FY17,Comptroller,1010,Expense,Other Services and Charges,550
FY17,Enterprise Services,1010,Expense,Personal Services,27045
FY17,Enterprise Services,1010,Expense,Other Services and Charges,1932
FY17,Enterprise Services,1010,Expense,Personal Services,193
FY17,Enterprise Services,1010,Expense,Capital Outlays,2500
FY17,Enterprise Services,1010,Expense,Supplies,1000
FY17,Enterprise Services,1010,Expense,Other Services and Charges,6832
FY17,Enterprise Services,1010,Expense,Other Services and Charges,945
FY17,Enterprise Services,1010,Expense,Other Services and Charges,100
FY17,Enterprise Services,1010,Expense,Personal Services,10638
FY17,Enterprise Services,1010,Expense,Other Services and Charges,1200
FY17,Enterprise Services,1010,Revenue,State Grants,240278
FY17,Enterprise Services,1010,Expense,Personal Services,32674
FY17,Enterprise Services,1010,Expense,Personal Services,139066
FY17,Enterprise Services,1010,Expense,Other Services and Charges,500
FY17,Enterprise Services,1010,Expense,Other Services and Charges,4024
FY17,Enterprise Services,1010,Expense,Other Services and Charges,2500
FY17,Enterprise Services,1010,Expense,Other Services and Charges,1200
FY17,Enterprise Services,1010,Expense,Personal Services,16757
FY17,Enterprise Services,1010,Expense,Supplies,100
FY17,Enterprise Services,1010,Expense,Other Services and Charges,1200
FY17,Fiscal Services,1010,Expense,Personal Services,47075
FY17,Fiscal Services,1010,Expense,Other Services and Charges,20000
FY17,Fiscal Services,1010,Expense,Other Services and Charges,262515
FY17,Fiscal Services,1010,Expense,Personal Services,24143
FY17,Fiscal Services,1010,Expense,Personal Services,200362
FY17,Fiscal Services,1010,Expense,Other Services and Charges,3816
FY17,Fiscal Services,1010,Expense,Other Services and Charges,630
FY17,Fiscal Services,1010,Expense,Other Services and Charges,18537
FY17,Fiscal Services,1010,Expense,Personal Services,278
FY17,Fiscal Services,1010,Expense,Personal Services,15328
FY17,Fiscal Services,1010,Expense,Other Services and Charges,2000
FY17,Fiscal Services,1010,Expense,Personal Services,1170
FY17,Fiscal Services,1010,Expense,Other Services and Charges,1256
FY17,Fiscal Services,1010,Expense,Other Services and Charges,71
FY17,Fiscal Services,1010,Expense,Personal Services,26430
FY17,Public Services,2260,Expense,Other Services and Charges,125000
FY17,Public Services,2260,Expense,Other Financing,3942
FY17,Technology & Change Management,1010,Expense,Personal Services,124
FY17,Technology & Change Management,1010,Expense,Personal Services,89793
FY17,Technology & Change Management,1010,Expense,Other Services and Charges,618
FY17,Technology & Change Management,1010,Expense,Personal Services,6869
FY17,Technology & Change Management,1010,Expense,Other Services and Charges,720
FY17,Technology & Change Management,1010,Expense,Capital Outlays,1500
FY17,Technology & Change Management,1010,Expense,Supplies,1000
FY17,Technology & Change Management,1010,Expense,Other Services and Charges,34542
FY17,Technology & Change Management,1010,Expense,Personal Services,12293
FY17,Technology & Change Management,1010,Expense,Other Services and Charges,1814
FY17,Technology & Change Management,1010,Expense,Other Services and Charges,3090
FY17,Technology & Change Management,1010,Expense,Personal Services,10820
FY17,Technology & Change Management,1010,Expense,Personal Services,65000
FY17,Technology & Change Management,1010,Expense,Personal Services,21097
FY17,Technology & Change Management,1010,Expense,Other Services and Charges,10000
FY17,Technology & Change Management,1010,Expense,Other Services and Charges,1183
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,65690
FY17,Adminitrative Services,1010,Expense,Personal Services,14269
FY17,Adminitrative Services,1010,Expense,Personal Services,7318
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,5000
FY17,Adminitrative Services,1010,Expense,Personal Services,84
FY17,Adminitrative Services,1010,Expense,Supplies,1000
FY17,Adminitrative Services,1010,Expense,Personal Services,60734
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,1000
FY17,Adminitrative Services,1010,Expense,Personal Services,4646
FY17,Adminitrative Services,1010,Expense,Personal Services,12293
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,2500
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,62250
FY17,Fire,1010,Expense,Other Services and Charges,16600
FY17,Fire,1010,Expense,Personal Services,10150
FY17,Fire,1010,Expense,Personal Services,74248
FY17,Fire,1010,Expense,Personal Services,18924
FY17,Fire,1010,Expense,Personal Services,5183
FY17,Fire,1010,Expense,Capital Outlays,9512
FY17,Fire,1010,Expense,Personal Services,84534
FY17,Fire,1010,Expense,Other Services and Charges,949
FY17,Fire,1010,Expense,Supplies,7027
FY17,Fire,1010,Expense,Other Services and Charges,14790
FY17,Fire,1010,Expense,Personal Services,49173
FY17,Fire,1010,Expense,Personal Services,325650
FY17,Fire,1010,Expense,Personal Services,495
FY17,Fire,1010,Expense,Other Services and Charges,9170
FY17,Fire,1010,Expense,Personal Services,2750
FY17,Community Services,1010,Expense,Other Services and Charges,4940
FY17,Community Services,1010,Expense,Personal Services,190
FY17,Community Services,1010,Expense,Personal Services,16554
FY17,Community Services,1010,Revenue,Other Financing Sources,108286
FY17,Community Services,1010,Expense,Other Services and Charges,7380
FY17,Community Services,1010,Expense,Other Services and Charges,84
FY17,Community Services,1010,Expense,Personal Services,24586
FY17,Community Services,1010,Expense,Personal Services,137381
FY17,Community Services,1010,Expense,Other Services and Charges,923
FY17,Community Services,1010,Expense,Other Services and Charges,1908
FY17,Community Services,1010,Expense,Personal Services,10510
FY17,Community Services,1010,Expense,Personal Services,32278
FY17,Community Services,1010,Expense,Supplies,1414
FY17,Design & Development,1010,Revenue,Charges for Services,55000
FY17,Design & Development,1010,Expense,Personal Services,70286
FY17,Design & Development,1010,Expense,Personal Services,12293
FY17,Design & Development,1010,Expense,Personal Services,5377
FY17,Design & Development,1010,Expense,Personal Services,16514
FY17,Design & Development,1010,Revenue,Charges for Services,10967
FY17,Design & Development,1010,Expense,Personal Services,8469
FY17,Design & Development,1010,Expense,Personal Services,97
FY17,Clerk's Office,1010,Expense,Personal Services,24586
FY17,Clerk's Office,1010,Expense,Personal Services,3000
FY17,Clerk's Office,1010,Revenue,Licenses & Permits,235000
FY17,Clerk's Office,1010,Expense,Personal Services,24711
FY17,Clerk's Office,1010,Expense,Personal Services,105176
FY17,Clerk's Office,1010,Expense,Personal Services,8046
FY17,Clerk's Office,1010,Expense,Other Services and Charges,846
FY17,Clerk's Office,1010,Expense,Other Services and Charges,5000
FY17,Clerk's Office,1010,Expense,Supplies,5000
FY17,Clerk's Office,1010,Expense,Personal Services,146
FY17,Clerk's Office,1010,Expense,Personal Services,12673
FY17,Attorney's Office,1010,Expense,Other Services and Charges,2600
FY17,Attorney's Office,1010,Expense,Other Services and Charges,3000
FY17,Attorney's Office,1010,Expense,Other Services and Charges,2300
FY17,Attorney's Office,1010,Expense,Personal Services,79132
FY17,Attorney's Office,1010,Expense,Personal Services,86052
FY17,Attorney's Office,1010,Expense,Other Services and Charges,435
FY17,Attorney's Office,1010,Expense,Other Services and Charges,35000
FY17,Attorney's Office,1010,Expense,Other Services and Charges,2500
FY17,Attorney's Office,1010,Expense,Personal Services,656727
FY17,Attorney's Office,1010,Expense,Other Services and Charges,200
FY17,Attorney's Office,1010,Expense,Personal Services,154298
FY17,Attorney's Office,1010,Expense,Supplies,20000
FY17,Attorney's Office,1010,Expense,Other Services and Charges,1000
FY17,Attorney's Office,1010,Expense,Personal Services,50240
FY17,Attorney's Office,1010,Expense,Personal Services,911
FY17,Fiscal Services,1010,Expense,Other Financing,950000
FY17,Fiscal Services,1010,Expense,Other Financing,16017290
FY17,Fiscal Services,1010,Expense,Other Services and Charges,21473
FY17,Enterprise Services,5900,Expense,Other Services and Charges,243582
FY17,Enterprise Services,5900,Expense,Other Services and Charges,456554
FY17,Enterprise Services,5900,Expense,Supplies,525000
FY17,Enterprise Services,5900,Expense,Other Services and Charges,26575
FY17,Enterprise Services,5900,Expense,Personal Services,4065
FY17,Enterprise Services,5900,Expense,Personal Services,65000
FY17,Enterprise Services,5900,Expense,Supplies,791500
FY17,Enterprise Services,5900,Expense,Supplies,20000
FY17,Enterprise Services,5900,Expense,Other Services and Charges,29400
FY17,Enterprise Services,5900,Expense,Personal Services,15000
FY17,Enterprise Services,5900,Expense,Other Services and Charges,5292
FY17,Enterprise Services,5900,Expense,Personal Services,224389
FY17,Enterprise Services,5900,Expense,Other Services and Charges,1950
FY17,Enterprise Services,5900,Expense,Other Services and Charges,13775
FY17,Enterprise Services,5900,Expense,Other Services and Charges,71973
FY17,Enterprise Services,5900,Expense,Personal Services,689157
FY17,Enterprise Services,5900,Expense,Other Services and Charges,237250
FY17,Enterprise Services,5900,Expense,Other Services and Charges,11000
FY17,Enterprise Services,5900,Expense,Other Services and Charges,62300
FY17,Enterprise Services,5900,Expense,Capital Outlays,100000
FY17,Enterprise Services,5900,Expense,Other Services and Charges,742626
FY17,Enterprise Services,5900,Expense,Other Services and Charges,9750
FY17,Enterprise Services,5900,Expense,Personal Services,634942
FY17,Enterprise Services,5900,Expense,Personal Services,45000
FY17,Enterprise Services,5900,Expense,Other Services and Charges,2402576
FY17,Enterprise Services,5900,Expense,Other Services and Charges,10000
FY17,Enterprise Services,5900,Expense,Other Services and Charges,66625
FY17,Enterprise Services,5900,Expense,Personal Services,2933202
FY17,Enterprise Services,5900,Expense,Capital Outlays,10000
FY17,Enterprise Services,5900,Expense,Personal Services,353437
FY17,Enterprise Services,5900,Expense,Other Services and Charges,600
FY17,Enterprise Services,5900,Expense,Other Services and Charges,62797
FY17,Enterprise Services,5900,Expense,Other Services and Charges,2400
FY17,Enterprise Services,5900,Expense,Supplies,30000
FY17,Enterprise Services,5900,Expense,Supplies,3500
FY17,Facilities & Fleet Management,6311,Revenue,Charges for Services,57500
FY17,Facilities & Fleet Management,6311,Expense,Capital Outlays,57500
FY17,Design & Development,2490,Expense,Other Services and Charges,4000
FY17,Design & Development,2490,Expense,Capital Outlays,1000
FY17,Design & Development,2490,Expense,Other Services and Charges,58302
FY17,Design & Development,2490,Expense,Other Services and Charges,16900
FY17,Design & Development,2490,Expense,Supplies,12000
FY17,Design & Development,2490,Expense,Other Services and Charges,16674
FY17,Design & Development,2490,Expense,Other Services and Charges,2500
FY17,Enterprise Services,5910,Expense,Personal Services,24586
FY17,Enterprise Services,5910,Expense,Personal Services,6361
FY17,Enterprise Services,5910,Expense,Personal Services,13810
FY17,Enterprise Services,5910,Expense,Supplies,7400
FY17,Enterprise Services,5910,Expense,Other Services and Charges,4919
FY17,Enterprise Services,5910,Expense,Personal Services,19622
FY17,Enterprise Services,5910,Expense,Personal Services,8320
FY17,Enterprise Services,5910,Expense,Other Services and Charges,600
FY17,Enterprise Services,5910,Expense,Personal Services,251
FY17,Enterprise Services,5910,Expense,Other Services and Charges,68782
FY17,Enterprise Services,5910,Expense,Other Services and Charges,1301
FY17,Enterprise Services,5910,Expense,Personal Services,3000
FY17,Enterprise Services,5910,Expense,Capital Outlays,7000
FY17,Enterprise Services,5910,Expense,Other Services and Charges,10100
FY17,Enterprise Services,5910,Expense,Other Services and Charges,19346
FY17,Enterprise Services,5910,Expense,Personal Services,162844
FY17,Enterprise Services,5910,Expense,Other Financing,23773
FY17,Enterprise Services,5910,Expense,Other Services and Charges,8000
FY17,Enterprise Services,5910,Expense,Other Services and Charges,75926
FY17,Enterprise Services,5910,Expense,Personal Services,38260
FY17,Enterprise Services,1010,Expense,Other Services and Charges,54759
FY17,Enterprise Services,1010,Expense,Supplies,135000
FY17,Enterprise Services,1010,Expense,Other Services and Charges,249599
FY17,Enterprise Services,1010,Expense,Other Services and Charges,1795200
FY17,Treasury,2260,Revenue,Taxes,-8000
FY17,Treasury,2710,Revenue,Taxes,43794
FY17,Treasury,2260,Revenue,Taxes,146258
FY17,Treasury,2710,Revenue,Taxes,189500
FY17,Treasury,1010,Revenue,Taxes,14000
FY17,Treasury,2710,Revenue,Taxes,7545459
FY17,Treasury,1010,Revenue,Taxes,849217
FY17,Treasury,2081,Revenue,Taxes,-11000
FY17,Treasury,4011,Revenue,Taxes,-4500
FY17,Treasury,2260,Revenue,Taxes,33807
FY17,Treasury,2081,Revenue,Taxes,9400
FY17,Treasury,2711,Revenue,Taxes,3618
FY17,Treasury,2260,Revenue,Taxes,28700
FY17,Treasury,2711,Revenue,Taxes,1395345
FY17,Treasury,4011,Revenue,Taxes,4583245
FY17,Treasury,2711,Revenue,Taxes,114147
FY17,Treasury,4011,Revenue,Taxes,26643
FY17,Treasury,4011,Revenue,Taxes,114262
FY17,Treasury,2710,Revenue,Taxes,617258
FY17,Treasury,2710,Revenue,Taxes,-11000
FY17,Treasury,2081,Revenue,Taxes,20700
FY17,Treasury,2711,Revenue,Taxes,34759
FY17,Treasury,1010,Revenue,Taxes,55000
FY17,Treasury,4011,Revenue,Taxes,-15000
FY17,Treasury,2711,Revenue,Taxes,-2000
FY17,Treasury,2260,Revenue,Taxes,15135
FY17,Treasury,1010,Revenue,Taxes,60353
FY17,Treasury,2260,Revenue,Taxes,477101
FY17,Treasury,4011,Revenue,Taxes,374892
FY17,Treasury,1010,Revenue,Taxes,-34000
FY17,Treasury,2260,Revenue,Taxes,-18000
FY17,Treasury,2710,Revenue,Taxes,-23700
FY17,Treasury,1010,Revenue,Taxes,-14500
FY17,Treasury,1010,Revenue,Taxes,26894
FY17,Treasury,4011,Revenue,Taxes,11872
FY17,Treasury,2260,Revenue,Taxes,5831677
FY17,Treasury,2711,Revenue,Taxes,-4300
FY17,Treasury,2711,Revenue,Taxes,8099
FY17,Treasury,2710,Revenue,Taxes,19567
FY17,Treasury,1010,Revenue,Taxes,260605
FY17,Treasury,2081,Revenue,Taxes,16300
FY17,Treasury,2711,Revenue,Taxes,6800
FY17,Treasury,4011,Revenue,Taxes,22000
FY17,Treasury,2081,Revenue,Taxes,3597500
FY17,Treasury,2081,Revenue,Taxes,-4900
FY17,Treasury,2710,Revenue,Taxes,37000
FY17,Treasury,1010,Revenue,Taxes,10382100
FY17,Treasury,2081,Revenue,Taxes,294200
FY17,Design & Development,1010,Revenue,Charges for Services,796312
FY17,Design & Development,1010,Expense,Other Services and Charges,11902
FY17,Design & Development,1010,Expense,Other Financing,305000
FY17,Design & Development,1010,Revenue,Other Financing Sources,588536
FY17,Design & Development,1010,Expense,Personal Services,66223
FY17,Design & Development,1010,Revenue,Licenses & Permits,92172
FY17,Design & Development,1010,Expense,Personal Services,15559
FY17,Design & Development,1010,Expense,Personal Services,7980
FY17,Design & Development,1010,Expense,Personal Services,5066
FY17,Design & Development,1010,Expense,Personal Services,92
FY17,Design & Development,1010,Expense,Personal Services,13768
FY17,Public Services,2020,Expense,Personal Services,19669
FY17,Public Services,2020,Revenue,Other Financing Sources,160000
FY17,Public Services,2030,Expense,Personal Services,15704
FY17,Public Services,2020,Expense,Personal Services,14759
FY17,Public Services,2030,Revenue,Other Financing Sources,40000
FY17,Public Services,2020,Expense,Personal Services,62817
FY17,Public Services,2020,Expense,Personal Services,4806
FY17,Public Services,2020,Expense,Personal Services,7569
FY17,Public Services,2030,Expense,Personal Services,1201
FY17,Public Services,2030,Expense,Personal Services,3690
FY17,Public Services,2030,Expense,Personal Services,4917
FY17,Public Services,2030,Expense,Personal Services,1892
FY17,Public Services,2020,Expense,Personal Services,87
FY17,Public Services,2030,Expense,Personal Services,22
FY17,Enterprise Services,5900,Expense,Personal Services,10603
FY17,Enterprise Services,5900,Expense,Personal Services,122
FY17,Enterprise Services,5900,Expense,Personal Services,87992
FY17,Enterprise Services,5900,Expense,Personal Services,6731
FY17,Enterprise Services,5900,Expense,Other Services and Charges,263
FY17,Enterprise Services,5900,Expense,Personal Services,20674
FY17,Enterprise Services,5900,Expense,Personal Services,24586
FY17,Enterprise Services,5900,Expense,Other Services and Charges,67374
FY17,Facilities & Fleet Management,6311,Expense,Capital Outlays,394500
FY17,Facilities & Fleet Management,6311,Revenue,Charges for Services,394500
FY17,Treasury,1010,Revenue,Taxes,235
FY17,Treasury,1010,Revenue,Taxes,100
FY17,Treasury,1010,Revenue,Taxes,185
FY17,Treasury,1010,Revenue,Taxes,41100
FY17,Treasury,1010,Revenue,Taxes,3400
FY17,Treasury,1010,Revenue,Taxes,-125
FY17,Treasury,1010,Revenue,Taxes,-50
FY17,Design & Development,1010,Revenue,Charges for Services,513590
FY17,Enterprise Services,5900,Expense,Other Services and Charges,21106
FY17,Enterprise Services,5900,Expense,Personal Services,44000
FY17,Enterprise Services,5900,Expense,Personal Services,506
FY17,Enterprise Services,5900,Expense,Personal Services,365158
FY17,Enterprise Services,5900,Expense,Personal Services,85794
FY17,Enterprise Services,5900,Expense,Other Services and Charges,70
FY17,Enterprise Services,5900,Expense,Personal Services,73759
FY17,Enterprise Services,5900,Expense,Personal Services,27934
FY17,Facilities & Fleet Management,6311,Revenue,Charges for Services,57500
FY17,Facilities & Fleet Management,6311,Expense,Capital Outlays,57500
FY17,Enterprise Services,5910,Expense,Personal Services,4735
FY17,Enterprise Services,5910,Expense,Personal Services,61895
FY17,Enterprise Services,5910,Expense,Personal Services,86
FY17,Enterprise Services,5910,Expense,Personal Services,13215
FY17,Enterprise Services,5910,Expense,Personal Services,14542
FY17,Enterprise Services,5910,Expense,Personal Services,7458
FY17,Design & Development,1010,Revenue,Charges for Services,305436
FY17,Enterprise Services,5900,Expense,Personal Services,9815
FY17,Enterprise Services,5900,Expense,Personal Services,19138
FY17,Enterprise Services,5900,Expense,Personal Services,113
FY17,Enterprise Services,5900,Expense,Personal Services,12293
FY17,Enterprise Services,5900,Expense,Other Services and Charges,17711
FY17,Enterprise Services,5900,Expense,Personal Services,6231
FY17,Enterprise Services,5900,Expense,Personal Services,81455
FY17,Enterprise Services,5910,Expense,Personal Services,36879
FY17,Enterprise Services,5910,Expense,Personal Services,42162
FY17,Enterprise Services,5910,Expense,Personal Services,249
FY17,Enterprise Services,5910,Expense,Personal Services,179453
FY17,Enterprise Services,5910,Expense,Personal Services,13728
FY17,Enterprise Services,5910,Expense,Personal Services,21623
FY17,Enterprise Services,5900,Expense,Personal Services,48448
FY17,Enterprise Services,5900,Expense,Personal Services,24847
FY17,Enterprise Services,5900,Expense,Personal Services,15775
FY17,Enterprise Services,5900,Expense,Other Services and Charges,25471
FY17,Enterprise Services,5900,Expense,Personal Services,36879
FY17,Enterprise Services,5900,Expense,Other Services and Charges,285
FY17,Enterprise Services,5900,Expense,Personal Services,206205
FY17,Enterprise Services,5900,Expense,Personal Services,286
FY17,Facilities & Fleet Management,6311,Revenue,Charges for Services,508034
FY17,Facilities & Fleet Management,6311,Expense,Capital Outlays,508034
FY17,Enterprise Services,5910,Expense,Personal Services,15462
FY17,Enterprise Services,5910,Expense,Personal Services,178
FY17,Enterprise Services,5910,Expense,Personal Services,9817
FY17,Enterprise Services,5910,Expense,Personal Services,128325
FY17,Enterprise Services,5910,Expense,Personal Services,24586
FY17,Enterprise Services,5910,Expense,Personal Services,30150
FY17,Enterprise Services,5900,Expense,Other Services and Charges,3458
FY17,Enterprise Services,5900,Expense,Other Services and Charges,15348
FY17,Enterprise Services,5900,Expense,Personal Services,35650
FY17,Enterprise Services,5900,Expense,Personal Services,162008
FY17,Enterprise Services,5900,Expense,Personal Services,19521
FY17,Enterprise Services,5900,Expense,Personal Services,12393
FY17,Enterprise Services,5900,Expense,Personal Services,38064
FY17,Enterprise Services,5900,Expense,Personal Services,225
FY17,Enterprise Services,5900,Expense,Personal Services,50203
FY17,Enterprise Services,5900,Expense,Personal Services,656244
FY17,Enterprise Services,5900,Expense,Personal Services,79074
FY17,Enterprise Services,5900,Expense,Personal Services,154185
FY17,Enterprise Services,5900,Expense,Personal Services,86052
FY17,Enterprise Services,5900,Expense,Personal Services,910
FY17,Enterprise Services,5910,Expense,Personal Services,5006
FY17,Enterprise Services,5910,Expense,Personal Services,4303
FY17,Enterprise Services,5910,Expense,Personal Services,2567
FY17,Enterprise Services,5910,Expense,Personal Services,30
FY17,Enterprise Services,5910,Expense,Personal Services,1630
FY17,Enterprise Services,5910,Expense,Personal Services,21306
FY17,Enterprise Services,5900,Expense,Other Services and Charges,5387443
FY17,Facilities & Fleet Management,6311,Revenue,Charges for Services,155250
FY17,Facilities & Fleet Management,6311,Expense,Capital Outlays,155250
FY17,Fire,1010,Expense,Other Services and Charges,14500
FY17,Fire,1010,Expense,Capital Outlays,40000
FY17,Fire,1010,Expense,Personal Services,3864
FY17,Fire,1010,Expense,Personal Services,4299
FY17,Fire,1010,Expense,Personal Services,270
FY17,Fire,1010,Expense,Personal Services,18602
FY17,Fire,1010,Expense,Personal Services,26
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,180702
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,186355
FY17,Technology & Change Management,6800,Expense,Supplies,3000
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,164732
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,550331
FY17,Enterprise Services,2020,Expense,Other Services and Charges,485
FY17,Police,1010,Expense,Personal Services,935
FY17,Police,1010,Expense,Personal Services,674692
FY17,Police,1010,Expense,Personal Services,158520
FY17,Police,1010,Expense,Capital Outlays,5000
FY17,Police,1010,Expense,Personal Services,135225
FY17,Police,1010,Expense,Other Services and Charges,6600
FY17,Police,1010,Expense,Supplies,25300
FY17,Police,1010,Expense,Other Services and Charges,32079
FY17,Police,1010,Expense,Personal Services,51614
FY17,Police,1010,Expense,Other Services and Charges,40760
FY17,Police,1010,Expense,Personal Services,81297
FY17,Public Library,2710,Expense,Personal Services,124825
FY17,Public Library,2710,Expense,Personal Services,45085
FY17,Public Library,2710,Expense,Personal Services,93600
FY17,Public Library,2710,Expense,Other Services and Charges,311
FY17,Public Library,2710,Expense,Personal Services,181
FY17,Public Library,2710,Expense,Personal Services,464532
FY17,Public Library,2710,Expense,Other Services and Charges,5500
FY17,Public Library,2710,Expense,Personal Services,110234
FY17,Public Library,2710,Expense,Other Services and Charges,500
FY17,Public Library,2710,Expense,Other Services and Charges,500
FY17,Public Library,2710,Expense,Personal Services,26478
FY17,Public Library,2710,Expense,Capital Outlays,5000
FY17,Public Library,2710,Expense,Other Services and Charges,9000
FY17,Public Library,2710,Expense,Other Services and Charges,700
FY17,Police,1010,Expense,Other Services and Charges,35225
FY17,Police,1010,Expense,Personal Services,26531
FY17,Police,1010,Expense,Personal Services,143953
FY17,Police,1010,Expense,Personal Services,199
FY17,Police,1010,Expense,Personal Services,2087
FY17,Police,1010,Expense,Personal Services,24586
FY17,Police,1010,Expense,Supplies,2500
FY17,Police,1010,Expense,Capital Outlays,65390
FY17,Police,1010,Expense,Personal Services,33829
FY17,Facilities & Fleet Management,6311,Revenue,Charges for Services,601912
FY17,Facilities & Fleet Management,6311,Expense,Capital Outlays,601912
FY17,Police,1010,Expense,Personal Services,20561
FY17,Police,1010,Expense,Personal Services,40092
FY17,Police,1010,Expense,Personal Services,237
FY17,Police,1010,Expense,Personal Services,170642
FY17,Police,1010,Revenue,Licenses & Permits,12000
FY17,Police,1010,Expense,Personal Services,49173
FY17,Police,1010,Revenue,Charges for Services,85000
FY17,Police,1010,Expense,Personal Services,13054
FY17,Police,1010,Expense,Other Services and Charges,24572
FY17,Police,1010,Revenue,Charges for Services,25000
FY17,Police,1010,Expense,Capital Outlays,46500
FY17,Police,1010,Expense,Other Services and Charges,54700
FY17,Police,1010,Revenue,Other Financing Sources,84424
FY17,Police,1010,Expense,Personal Services,18883
FY17,Police,1010,Expense,Other Services and Charges,38240
FY17,Police,1010,Expense,Other Services and Charges,100140
FY17,Police,1010,Expense,Other Services and Charges,8000
FY17,Police,1010,Expense,Personal Services,110617
FY17,Police,1010,Expense,Other Services and Charges,6000
FY17,Police,1010,Expense,Supplies,298000
FY17,Police,1010,Expense,Other Services and Charges,850000
FY17,Police,1010,Expense,Other Services and Charges,18000
FY17,Police,1010,Expense,Personal Services,469106
FY17,Police,1010,Expense,Personal Services,73759
FY17,Police,1010,Expense,Personal Services,74023
FY17,Police,1010,Expense,Other Services and Charges,38200
FY17,Police,1010,Expense,Personal Services,650
FY17,Police,1010,Expense,Other Services and Charges,380000
FY17,Police,1010,Expense,Other Services and Charges,7000
FY17,Enterprise Services,2020,Revenue,Charges for Services,630000
FY17,Enterprise Services,2020,Expense,Other Services and Charges,5000
FY17,Enterprise Services,2020,Expense,Personal Services,237817
FY17,Enterprise Services,2020,Expense,Other Services and Charges,15245
FY17,Enterprise Services,2020,Expense,Supplies,384000
FY17,Enterprise Services,2020,Expense,Other Services and Charges,75428
FY17,Enterprise Services,2020,Expense,Capital Outlays,20000
FY17,Enterprise Services,2020,Expense,Other Services and Charges,54932
FY17,Enterprise Services,2020,Expense,Other Services and Charges,300
FY17,Enterprise Services,2020,Expense,Other Services and Charges,223816
FY17,Enterprise Services,2020,Expense,Other Financing,99026
FY17,Enterprise Services,2020,Expense,Other Services and Charges,306600
FY17,Enterprise Services,2020,Expense,Personal Services,1012207
FY17,Enterprise Services,2020,Expense,Personal Services,101200
FY17,Enterprise Services,2020,Revenue,Charges for Services,647000
FY17,Enterprise Services,2020,Expense,Other Services and Charges,2400
FY17,Enterprise Services,2020,Expense,Other Services and Charges,1000
FY17,Enterprise Services,2020,Expense,Other Services and Charges,350
FY17,Enterprise Services,2020,Expense,Personal Services,1403
FY17,Enterprise Services,2020,Revenue,Other Financing Sources,78000
FY17,Enterprise Services,2020,Expense,Personal Services,1200
FY17,Enterprise Services,2020,Revenue,Investment Income & Rentals,48000
FY17,Enterprise Services,2020,Expense,Other Services and Charges,149000
FY17,Enterprise Services,2020,Revenue,Other Revenues,30000
FY17,Enterprise Services,2020,Expense,Personal Services,206525
FY17,Enterprise Services,2020,Expense,Personal Services,85176
FY17,Enterprise Services,2020,Expense,Other Services and Charges,95000
FY17,Enterprise Services,2020,Expense,Other Services and Charges,750
FY17,Enterprise Services,2020,Expense,Personal Services,121966
FY17,Enterprise Services,2020,Expense,Personal Services,24586
FY17,Enterprise Services,2020,Revenue,Federal Grants,320000
FY17,Enterprise Services,2020,Expense,Personal Services,10308
FY17,Enterprise Services,2020,Expense,Supplies,1000
FY17,Enterprise Services,2020,Expense,Personal Services,187
FY17,Enterprise Services,2020,Expense,Other Services and Charges,1000
FY17,Enterprise Services,2020,Expense,Personal Services,134752
FY17,Enterprise Services,2020,Expense,Personal Services,16237
FY17,Enterprise Services,2020,Expense,Personal Services,31660
FY17,Fire,1010,Expense,Personal Services,1990
FY17,Fire,1010,Expense,Personal Services,9583
FY17,Fire,1010,Expense,Personal Services,139
FY17,Fire,1010,Expense,Personal Services,13
FY17,Fire,1010,Expense,Supplies,1200
