"FundDescription","OperatingUnitDescription","ProgramName","LOBName","Account.Description","Total"
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","COMPUTER SUPPLIES",700
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","EMPLOYEE INCENTIVE",40361
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","HEALTH AND WELFARE INSURANCE",392423
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","MISCELLANEOUS SRVCS CONTRACTS",457000
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","NON-CAPITAL FURNITURE & FIXTUR",255
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","NON-CAPITAL OFFICE MACHINES",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","NONTARGET REPAIR LABOR",4411
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","NONTARGET REPAIR PARTS",17798
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","OFFICE SUPPLIES",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","OTHER EQUIPMENT",665
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","OTHER REPAIRS AND MAINTENANCE",489
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","OTHER SERVICES AND CHARGES",200
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","OTHER SUPPLIES",540
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","OVERTIME WAGES",22413
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","PART TIME & TEMPORARY WAGES",54288
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","REPAIR & MAINTENANCE PARTS",1437
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","RETIREMENT PENSION CONTRIB",349883
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","SALARIES AND WAGES",2721549
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","SMALL TOOLS & MINOR EQUIP",2200
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","TRANSFER TO FEDERAL GRANTS",50000
"GENERAL FUND","GENERAL OPERATIONS-UASN","POLICE YOUTH SERVICES","Police Operational","UNIFORM ALLOWANCE",15938
"GENERAL FUND","GENERAL OPERATIONS-UASN","PREVENTION INSPECTION AND CODE","Fire Prevention","ACCRUED LEAVE PAYOUT",14086
"GENERAL FUND","GENERAL OPERATIONS-UASN","PREVENTION INSPECTION AND CODE","Fire Prevention","BUDGET-OTHER FRINGE BUDGET",4168
"GENERAL FUND","GENERAL OPERATIONS-UASN","PREVENTION INSPECTION AND CODE","Fire Prevention","BUDGET-VACANCY DISCOUNT",-17695
"GENERAL FUND","GENERAL OPERATIONS-UASN","PREVENTION INSPECTION AND CODE","Fire Prevention","CHARGEBACK-VEHICLE MAINTENANCE",18805
"GENERAL FUND","GENERAL OPERATIONS-UASN","PREVENTION INSPECTION AND CODE","Fire Prevention","EMPLOYEE INCENTIVE",9641
"GENERAL FUND","GENERAL OPERATIONS-UASN","PREVENTION INSPECTION AND CODE","Fire Prevention","HEALTH AND WELFARE INSURANCE",143673
"GENERAL FUND","GENERAL OPERATIONS-UASN","PREVENTION INSPECTION AND CODE","Fire Prevention","RETIREMENT PENSION CONTRIB",130472
"GENERAL FUND","GENERAL OPERATIONS-UASN","PREVENTION INSPECTION AND CODE","Fire Prevention","SALARIES AND WAGES",988252
"GENERAL FUND","GENERAL OPERATIONS-UASN","PREVENTION INSPECTION AND CODE","Fire Prevention","UNIFORM ALLOWANCE",15746
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","BUDGET-VACANCY DISCOUNT",-1715
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","ELECTRICITY",20852
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","HEALTH AND WELFARE INSURANCE",19712
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","JANITOR SUPPLIES",1150
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","OTHER INSURANCE",9500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","OTHER UTILITIES",19780
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","OVERTIME WAGES",380
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","PART TIME & TEMPORARY WAGES",33269
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","PROFESSIONAL SVC-TEMP LABOR",12000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","REPAIR & MAINTENANCE PARTS",2114
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","RETIREMENT PENSION CONTRIB",4879
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","SALARIES AND WAGES",80789
"GENERAL FUND","GENERAL OPERATIONS-UASN","PRIVATE EVENT AND BUS SERVICES","Parks Civic Center","WATER, SEWER & REFUSE",655
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","ADVERTISING",4000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","BUDGET-OTHER FRINGE BUDGET",129685
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","BUDGET-VACANCY DISCOUNT",-42876
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","CLOTHING & OTHER",3004
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","ELECTRICITY",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","EMPLOYEE TRAINING",5000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","HEALTH AND WELFARE INSURANCE",303737
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","LICENSES",421
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","MEMBERSHIPS",576
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","MILEAGE REIMBURSEMENT",28000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","MISCELLANEOUS SRVCS CONTRACTS",1348
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","OTHER SERVICES AND CHARGES",5541
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","RETIREMENT PENSION CONTRIB",122739
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","SALARIES AND WAGES",2020891
"GENERAL FUND","GENERAL OPERATIONS-UASN","PROJECT MANAGEMENT","Engineering","SUBSCRIPTIONS",200
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","ADVERTISING",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","BUDGET-VACANCY DISCOUNT",-29648
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK FUEL",4692
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-COLOR COPIES",250
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-IT",1872794
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-POSTAGE",27103
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-PRINT SHOP",23661
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-RISK MANAGEMENT",1261674
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-VEHICLE MAINTENANCE",4086
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","CLOTHING & OTHER",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","COMPUTER SUPPLIES",20000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","DRINKS",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","EMPLOYEE TRAINING",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","HEALTH AND WELFARE INSURANCE",223165
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","ITC MICROSOFT LICENSING",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","LICENSES",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","MACHINERY AND EQUIPMENT MTCE",25271
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","MEMBERSHIPS",600
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","MILEAGE REIMBURSEMENT",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","MISCELLANEOUS SRVCS CONTRACTS",20713
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","NON-CAPITAL FURNITURE & FIXTUR",21544
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","NON-CAPITAL OFFICE MACHINES",16700
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","OFFICE SUPPLIES",29980
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","OTHER EQUIPMENT",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","OTHER SERVICES AND CHARGES",4152
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","OTHER SUPPLIES",3500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","OVERTIME WAGES",6000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","PART TIME & TEMPORARY WAGES",29650
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","POSTAGE",250
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","PROFESSIONAL SVC-TEMP LABOR",57666
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","RETIREMENT PENSION CONTRIB",84807
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","SALARIES AND WAGES",1397466
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS BUSINESS SERVICES","Public Works Administration","WATER, SEWER & REFUSE",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","BUDGET-VACANCY DISCOUNT",-3371
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","CAR ALLOWANCE",3150
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","EMPLOYEE PARKING",48144
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","EMPLOYEE TRAINING",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","EMPLOYEE TRAVEL REIMBURSEMENT",1006
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","HEALTH AND WELFARE INSURANCE",11014
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","MEMBERSHIPS",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","RETIREMENT PENSION CONTRIB",9732
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","SALARIES AND WAGES",158842
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","BUDGET-VACANCY DISCOUNT",-15028
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","CHARGEBACK FUEL",1160
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","CHARGEBACK-COLOR COPIES",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","CHARGEBACK-POSTAGE",2400
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","CHARGEBACK-PRINT SHOP",18270
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","CHARGEBACK-VEHICLE MAINTENANCE",1277
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","CLOTHING & OTHER",100
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","COMPUTER SUPPLIES",4227
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","EMPLOYEE PARKING",6400
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","EMPLOYEE TRAINING",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","EMPLOYEE TRAVEL REIMBURSEMENT",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","HEALTH AND WELFARE INSURANCE",121726
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","MACHINERY AND EQUIPMENT MTCE",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","MEMBERSHIPS",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","MILEAGE REIMBURSEMENT",150
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","NON-CAPITAL FURNITURE & FIXTUR",3880
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","OFFICE SUPPLIES",2985
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","OTHER EQUIPMENT",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","OTHER SERVICES AND CHARGES",910
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","OTHER SUPPLIES",1320
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","PART TIME & TEMPORARY WAGES",53407
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","PRINTING & BINDING",574
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","PROFESSIONAL SERVICES-OTHER",1100
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","RETIREMENT PENSION CONTRIB",43946
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","SALARIES AND WAGES",707471
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC INFORMATION & MARKETING","Public Information & Marketing","SUBSCRIPTIONS",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","ACCRUED LEAVE PAYOUT",1195
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","BUDGET-VACANCY DISCOUNT",-1556
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","CHARGEBACK-VEHICLE MAINTENANCE",12677
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","EDUCATIONAL & TRAINING",10000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","EMPLOYEE INCENTIVE",264
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","EMPLOYEE TRAINING",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","EMPLOYEE TRAVEL REIMBURSEMENT",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","HEALTH AND WELFARE INSURANCE",11439
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","OFFICE SUPPLIES",5000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","OTHER SERVICES AND CHARGES",3500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","OTHER SUPPLIES",2500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","PRINTING & BINDING",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","RETIREMENT PENSION CONTRIB",11162
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","SALARIES AND WAGES",87921
"GENERAL FUND","GENERAL OPERATIONS-UASN","PUBLIC SAFETY EDUCATION","Fire Prevention","UNIFORM ALLOWANCE",1007
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","BUDGET-VACANCY DISCOUNT",-13164
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","COMPUTER SUPPLIES",8386
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","EDUCATIONAL & TRAINING",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","EMPLOYEE TRAINING",6000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","HEALTH AND WELFARE INSURANCE",104918
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","MANAGEMENT CONTRACT",7200
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","MEMBERSHIPS",1800
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","MISCELLANEOUS SRVCS CONTRACTS",75
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","OFFICE SUPPLIES",3500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","OTHER EQUIPMENT",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","OTHER SERVICES AND CHARGES",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","RETIREMENT PENSION CONTRIB",37485
"GENERAL FUND","GENERAL OPERATIONS-UASN","PURCHASING","Procurement Services","SALARIES AND WAGES",620778
"GENERAL FUND","GENERAL OPERATIONS-UASN","QUALITY DESIGN AND COMMUN APP","Urban Design And Planning","BUDGET-VACANCY DISCOUNT",-5618
"GENERAL FUND","GENERAL OPERATIONS-UASN","QUALITY DESIGN AND COMMUN APP","Urban Design And Planning","HEALTH AND WELFARE INSURANCE",45213
"GENERAL FUND","GENERAL OPERATIONS-UASN","QUALITY DESIGN AND COMMUN APP","Urban Design And Planning","RETIREMENT PENSION CONTRIB",15997
"GENERAL FUND","GENERAL OPERATIONS-UASN","QUALITY DESIGN AND COMMUN APP","Urban Design And Planning","SALARIES AND WAGES",264940
"GENERAL FUND","GENERAL OPERATIONS-UASN","REVENUE COLLECTION","City Treasury","BUDGET-VACANCY DISCOUNT",-11334
"GENERAL FUND","GENERAL OPERATIONS-UASN","REVENUE COLLECTION","City Treasury","HEALTH AND WELFARE INSURANCE",84049
"GENERAL FUND","GENERAL OPERATIONS-UASN","REVENUE COLLECTION","City Treasury","RETIREMENT PENSION CONTRIB",32643
"GENERAL FUND","GENERAL OPERATIONS-UASN","REVENUE COLLECTION","City Treasury","SALARIES AND WAGES",534129
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","BUDGET-VACANCY DISCOUNT",-3082
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","BUILDING MAINTENANCE",400
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","CLOTHING & OTHER",1307
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","COMPUTER SUPPLIES",653
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","ELECTRICITY",760
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","EMPLOYEE PARKING",475
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","HEALTH AND WELFARE INSURANCE",28635
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","JANITOR SUPPLIES",1950
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","MISCELLANEOUS SRVCS CONTRACTS",493
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","NATURAL GAS",8619
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","NON-CAPITAL FURNITURE & FIXTUR",138
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","NON-CAPITAL OFFICE MACHINES",70
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","OFFICE SUPPLIES",800
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","OTHER EQUIPMENT",223
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","OTHER EQUIPMENT RENTAL",200
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","OTHER REPAIRS AND MAINTENANCE",150
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","OTHER SERVICES AND CHARGES",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","OTHER SUPPLIES",15878
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","PART TIME & TEMPORARY WAGES",18480
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","REPAIR & MAINTENANCE PARTS",10000
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","RETIREMENT PENSION CONTRIB",8774
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","SALARIES AND WAGES",145308
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","SECURITY SYSTEMS",1752
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","SMALL TOOLS & MINOR EQUIP",88
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","TELEPHONE",2274
"GENERAL FUND","GENERAL OPERATIONS-UASN","SENIORS","Parks Recreation","WATER, SEWER & REFUSE",12062
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","BUDGET-VACANCY DISCOUNT",-3938
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","CAR ALLOWANCE",330
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","CLOTHING & OTHER",150
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","COMPUTER SUPPLIES",1153
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","ELECTRICITY",760
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","EMPLOYEE PARKING",158
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","HEALTH AND WELFARE INSURANCE",40233
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","JANITOR SUPPLIES",1950
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","MILEAGE REIMBURSEMENT",6420
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","NON-CAPITAL FURNITURE & FIXTUR",3138
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","NON-CAPITAL OFFICE MACHINES",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","OFFICE SUPPLIES",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","OTHER SERVICES AND CHARGES",60322
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","OTHER SUPPLIES",12082
