budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,Oakland Parks & Recreation,1010,,2700
FY16-17,Expense,Oakland Parks & Recreation,1010,,3940
FY16-17,Expense,Oakland Parks & Recreation,1010,,300
FY16-17,Expense,Oakland Parks & Recreation,1010,,11900
FY16-17,Expense,Oakland Parks & Recreation,1010,,800
FY16-17,Expense,Oakland Parks & Recreation,1010,,6000
FY16-17,Expense,Oakland Parks & Recreation,1010,,1960
FY16-17,Expense,Oakland Parks & Recreation,1010,,1329
FY16-17,Expense,Oakland Parks & Recreation,1010,,209000
FY16-17,Expense,Oakland Parks & Recreation,1010,,23973
FY16-17,Expense,Oakland Parks & Recreation,1010,,195000
FY16-17,Expense,Oakland Parks & Recreation,1010,,67304
FY16-17,Expense,Oakland Parks & Recreation,1010,,780
FY16-17,Expense,Oakland Parks & Recreation,1010,,1275
FY16-17,Expense,Oakland Parks & Recreation,1010,,1550
FY16-17,Expense,Oakland Parks & Recreation,1010,,5479
FY16-17,Expense,Oakland Parks & Recreation,1010,,4022789
FY16-17,Expense,Oakland Parks & Recreation,1010,,556
FY16-17,Expense,Oakland Parks & Recreation,1010,,1635
FY16-17,Expense,Oakland Parks & Recreation,1010,,1675
FY16-17,Expense,Oakland Parks & Recreation,1010,,186
FY16-17,Expense,Oakland Parks & Recreation,1010,,1454
FY16-17,Expense,Oakland Parks & Recreation,1010,,170662
FY16-17,Expense,Oakland Parks & Recreation,1010,,21708
FY16-17,Expense,Oakland Parks & Recreation,1010,,23394
FY16-17,Expense,Oakland Parks & Recreation,1010,,38256
FY16-17,Expense,Oakland Parks & Recreation,1010,,50000
FY16-17,Expense,Oakland Parks & Recreation,1010,,364429
FY16-17,Expense,Oakland Parks & Recreation,1010,,136500
FY16-17,Expense,Oakland Parks & Recreation,1010,,1258
FY16-17,Expense,Oakland Parks & Recreation,1010,,165408
FY16-17,Expense,Oakland Parks & Recreation,1010,,32434
FY16-17,Expense,Oakland Parks & Recreation,1010,,2164
FY16-17,Expense,Oakland Parks & Recreation,1010,,570
FY16-17,Expense,Oakland Parks & Recreation,1010,,1117
FY16-17,Expense,Oakland Parks & Recreation,1010,,45900
FY16-17,Expense,Oakland Parks & Recreation,1010,,51000
FY16-17,Expense,Oakland Parks & Recreation,1010,,710
FY16-17,Expense,Oakland Parks & Recreation,1100,,354922
FY16-17,Expense,Oakland Parks & Recreation,1100,,60000
FY16-17,Expense,Oakland Parks & Recreation,1820,,201355
FY16-17,Expense,Oakland Parks & Recreation,1820,,392521
FY16-17,Expense,Oakland Parks & Recreation,1820,,58010
FY16-17,Expense,Oakland Parks & Recreation,1820,,11110
FY16-17,Expense,Oakland Parks & Recreation,1820,,2340
FY16-17,Expense,Oakland Parks & Recreation,1820,,3563
FY16-17,Expense,Oakland Parks & Recreation,1820,,3931
FY16-17,Expense,Oakland Parks & Recreation,1820,,4095
FY16-17,Expense,Oakland Parks & Recreation,1820,,10163
FY16-17,Expense,Oakland Parks & Recreation,1820,,2303
FY16-17,Expense,Oakland Parks & Recreation,1820,,1854
FY16-17,Expense,Oakland Parks & Recreation,1820,,1102
FY16-17,Expense,Oakland Parks & Recreation,1820,,2734
FY16-17,Expense,Oakland Parks & Recreation,1820,,3986
FY16-17,Expense,Oakland Parks & Recreation,1820,,9861
FY16-17,Expense,Oakland Parks & Recreation,1820,,18790
FY16-17,Expense,Oakland Parks & Recreation,1820,,19319
FY16-17,Expense,Oakland Parks & Recreation,1820,,2251
FY16-17,Expense,Oakland Parks & Recreation,1820,,1024
FY16-17,Expense,Oakland Parks & Recreation,1820,,350
FY16-17,Expense,Oakland Parks & Recreation,1820,,3596
FY16-17,Expense,Oakland Parks & Recreation,1820,,4144
FY16-17,Expense,Oakland Parks & Recreation,1820,,104
FY16-17,Expense,Oakland Parks & Recreation,1820,,207
FY16-17,Expense,Oakland Parks & Recreation,1820,,1241
FY16-17,Expense,Oakland Parks & Recreation,1820,,15264
FY16-17,Expense,Oakland Parks & Recreation,1820,,12299
FY16-17,Expense,Oakland Parks & Recreation,1820,,983
FY16-17,Expense,Oakland Parks & Recreation,1820,,464
FY16-17,Expense,Oakland Parks & Recreation,1820,,195
FY16-17,Expense,Oakland Parks & Recreation,1820,,1020
FY16-17,Expense,Oakland Parks & Recreation,1820,,1221
FY16-17,Expense,Oakland Parks & Recreation,1820,,13895
FY16-17,Expense,Oakland Parks & Recreation,1820,,8342
FY16-17,Expense,Oakland Parks & Recreation,1820,,92701
FY16-17,Expense,Oakland Parks & Recreation,1820,,31984
FY16-17,Expense,Oakland Parks & Recreation,1820,,37831
FY16-17,Expense,Oakland Parks & Recreation,1820,,8190
FY16-17,Expense,Oakland Parks & Recreation,1820,,6225
FY16-17,Expense,Oakland Parks & Recreation,1820,,10647
FY16-17,Expense,Oakland Parks & Recreation,1820,,4095
FY16-17,Expense,Oakland Parks & Recreation,1820,,16457
FY16-17,Expense,Oakland Parks & Recreation,1820,,560
FY16-17,Expense,Oakland Parks & Recreation,1820,,1927
FY16-17,Expense,Oakland Parks & Recreation,1820,,268
FY16-17,Expense,Oakland Parks & Recreation,1820,,3589
FY16-17,Expense,Oakland Parks & Recreation,1820,,7127
FY16-17,Expense,Oakland Parks & Recreation,1820,,18307
FY16-17,Expense,Oakland Parks & Recreation,1820,,28592
FY16-17,Expense,Oakland Parks & Recreation,1820,,25440
FY16-17,Expense,Oakland Parks & Recreation,1820,,15226
FY16-17,Expense,Oakland Parks & Recreation,1820,,6736
FY16-17,Expense,Oakland Parks & Recreation,1820,,2593
FY16-17,Expense,Oakland Parks & Recreation,1820,,438
FY16-17,Expense,Oakland Parks & Recreation,1820,,18000
FY16-17,Expense,Oakland Parks & Recreation,1820,,10000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1221
FY16-17,Expense,Oakland Parks & Recreation,1820,,1175
FY16-17,Expense,Oakland Parks & Recreation,1820,,199
FY16-17,Expense,Oakland Parks & Recreation,1820,,2749
FY16-17,Expense,Oakland Parks & Recreation,1820,,449
FY16-17,Expense,Oakland Parks & Recreation,1820,,3356
FY16-17,Expense,Oakland Parks & Recreation,1820,,3901
FY16-17,Expense,Oakland Parks & Recreation,1820,,62732
FY16-17,Expense,Oakland Parks & Recreation,1820,,7801
FY16-17,Expense,Oakland Parks & Recreation,1820,,28256
FY16-17,Expense,Oakland Parks & Recreation,1820,,15620
FY16-17,Expense,Oakland Parks & Recreation,1820,,125768
FY16-17,Expense,Oakland Parks & Recreation,1820,,40974
FY16-17,Expense,Oakland Parks & Recreation,1820,,11298
FY16-17,Expense,Oakland Parks & Recreation,1820,,66852
FY16-17,Expense,Oakland Parks & Recreation,1820,,290835
FY16-17,Expense,Oakland Parks & Recreation,1820,,22868
FY16-17,Expense,Oakland Parks & Recreation,1820,,5160
FY16-17,Expense,Oakland Parks & Recreation,1820,,7903
FY16-17,Expense,Oakland Parks & Recreation,1820,,49141
FY16-17,Expense,Oakland Parks & Recreation,1820,,15373
FY16-17,Expense,Oakland Parks & Recreation,1820,,90020
FY16-17,Expense,Oakland Parks & Recreation,1820,,16457
FY16-17,Expense,Oakland Parks & Recreation,1820,,17876
FY16-17,Expense,Oakland Parks & Recreation,1820,,184
FY16-17,Expense,Oakland Parks & Recreation,1820,,692
FY16-17,Expense,Oakland Parks & Recreation,1820,,557
FY16-17,Expense,Oakland Parks & Recreation,1820,,163091
FY16-17,Expense,Oakland Parks & Recreation,1820,,18392
FY16-17,Expense,Oakland Parks & Recreation,1820,,30134
FY16-17,Expense,Oakland Parks & Recreation,1820,,4730
FY16-17,Expense,Oakland Parks & Recreation,1820,,356
FY16-17,Expense,Oakland Parks & Recreation,1820,,26813
FY16-17,Expense,Oakland Parks & Recreation,1820,,133537
FY16-17,Expense,Oakland Parks & Recreation,1820,,10500
FY16-17,Expense,Oakland Parks & Recreation,1820,,431
FY16-17,Expense,Oakland Parks & Recreation,1820,,41847
FY16-17,Expense,Oakland Parks & Recreation,1820,,5000
FY16-17,Expense,Oakland Parks & Recreation,1820,,375
FY16-17,Expense,Oakland Parks & Recreation,1820,,562
FY16-17,Expense,Oakland Parks & Recreation,1820,,137
FY16-17,Expense,Oakland Parks & Recreation,1820,,265562
FY16-17,Expense,Oakland Parks & Recreation,1820,,173619
FY16-17,Expense,Oakland Parks & Recreation,1820,,323497
FY16-17,Expense,Oakland Parks & Recreation,1820,,9017
FY16-17,Expense,Oakland Parks & Recreation,1820,,98290
FY16-17,Expense,Oakland Parks & Recreation,1820,,334978
FY16-17,Expense,Oakland Parks & Recreation,1820,,1170
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1597
FY16-17,Expense,Oakland Parks & Recreation,1820,,22851
FY16-17,Expense,Oakland Parks & Recreation,1820,,4997
FY16-17,Expense,Oakland Parks & Recreation,1820,,1638
FY16-17,Expense,Oakland Parks & Recreation,1820,,2048
FY16-17,Expense,Oakland Parks & Recreation,1820,,1065
FY16-17,Expense,Oakland Parks & Recreation,1820,,13432
FY16-17,Expense,Oakland Parks & Recreation,1820,,12285
FY16-17,Expense,Oakland Parks & Recreation,1820,,1966
FY16-17,Expense,Oakland Parks & Recreation,1820,,4464
FY16-17,Expense,Oakland Parks & Recreation,1820,,8436
FY16-17,Expense,Oakland Parks & Recreation,1820,,11236
FY16-17,Expense,Oakland Parks & Recreation,1820,,18495
FY16-17,Expense,Oakland Parks & Recreation,1820,,4332
FY16-17,Expense,Oakland Parks & Recreation,1820,,288
FY16-17,Expense,Oakland Parks & Recreation,1820,,311
FY16-17,Expense,Oakland Parks & Recreation,1820,,1406
FY16-17,Expense,Oakland Parks & Recreation,1820,,3680
FY16-17,Expense,Oakland Parks & Recreation,1820,,92
FY16-17,Expense,Oakland Parks & Recreation,1820,,8392
FY16-17,Expense,Oakland Parks & Recreation,1820,,3871
FY16-17,Expense,Oakland Parks & Recreation,1820,,1762
FY16-17,Expense,Oakland Parks & Recreation,1820,,602
FY16-17,Expense,Oakland Parks & Recreation,1820,,520
FY16-17,Expense,Oakland Parks & Recreation,1820,,179
FY16-17,Expense,Oakland Parks & Recreation,1820,,18712
FY16-17,Expense,Oakland Parks & Recreation,1820,,9356
FY16-17,Expense,Oakland Parks & Recreation,1820,,121931
FY16-17,Expense,Oakland Parks & Recreation,1820,,25440
FY16-17,Expense,Oakland Parks & Recreation,1820,,6627
FY16-17,Expense,Oakland Parks & Recreation,1820,,323
FY16-17,Expense,Oakland Parks & Recreation,1820,,827
FY16-17,Expense,Oakland Parks & Recreation,1820,,2318
FY16-17,Expense,Oakland Parks & Recreation,1820,,12549
FY16-17,Expense,Oakland Parks & Recreation,1820,,2750
FY16-17,Expense,Oakland Parks & Recreation,1820,,2500
FY16-17,Expense,Oakland Parks & Recreation,1820,,390000
FY16-17,Expense,Oakland Parks & Recreation,1820,,2566
FY16-17,Expense,Oakland Parks & Recreation,1820,,159
FY16-17,Expense,Oakland Parks & Recreation,1820,,353
FY16-17,Expense,Oakland Parks & Recreation,1820,,94
FY16-17,Expense,Oakland Parks & Recreation,1820,,20092
FY16-17,Expense,Oakland Parks & Recreation,1820,,50772
FY16-17,Expense,Oakland Parks & Recreation,1820,,18273
FY16-17,Expense,Oakland Parks & Recreation,1820,,12995
FY16-17,Expense,Oakland Parks & Recreation,1820,,94871
FY16-17,Expense,Oakland Parks & Recreation,1820,,40834
FY16-17,Expense,Oakland Parks & Recreation,1820,,38536
FY16-17,Expense,Oakland Parks & Recreation,1820,,55408
FY16-17,Expense,Oakland Parks & Recreation,1820,,42077
FY16-17,Expense,Oakland Parks & Recreation,1820,,7739
FY16-17,Expense,Oakland Parks & Recreation,1820,,21916
FY16-17,Expense,Oakland Parks & Recreation,1820,,983
FY16-17,Expense,Oakland Parks & Recreation,1820,,383
FY16-17,Expense,Oakland Parks & Recreation,1820,,5885
FY16-17,Expense,Oakland Parks & Recreation,1820,,25675
FY16-17,Expense,Oakland Parks & Recreation,1820,,18479
FY16-17,Expense,Oakland Parks & Recreation,1820,,1998
FY16-17,Expense,Oakland Parks & Recreation,1820,,26052
FY16-17,Expense,Oakland Parks & Recreation,1820,,2724
FY16-17,Expense,Oakland Parks & Recreation,1820,,150095
FY16-17,Expense,Oakland Parks & Recreation,1820,,6487
FY16-17,Expense,Oakland Parks & Recreation,1820,,17370
FY16-17,Expense,Oakland Parks & Recreation,1820,,4879
FY16-17,Expense,Oakland Parks & Recreation,1820,,2086
FY16-17,Expense,Oakland Parks & Recreation,1820,,6717
FY16-17,Expense,Oakland Parks & Recreation,1820,,2434
FY16-17,Expense,Oakland Parks & Recreation,1820,,3813
FY16-17,Expense,Oakland Parks & Recreation,1820,,631
FY16-17,Expense,Oakland Parks & Recreation,1820,,779
FY16-17,Expense,Oakland Parks & Recreation,1820,,10500
FY16-17,Expense,Oakland Parks & Recreation,1820,,4676
FY16-17,Expense,Oakland Parks & Recreation,1820,,7802
FY16-17,Expense,Oakland Parks & Recreation,1820,,1103
FY16-17,Expense,Oakland Parks & Recreation,1820,,147
FY16-17,Expense,Oakland Parks & Recreation,1820,,718
FY16-17,Expense,Oakland Parks & Recreation,1820,,26402
FY16-17,Expense,Oakland Parks & Recreation,1820,,13556
FY16-17,Expense,Oakland Parks & Recreation,1820,,55943
FY16-17,Expense,Oakland Parks & Recreation,1820,,70895
FY16-17,Expense,Oakland Parks & Recreation,1820,,16267
FY16-17,Expense,Oakland Parks & Recreation,1820,,2679
FY16-17,Expense,Oakland Parks & Recreation,1820,,20378
FY16-17,Expense,Oakland Parks & Recreation,1820,,14129
FY16-17,Expense,Oakland Parks & Recreation,1820,,55714
FY16-17,Expense,Oakland Parks & Recreation,1820,,909
FY16-17,Expense,Oakland Parks & Recreation,1820,,2058
FY16-17,Expense,Oakland Parks & Recreation,1820,,6052
FY16-17,Expense,Oakland Parks & Recreation,1820,,389
FY16-17,Expense,Oakland Parks & Recreation,1820,,8953
FY16-17,Expense,Oakland Parks & Recreation,1820,,28060
FY16-17,Expense,Oakland Parks & Recreation,1820,,741
FY16-17,Expense,Oakland Parks & Recreation,1820,,1085
FY16-17,Expense,Oakland Parks & Recreation,1820,,29533
FY16-17,Expense,Oakland Parks & Recreation,1820,,3680
FY16-17,Expense,Oakland Parks & Recreation,1820,,1584
FY16-17,Expense,Oakland Parks & Recreation,1820,,1590
FY16-17,Expense,Oakland Parks & Recreation,1820,,302
FY16-17,Expense,Oakland Parks & Recreation,1820,,22000
FY16-17,Expense,Oakland Parks & Recreation,1820,,6000
FY16-17,Expense,Oakland Parks & Recreation,1820,,3850
FY16-17,Expense,Oakland Parks & Recreation,1820,,3003
FY16-17,Expense,Oakland Parks & Recreation,1820,,11540
FY16-17,Expense,Oakland Parks & Recreation,1820,,47
FY16-17,Expense,Oakland Parks & Recreation,1820,,5326
FY16-17,Expense,Oakland Parks & Recreation,1820,,48297
FY16-17,Expense,Oakland Parks & Recreation,1820,,170823
FY16-17,Expense,Oakland Parks & Recreation,1820,,59740
FY16-17,Expense,Oakland Parks & Recreation,1820,,21320
FY16-17,Expense,Oakland Parks & Recreation,1820,,37552
FY16-17,Expense,Oakland Parks & Recreation,1820,,11261
FY16-17,Expense,Oakland Parks & Recreation,1820,,7658
FY16-17,Expense,Oakland Parks & Recreation,1820,,21295
FY16-17,Expense,Oakland Parks & Recreation,1820,,1412
FY16-17,Expense,Oakland Parks & Recreation,1820,,45993
FY16-17,Expense,Oakland Parks & Recreation,1820,,31946
FY16-17,Expense,Oakland Parks & Recreation,1820,,1422
FY16-17,Expense,Oakland Parks & Recreation,1820,,904
FY16-17,Expense,Oakland Parks & Recreation,1820,,2134
FY16-17,Expense,Oakland Parks & Recreation,1820,,754
FY16-17,Expense,Oakland Parks & Recreation,1820,,526
FY16-17,Expense,Oakland Parks & Recreation,1820,,2170
FY16-17,Expense,Oakland Parks & Recreation,1820,,29180
FY16-17,Expense,Oakland Parks & Recreation,1820,,20400
FY16-17,Expense,Oakland Parks & Recreation,1820,,6080
FY16-17,Expense,Oakland Parks & Recreation,1820,,834
FY16-17,Expense,Oakland Parks & Recreation,1820,,1246
FY16-17,Expense,Oakland Parks & Recreation,1820,,2211
FY16-17,Expense,Oakland Parks & Recreation,1820,,720
FY16-17,Expense,Oakland Parks & Recreation,1820,,1905
FY16-17,Expense,Oakland Parks & Recreation,1820,,946
FY16-17,Expense,Oakland Parks & Recreation,1820,,238
FY16-17,Expense,Oakland Parks & Recreation,1820,,1878
FY16-17,Expense,Oakland Parks & Recreation,1820,,173176
FY16-17,Expense,Oakland Parks & Recreation,1820,,34628
FY16-17,Expense,Oakland Parks & Recreation,1820,,53785
FY16-17,Expense,Oakland Parks & Recreation,1820,,106818
FY16-17,Expense,Oakland Parks & Recreation,1820,,40754
FY16-17,Expense,Oakland Parks & Recreation,1820,,55408
FY16-17,Expense,Oakland Parks & Recreation,1820,,40924
FY16-17,Expense,Oakland Parks & Recreation,1820,,62271
FY16-17,Expense,Oakland Parks & Recreation,1820,,14620
FY16-17,Expense,Oakland Parks & Recreation,1820,,5324
FY16-17,Expense,Oakland Parks & Recreation,1820,,97921
FY16-17,Expense,Oakland Parks & Recreation,1820,,2441
FY16-17,Expense,Oakland Parks & Recreation,1820,,467
FY16-17,Expense,Oakland Parks & Recreation,1820,,734
FY16-17,Expense,Oakland Parks & Recreation,1820,,11398
FY16-17,Expense,Oakland Parks & Recreation,1820,,3732
FY16-17,Expense,Oakland Parks & Recreation,1820,,26813
FY16-17,Expense,Oakland Parks & Recreation,1820,,30754
FY16-17,Expense,Oakland Parks & Recreation,1820,,15252
FY16-17,Expense,Oakland Parks & Recreation,1820,,57462
FY16-17,Expense,Oakland Parks & Recreation,1820,,1341
FY16-17,Expense,Oakland Parks & Recreation,1820,,4460
FY16-17,Expense,Oakland Parks & Recreation,1820,,25581
FY16-17,Expense,Oakland Parks & Recreation,1820,,7798
FY16-17,Expense,Oakland Parks & Recreation,1820,,1495
FY16-17,Expense,Oakland Parks & Recreation,1820,,2500
FY16-17,Expense,Oakland Parks & Recreation,1820,,5000
FY16-17,Expense,Oakland Parks & Recreation,1820,,286
FY16-17,Expense,Oakland Parks & Recreation,1820,,3966
FY16-17,Expense,Oakland Parks & Recreation,1820,,1050
FY16-17,Expense,Oakland Parks & Recreation,1820,,1373
FY16-17,Expense,Oakland Parks & Recreation,1820,,105192
FY16-17,Expense,Oakland Parks & Recreation,1820,,30263
FY16-17,Expense,Oakland Parks & Recreation,1820,,23312
FY16-17,Expense,Oakland Parks & Recreation,1820,,100
FY16-17,Expense,Oakland Parks & Recreation,1820,,1538
FY16-17,Expense,Oakland Parks & Recreation,1820,,100
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,400
FY16-17,Expense,Oakland Parks & Recreation,1820,,1412
FY16-17,Expense,Oakland Parks & Recreation,1820,,917
FY16-17,Expense,Oakland Parks & Recreation,1820,,4100
FY16-17,Expense,Oakland Parks & Recreation,1820,,720
FY16-17,Expense,Oakland Parks & Recreation,1820,,600
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,177
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,2035
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,4304
FY16-17,Expense,Oakland Parks & Recreation,1820,,2500
FY16-17,Expense,Oakland Parks & Recreation,1820,,2630
FY16-17,Expense,Oakland Parks & Recreation,1820,,4500
FY16-17,Expense,Oakland Parks & Recreation,1820,,3500
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,675
FY16-17,Expense,Oakland Parks & Recreation,1820,,2100
FY16-17,Expense,Oakland Parks & Recreation,1820,,130
FY16-17,Expense,Oakland Parks & Recreation,1820,,363
FY16-17,Expense,Oakland Parks & Recreation,1820,,250
FY16-17,Expense,Oakland Parks & Recreation,1820,,3800
FY16-17,Expense,Oakland Parks & Recreation,1820,,25300
FY16-17,Expense,Oakland Parks & Recreation,1820,,834
FY16-17,Expense,Oakland Parks & Recreation,1820,,360
FY16-17,Expense,Oakland Parks & Recreation,1820,,7500
FY16-17,Expense,Oakland Parks & Recreation,1820,,8800
FY16-17,Expense,Oakland Parks & Recreation,1820,,2000
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,14250
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,159
FY16-17,Expense,Oakland Parks & Recreation,1820,,1567
FY16-17,Expense,Oakland Parks & Recreation,1820,,1486
FY16-17,Expense,Oakland Parks & Recreation,1820,,1334
FY16-17,Expense,Oakland Parks & Recreation,1820,,336
FY16-17,Expense,Oakland Parks & Recreation,1820,,80
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,18935
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,20
FY16-17,Expense,Oakland Parks & Recreation,1820,,955
FY16-17,Expense,Oakland Parks & Recreation,1820,,1216
FY16-17,Expense,Oakland Parks & Recreation,1820,,5150
FY16-17,Expense,Oakland Parks & Recreation,1820,,2667
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,4900
FY16-17,Expense,Oakland Parks & Recreation,1820,,3700
FY16-17,Expense,Oakland Parks & Recreation,1820,,16293
FY16-17,Expense,Oakland Parks & Recreation,1820,,1200
FY16-17,Expense,Oakland Parks & Recreation,1820,,1500
FY16-17,Expense,Oakland Parks & Recreation,1820,,5550
FY16-17,Expense,Oakland Parks & Recreation,1820,,479
FY16-17,Expense,Oakland Parks & Recreation,1820,,6200
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,3000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1037
FY16-17,Expense,Oakland Parks & Recreation,1820,,732
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,330
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,1500
FY16-17,Expense,Oakland Parks & Recreation,1820,,7000
FY16-17,Expense,Oakland Parks & Recreation,1820,,3000
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,8407
FY16-17,Expense,Oakland Parks & Recreation,1820,,2500
FY16-17,Expense,Oakland Parks & Recreation,1820,,9410
FY16-17,Expense,Oakland Parks & Recreation,1820,,101
FY16-17,Expense,Oakland Parks & Recreation,1820,,574
FY16-17,Expense,Oakland Parks & Recreation,1820,,511
FY16-17,Expense,Oakland Parks & Recreation,1820,,556
FY16-17,Expense,Oakland Parks & Recreation,1820,,600
FY16-17,Expense,Oakland Parks & Recreation,1820,,1100
FY16-17,Expense,Oakland Parks & Recreation,1820,,3850
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,2171
FY16-17,Expense,Oakland Parks & Recreation,1820,,6555
FY16-17,Expense,Oakland Parks & Recreation,1820,,135
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,31
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,3487
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,192
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,3500
FY16-17,Expense,Oakland Parks & Recreation,1820,,1500
FY16-17,Expense,Oakland Parks & Recreation,1820,,2
FY16-17,Expense,Oakland Parks & Recreation,1820,,398
FY16-17,Expense,Oakland Parks & Recreation,1820,,1050
FY16-17,Expense,Oakland Parks & Recreation,1820,,1417
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,108
FY16-17,Expense,Oakland Parks & Recreation,1820,,2900
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,20
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,80
FY16-17,Expense,Oakland Parks & Recreation,1820,,32
FY16-17,Expense,Oakland Parks & Recreation,1820,,15786
FY16-17,Expense,Oakland Parks & Recreation,1820,,54
FY16-17,Expense,Oakland Parks & Recreation,1820,,1353
FY16-17,Expense,Oakland Parks & Recreation,1820,,14555
FY16-17,Expense,Oakland Parks & Recreation,1820,,550
FY16-17,Expense,Oakland Parks & Recreation,1820,,650
FY16-17,Expense,Oakland Parks & Recreation,1820,,3765
FY16-17,Expense,Oakland Parks & Recreation,1820,,1924
FY16-17,Expense,Oakland Parks & Recreation,1820,,5236
FY16-17,Expense,Oakland Parks & Recreation,1820,,50
FY16-17,Expense,Oakland Parks & Recreation,1820,,909
FY16-17,Expense,Oakland Parks & Recreation,1820,,3230
FY16-17,Expense,Oakland Parks & Recreation,1820,,2900
FY16-17,Expense,Oakland Parks & Recreation,1820,,50
FY16-17,Expense,Oakland Parks & Recreation,1820,,800
FY16-17,Expense,Oakland Parks & Recreation,1820,,1377
FY16-17,Expense,Oakland Parks & Recreation,1820,,65
FY16-17,Expense,Oakland Parks & Recreation,1820,,1190
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1500
FY16-17,Expense,Oakland Parks & Recreation,1820,,900
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,2730
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,450
FY16-17,Expense,Oakland Parks & Recreation,1820,,9
FY16-17,Expense,Oakland Parks & Recreation,1820,,602
FY16-17,Expense,Oakland Parks & Recreation,1820,,113
FY16-17,Expense,Oakland Parks & Recreation,1820,,656
FY16-17,Expense,Oakland Parks & Recreation,1820,,1645
FY16-17,Expense,Oakland Parks & Recreation,1820,,2902
FY16-17,Expense,Oakland Parks & Recreation,1820,,270
FY16-17,Expense,Oakland Parks & Recreation,1820,,1250
FY16-17,Expense,Oakland Parks & Recreation,1820,,3619
FY16-17,Expense,Oakland Parks & Recreation,1820,,600
FY16-17,Expense,Oakland Parks & Recreation,1820,,3000
FY16-17,Expense,Oakland Parks & Recreation,1820,,980
FY16-17,Expense,Oakland Parks & Recreation,1820,,2685
FY16-17,Expense,Oakland Parks & Recreation,1820,,4400
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,510
FY16-17,Expense,Oakland Parks & Recreation,1820,,2052
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,750
FY16-17,Expense,Oakland Parks & Recreation,1820,,187
FY16-17,Expense,Oakland Parks & Recreation,1820,,1860
FY16-17,Expense,Oakland Parks & Recreation,1820,,100
