budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,Human Services,1010,,4318
FY16-17,Expense,Human Services,1010,,7094
FY16-17,Expense,Human Services,1010,,26520
FY16-17,Expense,Human Services,1010,,1300
FY16-17,Expense,Human Services,1010,,900
FY16-17,Expense,Human Services,1010,,1660
FY16-17,Expense,Human Services,1010,,42301
FY16-17,Expense,Human Services,2159,,77834
FY16-17,Expense,Human Services,2159,,1152
FY16-17,Expense,Human Services,1010,,19443
FY16-17,Expense,Human Services,1010,,1160
FY16-17,Expense,Human Services,2159,,-20675
FY16-17,Expense,Human Services,1010,,22760
FY16-17,Expense,Human Services,1010,,930
FY16-17,Expense,Human Services,2159,,19574
FY16-17,Expense,Human Services,1010,,31276
FY16-17,Expense,Human Services,1010,,3008
FY16-17,Expense,Human Services,1010,,27903
FY16-17,Expense,Human Services,1010,,18050
FY16-17,Expense,Human Services,1010,,68118
FY16-17,Expense,Human Services,1010,,10128
FY16-17,Expense,Human Services,1010,,8700
FY16-17,Expense,Human Services,1010,,5111
FY16-17,Expense,Human Services,1010,,30669
FY16-17,Expense,Human Services,1010,,34377
FY16-17,Expense,Human Services,1010,,1698
FY16-17,Expense,Human Services,1010,,10192
FY16-17,Expense,Human Services,1010,,2724
FY16-17,Expense,Human Services,1010,,4650
FY16-17,Expense,Human Services,1010,,20232
FY16-17,Expense,Human Services,1010,,60771
FY16-17,Expense,Human Services,2128,,1600
FY16-17,Expense,Human Services,2128,,5928
FY16-17,Expense,Human Services,2128,,62264
FY16-17,Expense,Human Services,2128,,651456
FY16-17,Expense,Human Services,2128,,7020
FY16-17,Expense,Human Services,2128,,613456
FY16-17,Expense,Human Services,2128,,41549
FY16-17,Expense,Human Services,2128,,1543287
FY16-17,Expense,Human Services,2128,,60000
FY16-17,Expense,Human Services,2128,,-1097225
FY16-17,Expense,Human Services,2128,,5941
FY16-17,Expense,Human Services,2128,,64220
FY16-17,Expense,Human Services,2128,,30336
FY16-17,Expense,Human Services,2128,,26700
FY16-17,Expense,Human Services,2128,,5694
FY16-17,Expense,Human Services,2128,,117595
FY16-17,Expense,Human Services,2128,,1170
FY16-17,Expense,Human Services,2128,,-11100
FY16-17,Expense,Human Services,2128,,9455
FY16-17,Expense,Human Services,2128,,1933
FY16-17,Expense,Human Services,2128,,766
FY16-17,Expense,Human Services,2128,,106894
FY16-17,Expense,Human Services,2128,,384663
FY16-17,Expense,Human Services,2128,,3058010
FY16-17,Expense,Human Services,2128,,14622
FY16-17,Expense,Human Services,2128,,110000
FY16-17,Expense,Human Services,2128,,12300
FY16-17,Expense,Human Services,2128,,61276
FY16-17,Expense,Human Services,2128,,7500
FY16-17,Expense,Human Services,2128,,581645
FY16-17,Expense,Human Services,2128,,8000
FY16-17,Expense,Human Services,2138,,768159
FY16-17,Expense,Human Services,2128,,500
FY16-17,Expense,Human Services,2128,,566725
FY16-17,Expense,Human Services,2128,,600
FY16-17,Expense,Human Services,2128,,24845
FY16-17,Expense,Human Services,2128,,2399272
FY16-17,Expense,Human Services,2128,,2700
FY16-17,Expense,Human Services,2128,,908275
FY16-17,Expense,Human Services,2128,,5000
FY16-17,Expense,Human Services,2128,,57200
FY16-17,Expense,Human Services,2128,,1500
FY16-17,Expense,Human Services,2128,,1814
FY16-17,Expense,Human Services,2128,,2800
FY16-17,Expense,Human Services,1010,,34001
FY16-17,Expense,Human Services,2128,,10000
FY16-17,Expense,Human Services,2128,,22603
FY16-17,Expense,Human Services,2128,,154698
FY16-17,Expense,Human Services,2128,,700
FY16-17,Expense,Human Services,2128,,1846
FY16-17,Expense,Human Services,2128,,12322
FY16-17,Expense,Human Services,2138,,29079
FY16-17,Expense,Human Services,2102,,2000
FY16-17,Expense,Human Services,2128,,6938
FY16-17,Expense,Human Services,2128,,548430
FY16-17,Expense,Human Services,2128,,5500
FY16-17,Expense,Human Services,2128,,9700
FY16-17,Expense,Human Services,2128,,2100
FY16-17,Expense,Human Services,2128,,13420
FY16-17,Expense,Human Services,2128,,29470
FY16-17,Expense,Human Services,1010,,200199
FY16-17,Expense,Human Services,2128,,30591
FY16-17,Expense,Human Services,2128,,172005
FY16-17,Expense,Human Services,2128,,3152
FY16-17,Expense,Human Services,2128,,7500
FY16-17,Expense,Human Services,2128,,3510
FY16-17,Expense,Human Services,1010,,11300
FY16-17,Expense,Human Services,2128,,25000
FY16-17,Expense,Human Services,2128,,2469
FY16-17,Expense,Human Services,2128,,60101
FY16-17,Expense,Human Services,2128,,1400
FY16-17,Expense,Human Services,2128,,167800
FY16-17,Expense,Human Services,2128,,8332
FY16-17,Expense,Human Services,2128,,1200
FY16-17,Expense,Human Services,2128,,149312
FY16-17,Expense,Human Services,2128,,1750
FY16-17,Expense,Human Services,2128,,11684
FY16-17,Expense,Human Services,2128,,6300
FY16-17,Expense,Human Services,2102,,300000
FY16-17,Expense,Human Services,2128,,2000
FY16-17,Expense,Human Services,2128,,7500
FY16-17,Expense,Human Services,2128,,6700
FY16-17,Expense,Human Services,2102,,4000
FY16-17,Expense,Human Services,2128,,500
FY16-17,Expense,Human Services,2128,,3465
FY16-17,Expense,Human Services,2128,,49230
FY16-17,Expense,Human Services,2128,,3767
FY16-17,Expense,Human Services,2128,,2355688
FY16-17,Expense,Human Services,2128,,21508
FY16-17,Expense,Human Services,2102,,20000
FY16-17,Expense,Human Services,2128,,600
FY16-17,Expense,Human Services,2128,,9500
FY16-17,Expense,Human Services,2128,,3400
FY16-17,Expense,Human Services,2138,,3421
FY16-17,Expense,Human Services,2128,,2061
FY16-17,Expense,Human Services,2128,,6310
FY16-17,Expense,Human Services,2128,,6166
FY16-17,Expense,Human Services,2128,,6866
FY16-17,Expense,Human Services,2128,,95084
FY16-17,Expense,Human Services,2128,,4000
FY16-17,Expense,Human Services,2102,,219000
FY16-17,Expense,Human Services,2128,,8000
FY16-17,Expense,Human Services,2128,,12310
FY16-17,Expense,Human Services,2128,,2500
FY16-17,Expense,Human Services,2128,,44410
FY16-17,Expense,Human Services,2138,,95262
FY16-17,Expense,Human Services,2128,,106620
FY16-17,Expense,Human Services,2128,,260205
FY16-17,Expense,Human Services,2128,,6750
FY16-17,Expense,Human Services,2128,,257055
FY16-17,Expense,Human Services,2128,,2104
FY16-17,Expense,Human Services,2128,,1000
FY16-17,Expense,Human Services,2128,,15000
FY16-17,Expense,Human Services,2128,,7869
FY16-17,Expense,Human Services,2128,,10228
FY16-17,Expense,Human Services,2128,,293139
FY16-17,Expense,Human Services,2128,,10000
FY16-17,Expense,Human Services,2128,,35461
FY16-17,Expense,Human Services,2128,,1598402
FY16-17,Expense,Human Services,2128,,36270
FY16-17,Expense,Human Services,2128,,27540
FY16-17,Expense,Human Services,2128,,5000
FY16-17,Expense,Human Services,2128,,27912
FY16-17,Expense,Human Services,2128,,1500
FY16-17,Expense,Human Services,2128,,285720
FY16-17,Expense,Human Services,2138,,50000
FY16-17,Expense,Human Services,2128,,306402
FY16-17,Expense,Human Services,2128,,100000
FY16-17,Expense,Human Services,2128,,15176
FY16-17,Expense,Human Services,2128,,1195
FY16-17,Expense,Human Services,2128,,1404059
FY16-17,Expense,Human Services,2128,,2039
FY16-17,Expense,Human Services,2128,,73723
FY16-17,Expense,Human Services,2128,,35000
FY16-17,Expense,Human Services,2128,,36030
FY16-17,Expense,Human Services,2128,,791
FY16-17,Expense,Human Services,2128,,8000
FY16-17,Expense,Human Services,2128,,600
FY16-17,Expense,Human Services,2128,,10814
FY16-17,Expense,Human Services,2128,,4147
FY16-17,Expense,Human Services,2128,,237491
FY16-17,Expense,Human Services,2128,,50928
FY16-17,Expense,Human Services,2128,,4680
FY16-17,Expense,Human Services,2128,,234363
FY16-17,Expense,Human Services,2128,,171467
FY16-17,Expense,Human Services,2128,,180782
FY16-17,Expense,Human Services,2128,,86535
FY16-17,Expense,Human Services,2128,,4764
FY16-17,Expense,Human Services,2128,,77308
FY16-17,Expense,Human Services,2128,,107607
FY16-17,Expense,Human Services,2128,,59
FY16-17,Expense,Human Services,2128,,7427
FY16-17,Expense,Human Services,2128,,119855
FY16-17,Expense,Human Services,2128,,2404
FY16-17,Expense,Human Services,2128,,109045
FY16-17,Expense,Human Services,2128,,118277
FY16-17,Expense,Human Services,2128,,29670
FY16-17,Expense,Human Services,2128,,1414
FY16-17,Expense,Human Services,2128,,69609
FY16-17,Expense,Human Services,2128,,1112
FY16-17,Expense,Human Services,2128,,78727
FY16-17,Expense,Human Services,2128,,70540
FY16-17,Expense,Human Services,2128,,2188
FY16-17,Expense,Human Services,2128,,69383
FY16-17,Expense,Human Services,2128,,1000
FY16-17,Expense,Human Services,2128,,2500
FY16-17,Expense,Human Services,2128,,10500
FY16-17,Expense,Human Services,2128,,2800
FY16-17,Expense,Human Services,2128,,600
FY16-17,Expense,Human Services,2128,,10330
FY16-17,Expense,Human Services,2128,,1750
FY16-17,Expense,Human Services,2128,,109449
FY16-17,Expense,Human Services,2128,,898
FY16-17,Expense,Human Services,2128,,1526
FY16-17,Expense,Human Services,1010,,2488
FY16-17,Expense,Human Services,2128,,5165
FY16-17,Expense,Human Services,2128,,895
FY16-17,Expense,Human Services,2128,,1949
FY16-17,Expense,Human Services,2128,,20071
FY16-17,Expense,Human Services,2128,,28993
FY16-17,Expense,Human Services,2128,,57449
FY16-17,Expense,Human Services,1010,,4930
FY16-17,Expense,Human Services,2128,,4443
FY16-17,Expense,Human Services,2128,,31833
FY16-17,Expense,Human Services,2128,,16065
FY16-17,Expense,Human Services,2128,,32508
FY16-17,Expense,Human Services,2128,,10235
FY16-17,Expense,Human Services,2128,,26424
FY16-17,Expense,Human Services,2128,,9676
FY16-17,Expense,Human Services,2128,,9455
FY16-17,Expense,Human Services,2128,,41879
FY16-17,Expense,Human Services,2128,,1388
FY16-17,Expense,Human Services,2128,,2874
FY16-17,Expense,Human Services,2128,,4700
FY16-17,Expense,Human Services,2128,,988
FY16-17,Expense,Human Services,2128,,26377
FY16-17,Expense,Human Services,2128,,10142
FY16-17,Expense,Human Services,2128,,107069
FY16-17,Expense,Human Services,1010,,1465
FY16-17,Expense,Human Services,1010,,2264
FY16-17,Expense,Human Services,2128,,3040
FY16-17,Expense,Human Services,2128,,2575
FY16-17,Expense,Human Services,2128,,579
FY16-17,Expense,Human Services,2128,,63013
FY16-17,Expense,Human Services,2128,,55235
FY16-17,Expense,Human Services,2128,,984
FY16-17,Expense,Human Services,2128,,212158
FY16-17,Expense,Human Services,2128,,109120
FY16-17,Expense,Human Services,1010,,827
FY16-17,Expense,Human Services,2128,,52298
FY16-17,Expense,Human Services,2128,,17063
FY16-17,Expense,Human Services,2128,,14616
FY16-17,Expense,Human Services,2128,,50252
FY16-17,Expense,Human Services,2128,,97410
FY16-17,Expense,Human Services,2128,,3024
FY16-17,Expense,Human Services,2128,,4884
FY16-17,Expense,Human Services,2102,,300
FY16-17,Expense,Human Services,2102,,17725
FY16-17,Expense,Human Services,2102,,75385
FY16-17,Expense,Human Services,2102,,28932
FY16-17,Expense,Human Services,2102,,167909
FY16-17,Expense,Human Services,2102,,10751
FY16-17,Expense,Human Services,2102,,4000
FY16-17,Expense,Human Services,2102,,22496
FY16-17,Expense,Human Services,2102,,264553
FY16-17,Expense,Human Services,2102,,5783
FY16-17,Expense,Human Services,2102,,911
FY16-17,Expense,Human Services,2102,,38604
FY16-17,Expense,Human Services,2102,,500
FY16-17,Expense,Human Services,2102,,-13466
FY16-17,Expense,Human Services,2102,,22523
FY16-17,Expense,Human Services,2102,,6514
FY16-17,Expense,Human Services,2102,,19482
FY16-17,Expense,Human Services,2102,,6120
FY16-17,Expense,Human Services,2102,,11203
FY16-17,Expense,Human Services,2102,,11466
FY16-17,Expense,Human Services,2102,,1300
FY16-17,Expense,Human Services,2102,,360
FY16-17,Expense,Human Services,2102,,500
FY16-17,Expense,Human Services,1010,,1000
FY16-17,Expense,Human Services,1010,,52258
FY16-17,Expense,Human Services,1010,,26373
FY16-17,Expense,Human Services,1780,,59754
FY16-17,Expense,Human Services,1780,,140804
FY16-17,Expense,Human Services,1780,,22792
FY16-17,Expense,Human Services,1780,,306664
FY16-17,Expense,Human Services,1010,,100
FY16-17,Expense,Human Services,1010,,35738
FY16-17,Expense,Human Services,1780,,740
FY16-17,Expense,Human Services,1780,,860550
FY16-17,Expense,Human Services,1010,,3890
FY16-17,Expense,Human Services,1780,,1000
FY16-17,Expense,Human Services,1780,,5800
FY16-17,Expense,Human Services,1780,,6000
FY16-17,Expense,Human Services,1780,,144
FY16-17,Expense,Human Services,1780,,11727790
FY16-17,Expense,Human Services,1780,,49640
FY16-17,Expense,Human Services,1780,,3000
FY16-17,Expense,Human Services,1780,,14744
FY16-17,Expense,Human Services,1010,,5800
FY16-17,Expense,Human Services,1010,,56250
FY16-17,Expense,Human Services,1780,,1000
FY16-17,Expense,Human Services,1780,,2040
FY16-17,Expense,Human Services,1780,,91085
FY16-17,Expense,Human Services,1010,,1550
FY16-17,Expense,Human Services,1010,,15521
FY16-17,Expense,Human Services,1780,,500
FY16-17,Expense,Human Services,1780,,154765
FY16-17,Expense,Human Services,1010,,1000
FY16-17,Expense,Human Services,1010,,70814
FY16-17,Expense,Human Services,1780,,62649
FY16-17,Expense,Human Services,1010,,11876
FY16-17,Expense,Human Services,1010,,1000
FY16-17,Expense,Human Services,1010,,800
FY16-17,Expense,Human Services,1780,,1038
FY16-17,Expense,Human Services,1780,,5547
FY16-17,Expense,Human Services,1780,,279
FY16-17,Expense,Human Services,1780,,25052
FY16-17,Expense,Human Services,1010,,23994
FY16-17,Expense,Human Services,1010,,10000
FY16-17,Expense,Human Services,1010,,1000
FY16-17,Expense,Human Services,1780,,1360
FY16-17,Expense,Human Services,1010,,21033
FY16-17,Expense,Human Services,1780,,1000
FY16-17,Expense,Human Services,1780,,177191
FY16-17,Expense,Human Services,1010,,330
FY16-17,Expense,Human Services,1780,,155693
FY16-17,Expense,Human Services,1010,,8764
FY16-17,Expense,Human Services,1010,,32514
FY16-17,Expense,Human Services,1780,,170
FY16-17,Expense,Human Services,1780,,3000
FY16-17,Expense,Human Services,1780,,1320
FY16-17,Expense,Human Services,2252,,40737
FY16-17,Expense,Human Services,2252,,15760
FY16-17,Expense,Human Services,2252,,18914
FY16-17,Expense,Human Services,2252,,700
FY16-17,Expense,Human Services,2252,,14397
FY16-17,Expense,Human Services,2252,,32136
FY16-17,Expense,Human Services,2252,,29238
FY16-17,Expense,Human Services,2252,,-209647
FY16-17,Expense,Human Services,2252,,50016
FY16-17,Expense,Human Services,2252,,125000
FY16-17,Expense,Human Services,2252,,1080000
FY16-17,Expense,Human Services,2252,,1000
FY16-17,Expense,Human Services,2252,,107636
FY16-17,Expense,Human Services,2252,,47
FY16-17,Expense,Human Services,2252,,7954
FY16-17,Expense,Human Services,2152,,8983
FY16-17,Expense,Human Services,2252,,11990
FY16-17,Expense,Human Services,2252,,1650
FY16-17,Expense,Human Services,2252,,97927
FY16-17,Expense,Human Services,2252,,983000
FY16-17,Expense,Human Services,2252,,20315
FY16-17,Expense,Human Services,2252,,14856
FY16-17,Expense,Human Services,2252,,2000
FY16-17,Expense,Human Services,2252,,150000
FY16-17,Expense,Human Services,2152,,5072
FY16-17,Expense,Human Services,2252,,7309
FY16-17,Expense,Human Services,2252,,13446
FY16-17,Expense,Human Services,2252,,213281
FY16-17,Expense,Human Services,2252,,7236
FY16-17,Expense,Human Services,2152,,-73446
FY16-17,Expense,Human Services,2152,,13886
FY16-17,Expense,Human Services,2252,,1650
FY16-17,Expense,Human Services,2252,,31403
FY16-17,Expense,Human Services,2252,,159
FY16-17,Expense,Human Services,2252,,219514
FY16-17,Expense,Human Services,2252,,63678
FY16-17,Expense,Human Services,2152,,15263
FY16-17,Expense,Human Services,2252,,1170
FY16-17,Expense,Human Services,1010,,6826
FY16-17,Expense,Human Services,2252,,25434
FY16-17,Expense,Human Services,1010,,20541
FY16-17,Expense,Human Services,2252,,49766
FY16-17,Expense,Human Services,2252,,125000
FY16-17,Expense,Human Services,2252,,8034
FY16-17,Expense,Human Services,2252,,20558
FY16-17,Expense,Human Services,2252,,300
FY16-17,Expense,Human Services,2252,,25115
FY16-17,Expense,Human Services,2252,,460000
FY16-17,Expense,Human Services,2252,,68394
FY16-17,Expense,Human Services,2252,,12099
FY16-17,Expense,Human Services,2252,,26644
FY16-17,Expense,Human Services,1010,,40703
FY16-17,Expense,Human Services,2252,,153893
FY16-17,Expense,Human Services,2252,,4728
FY16-17,Expense,Human Services,2252,,500
FY16-17,Expense,Human Services,2252,,3000
FY16-17,Expense,Human Services,2252,,4681
FY16-17,Expense,Human Services,2252,,14781
FY16-17,Expense,Human Services,2252,,22850
FY16-17,Expense,Human Services,2252,,12952
FY16-17,Expense,Human Services,2252,,15920
FY16-17,Expense,Human Services,2252,,51359
FY16-17,Expense,Human Services,2152,,13215
FY16-17,Expense,Human Services,2252,,156542
FY16-17,Expense,Human Services,2252,,40368
FY16-17,Expense,Human Services,2252,,18535
FY16-17,Expense,Human Services,2252,,34516
FY16-17,Expense,Human Services,2252,,18704
FY16-17,Expense,Human Services,2252,,5
FY16-17,Expense,Human Services,2252,,743
FY16-17,Expense,Human Services,2252,,63348
FY16-17,Expense,Human Services,2152,,30242
FY16-17,Expense,Human Services,2252,,80
FY16-17,Expense,Human Services,2252,,22965
FY16-17,Expense,Human Services,2252,,1000
FY16-17,Expense,Human Services,2252,,453756
FY16-17,Expense,Human Services,2252,,11251
FY16-17,Expense,Human Services,2252,,1917314
FY16-17,Expense,Human Services,2252,,7913
FY16-17,Expense,Human Services,2252,,12352
FY16-17,Expense,Human Services,2252,,79073
FY16-17,Expense,Human Services,2252,,20373
FY16-17,Expense,Human Services,2252,,25242
FY16-17,Expense,Human Services,2252,,175000
FY16-17,Expense,Human Services,2252,,900000
FY16-17,Expense,Human Services,1010,,12089
FY16-17,Expense,Human Services,1010,,10
FY16-17,Expense,Human Services,2252,,40000
FY16-17,Expense,Human Services,2252,,490
FY16-17,Expense,Human Services,1010,,18688
FY16-17,Expense,Human Services,2252,,64000
FY16-17,Expense,Human Services,2252,,12233
FY16-17,Expense,Human Services,2252,,500
FY16-17,Expense,Human Services,2252,,333000
FY16-17,Expense,Human Services,2252,,310800
FY16-17,Expense,Human Services,2252,,73
FY16-17,Expense,Human Services,1010,,100000
FY16-17,Expense,Human Services,2128,,9953
FY16-17,Expense,Human Services,2128,,38704
FY16-17,Expense,Human Services,2128,,33511
FY16-17,Expense,Human Services,2128,,19533
FY16-17,Expense,Human Services,2128,,17771
FY16-17,Expense,Human Services,2128,,750
FY16-17,Expense,Human Services,2128,,750
FY16-17,Expense,Human Services,2128,,825
FY16-17,Expense,Human Services,2128,,100
FY16-17,Expense,Human Services,2128,,1250
FY16-17,Expense,Human Services,2128,,31555
FY16-17,Expense,Human Services,2128,,11496
FY16-17,Expense,Human Services,2128,,16912
FY16-17,Expense,Human Services,2128,,750
FY16-17,Expense,Human Services,2128,,750
FY16-17,Expense,Human Services,2128,,500
FY16-17,Expense,Human Services,2128,,1170
FY16-17,Expense,Human Services,2128,,12111
FY16-17,Expense,Human Services,2128,,15386
FY16-17,Expense,Human Services,2128,,11000
FY16-17,Expense,Human Services,2128,,42652
FY16-17,Expense,Human Services,2128,,46881
FY16-17,Expense,Human Services,2128,,92894
FY16-17,Expense,Human Services,2128,,15000
FY16-17,Expense,Human Services,2128,,15386
FY16-17,Expense,Human Services,2128,,1500
FY16-17,Expense,Human Services,2128,,200
FY16-17,Expense,Human Services,2128,,825
FY16-17,Expense,Human Services,2128,,1500
FY16-17,Expense,Human Services,2128,,33511
FY16-17,Expense,Human Services,2128,,55234
FY16-17,Expense,Human Services,2128,,21199
FY16-17,Expense,Human Services,2128,,47306
FY16-17,Expense,Human Services,2128,,16912
FY16-17,Expense,Human Services,2128,,1000
FY16-17,Expense,Human Services,2128,,2500
FY16-17,Expense,Human Services,2128,,687324
FY16-17,Expense,Human Services,2128,,1500
FY16-17,Expense,Human Services,2128,,27591
FY16-17,Expense,Human Services,2128,,9953
FY16-17,Expense,Human Services,2103,,2222
FY16-17,Expense,Human Services,1010,,179310
FY16-17,Expense,Human Services,2108,,111132
FY16-17,Expense,Human Services,2103,,580
FY16-17,Expense,Human Services,2108,,247391
FY16-17,Expense,Human Services,2160,,798
FY16-17,Expense,Human Services,2108,,242039
FY16-17,Expense,Human Services,2103,,8662
FY16-17,Expense,Human Services,2103,,501
FY16-17,Expense,Human Services,2103,,5110
FY16-17,Expense,Human Services,2103,,15754
FY16-17,Expense,Human Services,1010,,85758
FY16-17,Expense,Human Services,1010,,17069
FY16-17,Expense,Human Services,1010,,46734
FY16-17,Expense,Human Services,2103,,1914560
FY16-17,Expense,Human Services,2103,,1437
FY16-17,Expense,Human Services,2103,,6176
FY16-17,Expense,Human Services,1010,,30231
FY16-17,Expense,Human Services,2103,,-76145
FY16-17,Expense,Human Services,1010,,248000
FY16-17,Expense,Human Services,2108,,53339
FY16-17,Expense,Human Services,1010,,52750
FY16-17,Expense,Human Services,2103,,93684
FY16-17,Expense,Human Services,2103,,14984
FY16-17,Expense,Human Services,2103,,12221
FY16-17,Expense,Human Services,2103,,31687
FY16-17,Expense,Human Services,2103,,154996
FY16-17,Expense,Human Services,2103,,7591
FY16-17,Expense,Human Services,2103,,7951
FY16-17,Expense,Human Services,2103,,1688
FY16-17,Expense,Human Services,2103,,4679
FY16-17,Expense,Human Services,2103,,4552
FY16-17,Expense,Human Services,1720,,60000
FY16-17,Expense,Human Services,2103,,737
FY16-17,Expense,Human Services,2103,,100022
FY16-17,Expense,Human Services,2103,,3225
FY16-17,Expense,Human Services,2103,,1005
FY16-17,Expense,Human Services,2108,,4080
FY16-17,Expense,Human Services,2103,,2442
FY16-17,Expense,Human Services,2103,,130
FY16-17,Expense,Human Services,2103,,5980
FY16-17,Expense,Human Services,2103,,-5704
FY16-17,Expense,Human Services,2160,,238544
FY16-17,Expense,Human Services,2103,,5392
FY16-17,Expense,Human Services,2103,,607091
FY16-17,Expense,Human Services,2108,,510
FY16-17,Expense,Human Services,2103,,2785
FY16-17,Expense,Human Services,2103,,7624
FY16-17,Expense,Human Services,2103,,3725
FY16-17,Expense,Human Services,2103,,80811
FY16-17,Expense,Human Services,2103,,5837
FY16-17,Expense,Human Services,2103,,43456
FY16-17,Expense,Human Services,1010,,51366
FY16-17,Expense,Human Services,2103,,10184
FY16-17,Expense,Human Services,2103,,116059
FY16-17,Expense,Human Services,2103,,227000
FY16-17,Expense,Human Services,2103,,2192
FY16-17,Expense,Human Services,1010,,100000
FY16-17,Expense,Human Services,1010,,101782
FY16-17,Expense,Human Services,2103,,1238
FY16-17,Expense,Human Services,2103,,4450
FY16-17,Expense,Human Services,2103,,7562
FY16-17,Expense,Human Services,2103,,283
FY16-17,Expense,Human Services,2103,,634038
FY16-17,Expense,Human Services,2103,,16606
FY16-17,Expense,Human Services,2103,,13650
FY16-17,Expense,Human Services,1010,,2747
FY16-17,Expense,Human Services,2160,,291
FY16-17,Expense,Human Services,2103,,775
FY16-17,Expense,Human Services,2103,,1010029
FY16-17,Expense,Human Services,2103,,23043
FY16-17,Expense,Human Services,2108,,1271
FY16-17,Expense,Human Services,2103,,5704
FY16-17,Expense,Human Services,1010,,380
FY16-17,Expense,Human Services,2160,,5962
FY16-17,Expense,Human Services,2160,,877
FY16-17,Expense,Human Services,2108,,110
FY16-17,Expense,Human Services,2103,,3388
FY16-17,Expense,Human Services,2103,,7233
FY16-17,Expense,Human Services,2103,,6880
FY16-17,Expense,Human Services,2160,,516
FY16-17,Expense,Human Services,2108,,3778
FY16-17,Expense,Human Services,2108,,40591
FY16-17,Expense,Human Services,2108,,71889
FY16-17,Expense,Human Services,2103,,184687
FY16-17,Expense,Human Services,2103,,7256
FY16-17,Expense,Human Services,2108,,309
FY16-17,Expense,Human Services,2108,,14431
FY16-17,Expense,Human Services,2103,,4839
FY16-17,Expense,Human Services,2103,,8379
FY16-17,Expense,Human Services,2103,,3324
FY16-17,Expense,Human Services,2103,,139732
FY16-17,Expense,Human Services,2103,,332273
FY16-17,Expense,Human Services,2103,,7380
FY16-17,Expense,Human Services,2103,,11732
FY16-17,Expense,Human Services,2103,,15913
FY16-17,Expense,Human Services,2103,,6884
FY16-17,Expense,Human Services,2108,,122150
FY16-17,Expense,Human Services,2103,,852
FY16-17,Expense,Human Services,2103,,4932
FY16-17,Expense,Human Services,2160,,336
FY16-17,Expense,Human Services,2160,,759
FY16-17,Expense,Human Services,2160,,1737
FY16-17,Expense,Human Services,2108,,105762
FY16-17,Expense,Human Services,2103,,2642
FY16-17,Expense,Human Services,2160,,139243
FY16-17,Expense,Planning & Building,2415,,201076
FY16-17,Expense,Planning & Building,2415,,418463
FY16-17,Expense,Planning & Building,2415,,25770
FY16-17,Expense,Planning & Building,2415,,643286
FY16-17,Expense,Planning & Building,2415,,531582
FY16-17,Expense,Planning & Building,2415,,143172
FY16-17,Expense,Planning & Building,1010,,24093
FY16-17,Expense,Planning & Building,2415,,15920
FY16-17,Expense,Planning & Building,2415,,118340
FY16-17,Expense,Planning & Building,2415,,72255
FY16-17,Expense,Planning & Building,2415,,10276
FY16-17,Expense,Planning & Building,2415,,16000
FY16-17,Expense,Planning & Building,2415,,7820
FY16-17,Expense,Planning & Building,2415,,824091
FY16-17,Expense,Planning & Building,2415,,162240
FY16-17,Expense,Planning & Building,2415,,100000
FY16-17,Expense,Planning & Building,2415,,39981
FY16-17,Expense,Planning & Building,2415,,182936
FY16-17,Expense,Planning & Building,2415,,150000
FY16-17,Expense,Planning & Building,2415,,398429
FY16-17,Expense,Planning & Building,2415,,22060
FY16-17,Expense,Planning & Building,2415,,6819
FY16-17,Expense,Planning & Building,2415,,23442
FY16-17,Expense,Planning & Building,2415,,119814
FY16-17,Expense,Planning & Building,2415,,111261
FY16-17,Expense,Planning & Building,2415,,65737
FY16-17,Expense,Planning & Building,1010,,1555
FY16-17,Expense,Planning & Building,2415,,4200
FY16-17,Expense,Planning & Building,2415,,611942
FY16-17,Expense,Planning & Building,2415,,42525
FY16-17,Expense,Planning & Building,2415,,34930
FY16-17,Expense,Planning & Building,2415,,96678
FY16-17,Expense,Planning & Building,2415,,46711
FY16-17,Expense,Planning & Building,2415,,102460
FY16-17,Expense,Planning & Building,2415,,37660
FY16-17,Expense,Planning & Building,2415,,52340
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,1000
FY16-17,Expense,Planning & Building,2415,,1000000
FY16-17,Expense,Planning & Building,2415,,121445
FY16-17,Expense,Planning & Building,2415,,7100
FY16-17,Expense,Planning & Building,2415,,37117
FY16-17,Expense,Planning & Building,2415,,10000
FY16-17,Expense,Planning & Building,2415,,40669
FY16-17,Expense,Planning & Building,2415,,63314
FY16-17,Expense,Planning & Building,2415,,200
FY16-17,Expense,Planning & Building,2415,,1000
FY16-17,Expense,Planning & Building,2415,,669708
FY16-17,Expense,Planning & Building,2415,,1177
FY16-17,Expense,Planning & Building,2415,,1200
FY16-17,Expense,Planning & Building,2415,,3576
FY16-17,Expense,Planning & Building,2415,,55761
FY16-17,Expense,Planning & Building,2415,,337981
FY16-17,Expense,Planning & Building,2415,,1300
FY16-17,Expense,Planning & Building,2415,,1500
FY16-17,Expense,Planning & Building,2415,,175295
FY16-17,Expense,Planning & Building,2415,,500
FY16-17,Expense,Planning & Building,2415,,192676
FY16-17,Expense,Planning & Building,2415,,113398
FY16-17,Expense,Planning & Building,2415,,2500
FY16-17,Expense,Planning & Building,2415,,4200
FY16-17,Expense,Planning & Building,2415,,4884
FY16-17,Expense,Planning & Building,2415,,145701
FY16-17,Expense,Planning & Building,2415,,-1000000
FY16-17,Expense,Planning & Building,2415,,106613
