budget_year,department,fund_code,account_type,account_category,amount
FY14-15,Administrative Services,4210,Expense,,221154
FY14-15,Administrative Services,4200,Expense,,8160
FY14-15,Administrative Services,4200,Expense,,2500
FY14-15,Administrative Services,4200,Expense,,1525
FY14-15,Administrative Services,4200,Expense,,235700
FY14-15,Administrative Services,4200,Expense,,300000
FY14-15,Administrative Services,4200,Expense,,66481
FY14-15,Administrative Services,4200,Expense,,142
FY14-15,Administrative Services,4200,Expense,,19126
FY14-15,Administrative Services,4200,Expense,,5000
FY14-15,Administrative Services,4200,Expense,,21600
FY14-15,Administrative Services,4200,Expense,,1560
FY14-15,Administrative Services,4200,Expense,,166410
FY14-15,Administrative Services,4200,Expense,,10
FY14-15,Administrative Services,4200,Expense,,1200000
FY14-15,Administrative Services,4200,Expense,,5000
FY14-15,Administrative Services,4200,Expense,,68760
FY14-15,Administrative Services,4200,Expense,,-4000
FY14-15,Administrative Services,4200,Expense,,-3000
FY14-15,Administrative Services,4200,Expense,,165240
FY14-15,Administrative Services,4200,Expense,,768
FY14-15,Administrative Services,4200,Expense,,28131
FY14-15,Administrative Services,4200,Expense,,599
FY14-15,Administrative Services,4210,Expense,,1806
FY14-15,Administrative Services,1010,Expense,,53425
FY14-15,Administrative Services,1010,Expense,,380045
FY14-15,Administrative Services,1010,Expense,,120
FY14-15,Administrative Services,1010,Expense,,14763
FY14-15,Administrative Services,1010,Expense,,105014
FY14-15,Administrative Services,1010,Expense,,19843
FY14-15,Administrative Services,1010,Expense,,141151
FY14-15,Administrative Services,1010,Expense,,26969
FY14-15,Administrative Services,1010,Expense,,191842
FY14-15,Administrative Services,1760,Expense,,44
FY14-15,Administrative Services,2241,Expense,,110337
FY14-15,Administrative Services,2241,Expense,,30489
FY14-15,Administrative Services,2241,Expense,,40980
FY14-15,Administrative Services,2241,Expense,,55697
FY14-15,Administrative Services,7760,Expense,,53982
FY14-15,Administrative Services,7760,Expense,,14916
FY14-15,Administrative Services,7760,Expense,,20049
FY14-15,Administrative Services,7760,Expense,,27249
FY14-15,Administrative Services,1010,Expense,,319325
FY14-15,Administrative Services,1010,Expense,,640
FY14-15,Administrative Services,1010,Expense,,88236
FY14-15,Administrative Services,1010,Expense,,118600
FY14-15,Administrative Services,1010,Expense,,161191
FY14-15,Administrative Services,4200,Expense,,510
FY14-15,Administrative Services,1010,Expense,,290837
FY14-15,Administrative Services,1010,Expense,,80364
FY14-15,Administrative Services,1010,Expense,,108021
FY14-15,Administrative Services,1010,Expense,,146810
FY14-15,Administrative Services,4200,Expense,,15540
FY14-15,Administrative Services,4200,Expense,,4294
FY14-15,Administrative Services,4200,Expense,,5772
FY14-15,Administrative Services,4200,Expense,,7844
FY14-15,Administrative Services,1010,Expense,,740
FY14-15,Administrative Services,1010,Expense,,1240
FY14-15,Administrative Services,1010,Expense,,5000
FY14-15,Administrative Services,1010,Expense,,-210
FY14-15,Administrative Services,1010,Expense,,16280
FY14-15,Administrative Services,1010,Expense,,-1000
FY14-15,Administrative Services,1010,Expense,,642591
FY14-15,Administrative Services,1010,Expense,,177561
FY14-15,Administrative Services,1010,Expense,,238663
FY14-15,Administrative Services,1010,Expense,,324370
FY14-15,Administrative Services,1010,Expense,,1120
FY14-15,Administrative Services,1010,Expense,,1580
FY14-15,Administrative Services,1010,Expense,,1800
FY14-15,Administrative Services,1010,Expense,,1500
FY14-15,Administrative Services,1010,Expense,,-210
FY14-15,Administrative Services,1010,Expense,,24690
FY14-15,Administrative Services,1010,Expense,,1780
FY14-15,Administrative Services,1010,Expense,,-1000
FY14-15,Administrative Services,4200,Expense,,62345
FY14-15,Administrative Services,4200,Expense,,17227
FY14-15,Administrative Services,4200,Expense,,23155
FY14-15,Administrative Services,4200,Expense,,31471
FY14-15,Administrative Services,1010,Expense,,4520
FY14-15,Administrative Services,1010,Expense,,1400
FY14-15,Administrative Services,1010,Expense,,1650
FY14-15,Administrative Services,1010,Expense,,-210
FY14-15,Administrative Services,1010,Expense,,72430
FY14-15,Administrative Services,1010,Expense,,39760
FY14-15,Administrative Services,1010,Expense,,91420
FY14-15,Administrative Services,1010,Expense,,93100
FY14-15,Administrative Services,1010,Expense,,-2000
FY14-15,Administrative Services,1010,Expense,,4
FY14-15,Administrative Services,1010,Expense,,683779
FY14-15,Administrative Services,1010,Expense,,2100
FY14-15,Administrative Services,1010,Expense,,188944
FY14-15,Administrative Services,1010,Expense,,253963
FY14-15,Administrative Services,1010,Expense,,345162
FY14-15,Administrative Services,1010,Expense,,470
FY14-15,Administrative Services,1010,Expense,,1000
FY14-15,Administrative Services,1010,Expense,,9500
FY14-15,Administrative Services,1760,Expense,,19273
FY14-15,Administrative Services,1760,Expense,,5326
FY14-15,Administrative Services,1760,Expense,,7158
FY14-15,Administrative Services,1760,Expense,,9729
FY14-15,Administrative Services,2415,Expense,,18707
FY14-15,Administrative Services,2415,Expense,,5169
FY14-15,Administrative Services,2415,Expense,,6948
FY14-15,Administrative Services,2415,Expense,,9443
FY14-15,Administrative Services,3100,Expense,,72536
FY14-15,Administrative Services,3100,Expense,,6890
FY14-15,Administrative Services,3100,Expense,,20043
FY14-15,Administrative Services,3100,Expense,,1904
FY14-15,Administrative Services,3100,Expense,,26940
FY14-15,Administrative Services,3100,Expense,,2559
FY14-15,Administrative Services,3100,Expense,,36615
FY14-15,Administrative Services,3100,Expense,,3478
FY14-15,Administrative Services,4200,Expense,,18707
FY14-15,Administrative Services,4200,Expense,,62338
FY14-15,Administrative Services,4200,Expense,,2100
FY14-15,Administrative Services,4200,Expense,,5169
FY14-15,Administrative Services,4200,Expense,,17226
FY14-15,Administrative Services,4200,Expense,,6948
FY14-15,Administrative Services,4200,Expense,,23153
FY14-15,Administrative Services,4200,Expense,,9443
FY14-15,Administrative Services,4200,Expense,,31467
FY14-15,Administrative Services,7760,Expense,,62013
FY14-15,Administrative Services,7760,Expense,,17136
FY14-15,Administrative Services,7760,Expense,,23032
FY14-15,Administrative Services,7760,Expense,,31303
FY14-15,Administrative Services,7760,Expense,,-133484
FY14-15,Administrative Services,1010,Expense,,1120
FY14-15,Administrative Services,1010,Expense,,1370
FY14-15,Administrative Services,1010,Expense,,1000
FY14-15,Administrative Services,1010,Expense,,210
FY14-15,Administrative Services,1010,Expense,,4930
FY14-15,Administrative Services,1010,Expense,,45582
FY14-15,Administrative Services,1010,Expense,,12595
FY14-15,Administrative Services,1010,Expense,,16929
FY14-15,Administrative Services,1010,Expense,,23009
FY14-15,Administrative Services,1760,Expense,,30388
FY14-15,Administrative Services,1760,Expense,,8397
FY14-15,Administrative Services,1760,Expense,,11286
FY14-15,Administrative Services,1760,Expense,,15339
FY14-15,Administrative Services,2415,Expense,,107704
FY14-15,Administrative Services,2415,Expense,,29761
FY14-15,Administrative Services,2415,Expense,,40002
FY14-15,Administrative Services,2415,Expense,,54367
FY14-15,Administrative Services,1010,Expense,,338874
FY14-15,Administrative Services,1010,Expense,,93639
FY14-15,Administrative Services,1010,Expense,,125860
FY14-15,Administrative Services,1010,Expense,,171059
FY14-15,Administrative Services,1010,Expense,,228119
FY14-15,Administrative Services,1010,Expense,,63034
FY14-15,Administrative Services,1010,Expense,,84725
FY14-15,Administrative Services,1010,Expense,,115151
FY14-15,Administrative Services,4200,Expense,,59824
FY14-15,Administrative Services,4200,Expense,,278432
FY14-15,Administrative Services,4200,Expense,,10836
FY14-15,Administrative Services,4200,Expense,,16531
FY14-15,Administrative Services,4200,Expense,,76937
FY14-15,Administrative Services,4200,Expense,,22219
FY14-15,Administrative Services,4200,Expense,,103412
FY14-15,Administrative Services,4200,Expense,,30199
FY14-15,Administrative Services,4200,Expense,,140549
FY14-15,Administrative Services,1010,Expense,,253689
FY14-15,Administrative Services,1010,Expense,,70100
FY14-15,Administrative Services,1010,Expense,,94222
FY14-15,Administrative Services,1010,Expense,,128058
FY14-15,Administrative Services,2411,Expense,,75970
FY14-15,Administrative Services,2411,Expense,,20992
FY14-15,Administrative Services,2411,Expense,,28216
FY14-15,Administrative Services,2411,Expense,,38348
FY14-15,Community Services,1010,Expense,,132224
FY14-15,Community Services,1010,Expense,,1650
FY14-15,Community Services,1010,Expense,,36536
FY14-15,Community Services,1010,Expense,,49110
FY14-15,Community Services,1010,Expense,,66744
FY14-15,Community Services,1010,Expense,,46000
FY14-15,Community Services,2251,Expense,,42296
FY14-15,Community Services,2251,Expense,,44519
FY14-15,Community Services,2251,Expense,,1650
FY14-15,Community Services,2251,Expense,,11687
FY14-15,Community Services,2251,Expense,,12302
FY14-15,Community Services,2251,Expense,,15709
FY14-15,Community Services,2251,Expense,,16535
FY14-15,Community Services,2251,Expense,,21350
FY14-15,Community Services,2251,Expense,,22473
FY14-15,Community Services,2251,Expense,,30840
FY14-15,Community Services,2251,Expense,,-219361
FY14-15,Library,1010,Expense,,254828
FY14-15,Library,1010,Expense,,7500
FY14-15,Library,1010,Expense,,3306
FY14-15,Library,1010,Expense,,70415
FY14-15,Library,1010,Expense,,94646
FY14-15,Library,1010,Expense,,128634
FY14-15,Library,1010,Expense,,8487
FY14-15,Library,2241,Expense,,83541
FY14-15,Library,2241,Expense,,25637
FY14-15,Library,2241,Expense,,4200
FY14-15,Library,2241,Expense,,23085
FY14-15,Library,2241,Expense,,31028
FY14-15,Library,2241,Expense,,44158
FY14-15,Library,2241,Expense,,961
FY14-15,Library,2241,Expense,,35000
FY14-15,Library,2241,Expense,,15077
FY14-15,Library,2993,Expense,,250000
FY14-15,Library,1010,Expense,,388819
FY14-15,Library,1010,Expense,,7500
FY14-15,Library,1010,Expense,,3489
FY14-15,Library,1010,Expense,,103582
FY14-15,Library,1010,Expense,,139227
FY14-15,Library,1010,Expense,,190305
FY14-15,Library,1010,Expense,,524
FY14-15,Library,1010,Expense,,6074
FY14-15,Library,1010,Expense,,97400
FY14-15,Library,1010,Expense,,30972
FY14-15,Library,2241,Expense,,59608
FY14-15,Library,2241,Expense,,71724
FY14-15,Library,2241,Expense,,126340
FY14-15,Library,2241,Expense,,10467
FY14-15,Library,2241,Expense,,16470
FY14-15,Library,2241,Expense,,24950
FY14-15,Library,2241,Expense,,22138
FY14-15,Library,2241,Expense,,33536
FY14-15,Library,2241,Expense,,30088
FY14-15,Library,2241,Expense,,53931
FY14-15,Library,2241,Expense,,4041
FY14-15,Library,2241,Expense,,149400
FY14-15,Library,2241,Expense,,41010
FY14-15,Library,2241,Expense,,28910
FY14-15,Library,2241,Expense,,800
FY14-15,Library,2241,Expense,,207400
FY14-15,Library,2241,Expense,,87660
FY14-15,Library,2241,Expense,,6450
FY14-15,Library,2241,Expense,,153070
FY14-15,Library,2241,Expense,,55140
FY14-15,Library,2241,Expense,,570
FY14-15,Library,2241,Expense,,19000
FY14-15,Library,2241,Expense,,26120
FY14-15,Library,2241,Expense,,41400
FY14-15,Library,2241,Expense,,4370
FY14-15,Library,2241,Expense,,11400
FY14-15,Library,2241,Expense,,10750
FY14-15,Library,2241,Expense,,1540
FY14-15,Library,2241,Expense,,31354
FY14-15,Library,2241,Expense,,2060
FY14-15,Library,2242,Expense,,715050
FY14-15,Library,7540,Expense,,103030
FY14-15,Library,7540,Expense,,7849
FY14-15,Library,1010,Expense,,37475
FY14-15,Library,1010,Expense,,47313
FY14-15,Library,1010,Expense,,3489
FY14-15,Library,1010,Expense,,10355
FY14-15,Library,1010,Expense,,13918
FY14-15,Library,1010,Expense,,22584
FY14-15,Library,1010,Expense,,1774
FY14-15,Library,2241,Expense,,122364
FY14-15,Library,2241,Expense,,4418
FY14-15,Library,2241,Expense,,33812
FY14-15,Library,2241,Expense,,45447
FY14-15,Library,2241,Expense,,61768
FY14-15,Library,2241,Expense,,149900
FY14-15,Library,2241,Expense,,70310
FY14-15,Library,2241,Expense,,20400
FY14-15,Library,2241,Expense,,59390
FY14-15,Library,1010,Expense,,153124
FY14-15,Library,1010,Expense,,42314
FY14-15,Library,1010,Expense,,56872
FY14-15,Library,1010,Expense,,77296
FY14-15,Library,2241,Expense,,203438
FY14-15,Library,2241,Expense,,144785
FY14-15,Library,2241,Expense,,17445
FY14-15,Library,2241,Expense,,4040
FY14-15,Library,2241,Expense,,56216
FY14-15,Library,2241,Expense,,75559
FY14-15,Library,2241,Expense,,113915
FY14-15,Library,2241,Expense,,5429
FY14-15,Library,2241,Expense,,42000
FY14-15,Library,2241,Expense,,78526
FY14-15,Library,2241,Expense,,21698
FY14-15,Library,2241,Expense,,29165
FY14-15,Library,2241,Expense,,39638
FY14-15,Library,2241,Expense,,30000
FY14-15,Library,2241,Expense,,28000
FY14-15,Library,1010,Expense,,149104
FY14-15,Library,1010,Expense,,41201
FY14-15,Library,1010,Expense,,55378
FY14-15,Library,1010,Expense,,75265
FY14-15,Library,2241,Expense,,161441
FY14-15,Library,2241,Expense,,88158
FY14-15,Library,2241,Expense,,6978
FY14-15,Library,2241,Expense,,700
FY14-15,Library,2241,Expense,,44611
FY14-15,Library,2241,Expense,,59960
FY14-15,Library,2241,Expense,,88326
FY14-15,Library,2241,Expense,,3306
FY14-15,Library,2241,Expense,,1393670
FY14-15,Library,2241,Expense,,18430
FY14-15,Library,2241,Expense,,240000
FY14-15,Library,2241,Expense,,168000
FY14-15,Library,2241,Expense,,1000
FY14-15,Library,1010,Expense,,118747
FY14-15,Library,1010,Expense,,5790
FY14-15,Library,1010,Expense,,470
FY14-15,Library,1010,Expense,,4200
FY14-15,Library,1010,Expense,,32813
FY14-15,Library,1010,Expense,,44104
FY14-15,Library,1010,Expense,,59942
FY14-15,Library,1010,Expense,,1173072
FY14-15,Library,1010,Expense,,41778
FY14-15,Library,1010,Expense,,3489
FY14-15,Library,1010,Expense,,3238
FY14-15,Library,1010,Expense,,1567
FY14-15,Library,2241,Expense,,239963
FY14-15,Library,2241,Expense,,17445
FY14-15,Library,2241,Expense,,18597
FY14-15,Library,2241,Expense,,8999
FY14-15,Library,2148,Expense,,42381
FY14-15,Library,2148,Expense,,6978
FY14-15,Library,2148,Expense,,3284
FY14-15,Library,2148,Expense,,1589
FY14-15,Library,2148,Expense,,149
FY14-15,Library,2241,Expense,,149987
FY14-15,Library,2241,Expense,,41445
FY14-15,Library,2241,Expense,,55706
FY14-15,Library,2241,Expense,,75711
FY14-15,Library,2241,Expense,,5000
FY14-15,Library,2241,Expense,,5000
FY14-15,Library,2241,Expense,,3000
FY14-15,Library,2241,Expense,,1000
FY14-15,Library,2241,Expense,,4000
FY14-15,Library,2241,Expense,,62468
FY14-15,Library,2241,Expense,,1650
FY14-15,Library,2241,Expense,,17261
FY14-15,Library,2241,Expense,,23201
FY14-15,Library,2241,Expense,,31533
FY14-15,Library,1010,Expense,,43693
FY14-15,Library,1010,Expense,,2788
FY14-15,Library,1010,Expense,,12074
FY14-15,Library,1010,Expense,,16228
FY14-15,Library,1010,Expense,,22056
FY14-15,Library,2241,Expense,,107330
FY14-15,Library,2241,Expense,,234943
FY14-15,Library,2241,Expense,,27912
FY14-15,Library,2241,Expense,,1040
FY14-15,Library,2241,Expense,,29659
FY14-15,Library,2241,Expense,,39864
FY14-15,Library,2241,Expense,,72389
FY14-15,Library,2241,Expense,,8810
FY14-15,Library,2241,Expense,,6074
FY14-15,Library,1010,Expense,,82449
FY14-15,Library,1010,Expense,,22783
FY14-15,Library,1010,Expense,,30623
FY14-15,Library,1010,Expense,,41619
FY14-15,Library,2241,Expense,,46463
FY14-15,Library,2241,Expense,,81875
FY14-15,Library,2241,Expense,,10467
FY14-15,Library,2241,Expense,,12839
FY14-15,Library,2241,Expense,,17257
FY14-15,Library,2241,Expense,,29799
FY14-15,Library,2241,Expense,,3071
FY14-15,Library,1010,Expense,,220578
FY14-15,Library,1010,Expense,,60952
FY14-15,Library,1010,Expense,,81926
FY14-15,Library,1010,Expense,,111345
FY14-15,Library,2241,Expense,,284848
FY14-15,Library,2241,Expense,,570
FY14-15,Library,2241,Expense,,3489
FY14-15,Library,2241,Expense,,3589
FY14-15,Library,2241,Expense,,78712
FY14-15,Library,2241,Expense,,105797
FY14-15,Library,2241,Expense,,143832
FY14-15,Library,2241,Expense,,21
FY14-15,Library,1010,Expense,,26216
FY14-15,Library,1010,Expense,,1673
FY14-15,Library,1010,Expense,,7244
FY14-15,Library,1010,Expense,,9737
FY14-15,Library,1010,Expense,,13233
FY14-15,Library,2241,Expense,,144602
FY14-15,Library,2241,Expense,,113548
FY14-15,Library,2241,Expense,,24423
FY14-15,Library,2241,Expense,,6283
FY14-15,Library,2241,Expense,,39958
FY14-15,Library,2241,Expense,,53707
FY14-15,Library,2241,Expense,,81795
FY14-15,Library,2241,Expense,,4257
FY14-15,Library,1010,Expense,,49205
FY14-15,Library,1010,Expense,,3489
FY14-15,Library,1010,Expense,,3813
FY14-15,Library,1010,Expense,,1845
FY14-15,Library,2241,Expense,,178000
FY14-15,Library,2241,Expense,,91080
FY14-15,Library,2241,Expense,,13956
FY14-15,Library,2241,Expense,,4068
FY14-15,Library,2241,Expense,,49187
FY14-15,Library,2241,Expense,,66110
FY14-15,Library,2241,Expense,,96911
FY14-15,Library,2241,Expense,,3415
FY14-15,Library,1010,Expense,,531948
FY14-15,Library,2241,Expense,,179569
FY14-15,Library,2241,Expense,,3300
FY14-15,Library,2241,Expense,,4650
FY14-15,Library,2241,Expense,,49618
FY14-15,Library,2241,Expense,,66693
FY14-15,Library,2241,Expense,,90644
FY14-15,Library,2241,Expense,,11173
FY14-15,Library,1010,Expense,,56233
FY14-15,Library,1010,Expense,,3589
FY14-15,Library,1010,Expense,,15539
FY14-15,Library,1010,Expense,,20886
FY14-15,Library,1010,Expense,,28386
FY14-15,Library,2241,Expense,,162842
FY14-15,Library,2241,Expense,,1650
FY14-15,Library,2241,Expense,,3589
FY14-15,Library,2241,Expense,,44997
FY14-15,Library,2241,Expense,,60481
FY14-15,Library,2241,Expense,,82201
FY14-15,Library,1010,Expense,,24905
FY14-15,Library,1010,Expense,,1589
FY14-15,Library,1010,Expense,,6882
FY14-15,Library,1010,Expense,,9250
FY14-15,Library,1010,Expense,,12572
FY14-15,Library,2241,Expense,,218263
FY14-15,Library,2241,Expense,,1650
FY14-15,Library,2241,Expense,,3160
FY14-15,Library,2241,Expense,,60313
FY14-15,Library,2241,Expense,,81067
FY14-15,Library,2241,Expense,,110176
FY14-15,Library,2241,Expense,,4100
FY14-15,Library,2241,Expense,,12290
FY14-15,Library,2241,Expense,,7170
FY14-15,Library,2241,Expense,,680
FY14-15,Library,2241,Expense,,1100
FY14-15,Library,2241,Expense,,3400
FY14-15,Library,2241,Expense,,8510
FY14-15,Library,2241,Expense,,3000
FY14-15,Library,2241,Expense,,152068
FY14-15,Library,2241,Expense,,35712
FY14-15,Library,2241,Expense,,1650
FY14-15,Library,2241,Expense,,3432
FY14-15,Library,2241,Expense,,6978
FY14-15,Library,2241,Expense,,3382
FY14-15,Library,2241,Expense,,42021
FY14-15,Library,2241,Expense,,56480
FY14-15,Library,2241,Expense,,79530
FY14-15,Library,2241,Expense,,1340
FY14-15,Library,2241,Expense,,21000
FY14-15,Library,2241,Expense,,37895
FY14-15,Library,1010,Expense,,47052
FY14-15,Library,1010,Expense,,56233
FY14-15,Library,1010,Expense,,13002
FY14-15,Library,1010,Expense,,15539
FY14-15,Library,1010,Expense,,17476
FY14-15,Library,1010,Expense,,20886
FY14-15,Library,1010,Expense,,23751
FY14-15,Library,1010,Expense,,28386
FY14-15,Library,2241,Expense,,195336
FY14-15,Library,2241,Expense,,97099
FY14-15,Library,2241,Expense,,13956
FY14-15,Library,2241,Expense,,3950
FY14-15,Library,2241,Expense,,53977
FY14-15,Library,2241,Expense,,72550
FY14-15,Library,2241,Expense,,106129
FY14-15,Library,2241,Expense,,3641
FY14-15,Library,2241,Expense,,108054
FY14-15,Library,1010,Expense,,16289
FY14-15,Library,1010,Expense,,44676
FY14-15,Library,1010,Expense,,4501
FY14-15,Library,1010,Expense,,12345
FY14-15,Library,1010,Expense,,6050
FY14-15,Library,1010,Expense,,16593
FY14-15,Library,1010,Expense,,8223
FY14-15,Library,1010,Expense,,22552
FY14-15,Library,1010,Expense,,121380
FY14-15,Library,2241,Expense,,168216
FY14-15,Library,2241,Expense,,74863
FY14-15,Library,2241,Expense,,1650
FY14-15,Library,2241,Expense,,10467
FY14-15,Library,2241,Expense,,7351
FY14-15,Library,2241,Expense,,46483
FY14-15,Library,2241,Expense,,62478
FY14-15,Library,2241,Expense,,90716
FY14-15,Library,2241,Expense,,2807
FY14-15,Library,2241,Expense,,22000
FY14-15,Library,2241,Expense,,33483
FY14-15,Library,1010,Expense,,95248
FY14-15,Library,1010,Expense,,13853
FY14-15,Library,1010,Expense,,1833
FY14-15,Library,1010,Expense,,3489
FY14-15,Library,1010,Expense,,3003
FY14-15,Library,1010,Expense,,26320
FY14-15,Library,1010,Expense,,35377
FY14-15,Library,1010,Expense,,49154
FY14-15,Library,1010,Expense,,519
FY14-15,Library,2241,Expense,,53764
FY14-15,Library,2241,Expense,,1599
FY14-15,Library,2241,Expense,,14856
FY14-15,Library,2241,Expense,,19968
FY14-15,Library,2241,Expense,,27140
FY14-15,Library,2241,Expense,,27000
FY14-15,Library,2241,Expense,,22553
FY14-15,Library,1010,Expense,,91889
FY14-15,Library,1010,Expense,,3432
FY14-15,Library,1010,Expense,,25392
FY14-15,Library,1010,Expense,,34129
FY14-15,Library,1010,Expense,,46385
FY14-15,Library,2241,Expense,,58642
FY14-15,Library,2241,Expense,,11883
FY14-15,Library,2241,Expense,,3489
FY14-15,Library,2241,Expense,,594
FY14-15,Library,2241,Expense,,16204
FY14-15,Library,2241,Expense,,21780
FY14-15,Library,2241,Expense,,30523
FY14-15,Library,2241,Expense,,446
FY14-15,Library,2241,Expense,,22800
FY14-15,Library,2241,Expense,,72731
FY14-15,Library,1010,Expense,,100909
FY14-15,Library,1010,Expense,,1833
FY14-15,Library,1010,Expense,,27884
FY14-15,Library,1010,Expense,,37479
FY14-15,Library,1010,Expense,,50938
FY14-15,Library,2241,Expense,,43693
FY14-15,Library,2241,Expense,,80006
FY14-15,Library,2241,Expense,,1599
FY14-15,Library,2241,Expense,,6978
FY14-15,Library,2241,Expense,,12074
FY14-15,Library,2241,Expense,,16228
FY14-15,Library,2241,Expense,,28257
FY14-15,Library,2241,Expense,,3000
FY14-15,Library,2241,Expense,,29783
FY14-15,Library,1010,Expense,,148122
FY14-15,Library,1010,Expense,,56233
FY14-15,Library,1010,Expense,,3589
FY14-15,Library,1010,Expense,,40931
FY14-15,Library,1010,Expense,,15539
FY14-15,Library,1010,Expense,,55015
FY14-15,Library,1010,Expense,,20886
FY14-15,Library,1010,Expense,,74771
FY14-15,Library,1010,Expense,,28386
FY14-15,Library,2241,Expense,,170910
FY14-15,Library,2241,Expense,,81819
FY14-15,Library,2241,Expense,,936
FY14-15,Library,2241,Expense,,13956
FY14-15,Library,2241,Expense,,47227
FY14-15,Library,2241,Expense,,63477
FY14-15,Library,2241,Expense,,92616
FY14-15,Library,2241,Expense,,3068
FY14-15,Library,2241,Expense,,15600
FY14-15,Library,2241,Expense,,188821
FY14-15,Library,2241,Expense,,500
FY14-15,Library,1010,Expense,,37475
FY14-15,Library,1010,Expense,,10355
FY14-15,Library,1010,Expense,,13918
FY14-15,Library,1010,Expense,,18917
FY14-15,Library,2241,Expense,,212955
FY14-15,Library,2241,Expense,,45024
FY14-15,Library,2241,Expense,,3432
FY14-15,Library,2241,Expense,,10467
FY14-15,Library,2241,Expense,,58845
FY14-15,Library,2241,Expense,,79093
FY14-15,Library,2241,Expense,,110987
FY14-15,Library,2241,Expense,,1688
FY14-15,Library,2241,Expense,,28018
FY14-15,Library,1010,Expense,,134881
FY14-15,Library,1010,Expense,,1650
FY14-15,Library,1010,Expense,,4085
FY14-15,Library,1010,Expense,,37272
FY14-15,Library,1010,Expense,,50097
FY14-15,Library,1010,Expense,,68086
FY14-15,Library,1010,Expense,,26069
FY14-15,Library,2241,Expense,,129202
FY14-15,Library,2241,Expense,,48196
FY14-15,Library,2241,Expense,,56422
FY14-15,Library,2241,Expense,,6978
FY14-15,Library,2241,Expense,,6811
FY14-15,Library,2241,Expense,,35702
FY14-15,Library,2241,Expense,,13318
FY14-15,Library,2241,Expense,,47987
FY14-15,Library,2241,Expense,,17901
FY14-15,Library,2241,Expense,,69592
FY14-15,Library,2241,Expense,,24329
FY14-15,Library,2241,Expense,,2116
FY14-15,Library,2241,Expense,,255660
FY14-15,Library,1010,Expense,,140649
FY14-15,Library,1010,Expense,,3489
FY14-15,Library,1010,Expense,,8413
FY14-15,Library,1010,Expense,,27613
FY14-15,Library,1010,Expense,,37114
FY14-15,Library,1010,Expense,,53598
FY14-15,Library,1010,Expense,,1527
FY14-15,Library,2241,Expense,,170563
FY14-15,Library,2241,Expense,,44676
FY14-15,Library,2241,Expense,,121819
FY14-15,Library,2241,Expense,,10467
FY14-15,Library,2241,Expense,,16976
FY14-15,Library,2241,Expense,,47132
FY14-15,Library,2241,Expense,,12345
FY14-15,Library,2241,Expense,,63349
FY14-15,Library,2241,Expense,,16593
FY14-15,Library,2241,Expense,,95540
FY14-15,Library,2241,Expense,,22552
FY14-15,Library,2241,Expense,,4568
FY14-15,Library,2241,Expense,,35868
FY14-15,Library,1010,Expense,,99623
FY14-15,Library,1010,Expense,,1599
FY14-15,Library,1010,Expense,,3489
FY14-15,Library,1010,Expense,,650
FY14-15,Library,1010,Expense,,24419
FY14-15,Library,1010,Expense,,32821
FY14-15,Library,1010,Expense,,45480
FY14-15,Library,1010,Expense,,422
FY14-15,Library,2241,Expense,,72522
FY14-15,Library,2241,Expense,,25532
FY14-15,Library,2241,Expense,,1833
FY14-15,Library,2241,Expense,,6978
FY14-15,Library,2241,Expense,,3827
FY14-15,Library,2241,Expense,,20040
FY14-15,Library,2241,Expense,,26936
FY14-15,Library,2241,Expense,,38587
FY14-15,Library,2241,Expense,,957
FY14-15,Library,2241,Expense,,58402
FY14-15,Library,1010,Expense,,176797
FY14-15,Library,1010,Expense,,3432
FY14-15,Library,1010,Expense,,6978
FY14-15,Library,1010,Expense,,40615
FY14-15,Library,1010,Expense,,54590
FY14-15,Library,1010,Expense,,76504
FY14-15,Library,1010,Expense,,1118
FY14-15,Library,2241,Expense,,46888
FY14-15,Library,2241,Expense,,13956
FY14-15,Library,2241,Expense,,3634
FY14-15,Library,2241,Expense,,1759
FY14-15,Library,2241,Expense,,50327
FY14-15,Library,1010,Expense,,56233
FY14-15,Library,1010,Expense,,15539
FY14-15,Library,1010,Expense,,20886
FY14-15,Library,1010,Expense,,28386
FY14-15,Library,1010,Expense,,134280
FY14-15,Library,2241,Expense,,152684
FY14-15,Library,2241,Expense,,145923
FY14-15,Library,2241,Expense,,1599
FY14-15,Library,2241,Expense,,10467
FY14-15,Library,2241,Expense,,11068
FY14-15,Library,2241,Expense,,42191
FY14-15,Library,2241,Expense,,56709
FY14-15,Library,2241,Expense,,88383
FY14-15,Library,2241,Expense,,5472
FY14-15,Library,2241,Expense,,40000
FY14-15,Library,2241,Expense,,11193
FY14-15,Library,1010,Expense,,91889
FY14-15,Library,1010,Expense,,3432
FY14-15,Library,1010,Expense,,25392
FY14-15,Library,1010,Expense,,34129
FY14-15,Library,1010,Expense,,46385
FY14-15,Library,2241,Expense,,60965
FY14-15,Library,2241,Expense,,12868
FY14-15,Library,2241,Expense,,6978
FY14-15,Library,2241,Expense,,1386
FY14-15,Library,2241,Expense,,16846
FY14-15,Library,2241,Expense,,22643
FY14-15,Library,2241,Expense,,31772
FY14-15,Library,2241,Expense,,483
FY14-15,Library,2241,Expense,,27000
FY14-15,Library,2241,Expense,,75866
FY14-15,Library,1010,Expense,,91889
FY14-15,Library,1010,Expense,,3432
FY14-15,Library,1010,Expense,,25392
FY14-15,Library,1010,Expense,,34129
