Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,136388
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,250787
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,1509
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7520,Supplies,18000
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,1194
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,108310
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8240,Fees,2300
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8450,Claims,18582
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8500,Telephone,5035
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8510,Postage,42016
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,11425
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,3743
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,8475
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,250
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9150,Memberships,7118
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,28844
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,104862
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9450,311 Call Center Services,49400
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,16065
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9480,Computer Services-from IT,71102
FY19,Expense,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,Capital Outlays,9805,Computer Equipment,10400
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,406276
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7105,Employers FICA,31076
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,65232
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,50384
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,92641
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,566
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7520,Supplies,15000
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,500
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,160000
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8011,Contract Employees-Temporary Services,10000
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8450,Claims,15520
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8505,Employee Phone Reimbursement,42
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8510,Postage,150
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8610,Transportation-Mileage Reimbursement,50
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,300
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,5500
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,6000
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9150,Memberships,3500
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,1557
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,20121
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9450,311 Call Center Services,173
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,10520
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9480,Computer Services-from IT,30125
FY19,Expense,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,Capital Outlays,9805,Computer Equipment,5253
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,158835
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Personnel Services,7105,Employers FICA,12166
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,23760
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,19687
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,36228
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,216
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Other Services and Charges,8505,Employee Phone Reimbursement,63
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,21218
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,4000
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Other Services and Charges,9150,Memberships,780
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,1565
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,16852
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,4008
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Other Services and Charges,9480,Computer Services-from IT,316707
FY19,Expense,Fiscal Services,Fiscal Services,Budget Office,3000 - Budget Office,1010,General Fund Operating,Capital Outlays,9805,Computer Equipment,1043
FY19,Expense,Fiscal Services,General Administration,Other Organization Support,1020 - Other Organization Support,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,502200
FY19,Expense,Fiscal Services,General Administration,Other Organization Support,1020 - Other Organization Support,1010,General Fund Operating,Supplies,7520,Supplies,10000
FY19,Expense,Fiscal Services,General Administration,Other Organization Support,1020 - Other Organization Support,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,2168781
FY19,Expense,Fiscal Services,General Administration,Other Organization Support,1020 - Other Organization Support,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,858
FY19,Expense,Fiscal Services,General Administration,Other Organization Support,1020 - Other Organization Support,1010,General Fund Operating,Other Services and Charges,9150,Memberships,62777
FY19,Expense,Fiscal Services,General Administration,Other Organization Support,1020 - Other Organization Support,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,9919
FY19,Expense,Fiscal Services,General Administration,Other Organization Support,1020 - Other Organization Support,1010,General Fund Operating,Other Services and Charges,9460,Engineering Services,135699
FY19,Expense,Fiscal Services,General Administration,Other Organization Support,1020 - Other Organization Support,1010,General Fund Operating,Other Financing,9955,Operating Trans-Misc,693611
FY19,Expense,Fiscal Services,General Administration,Subsidies,3000 - Subsidies,1010,General Fund Operating,Other Financing,9951,Operating Trans Out-Subsidies,16917356
FY19,Expense,Fiscal Services,General Administration,Subsidies,3000 - Subsidies,1010,General Fund Operating,Other Financing,9955,Operating Trans-Misc,850000
FY19,Expense,Fiscal Services,General Administration,Contingent Appropriation,4000 - Contingent Appropriation,1010,General Fund Operating,Other Financing,9951,Operating Trans Out-Subsidies,1500000
FY19,Expense,Fiscal Services,General Administration,Promotional & Advertising,6000 - Promotional & Advertising,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,50000
FY19,Expense,Fiscal Services,General Administration,Lease Agreement,8000 - Lease Agreement,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,510965
FY19,Expense,Fiscal Services,General Administration,Lease Agreement,8000 - Lease Agreement,1010,General Fund Operating,Other Services and Charges,9630,Property Taxes,5000
FY19,Expense,Fiscal Services,General Administration,Lease Agreement,8000 - Lease Agreement,1010,General Fund Operating,Debt Service,9930,Paying Agent Fees,4400
FY19,Expense,Fiscal Services,General Administration,Lease Agreement,8000 - Lease Agreement,1010,General Fund Operating,Other Financing,9951,Operating Trans Out-Subsidies,2820092
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,967327
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7025,Acting Assignment,15964
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7040,Temporary Noncontract Employees,44000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7055,Time & One-half,13000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7105,Employers FICA,79577
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,232560
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,119553
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,219883
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,2988
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7520,Supplies,32000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,4150
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,251000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8011,Contract Employees-Temporary Services,137000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8240,Fees,56000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8450,Claims,19006
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8500,Telephone,600
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8505,Employee Phone Reimbursement,600
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8510,Postage,70000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8520,"Internet Services, Etc.",2500
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,20000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,9000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,1000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,500
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9150,Memberships,1550
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9340,Maintenance Service,750
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,2563
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,78647
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9450,311 Call Center Services,1733
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,32324
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9480,Computer Services-from IT,40567
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Capital Outlays,9800,Furniture,50000
FY19,Expense,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,Capital Outlays,9805,Computer Equipment,10000
FY19,Expense,Fiscal Services,Income Tax,Supplemental,1020 - Supplemental,2300,Transformation Fund,Other Financing,9951,Operating Trans Out-Subsidies,1322437
FY19,Expense,Fiscal Services,Income Tax,Supplemental,1020 - Supplemental,2300,Transformation Fund,Other Financing,9953,Operating Trans-Capt Projects,4150000
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Personnel Services,7020,Full Time Employees,4920
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Personnel Services,7105,Employers FICA,372
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Personnel Services,7110,Hospitalization Insurance,720
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Personnel Services,7115,Retiree Health Care-OPEB,612
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Personnel Services,7120,Retirement Fund Contribution,1116
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Personnel Services,7135,Unemployment Compensation,12
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Supplies,7520,Supplies,10176
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Other Services and Charges,8010,Contractual Services,21930
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Other Services and Charges,8030,Administrative Services,33072
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Other Services and Charges,8405,Insurance Premium-2,6120
FY19,Expense,Other Activities,Downtown Improvement District,Administration,1000 - Administration,2510,DID-General,Other Services and Charges,9330,Software Maintenance Agreements,3060
FY19,Expense,Other Activities,Downtown Improvement District,Operations,2000 - Operations,2510,DID-General,Other Services and Charges,8010,Contractual Services,102000
FY19,Expense,Other Activities,Downtown Improvement District,Operations,2000 - Operations,2511,DID-Campau,Other Services and Charges,9210,Natural Gas,52500
FY19,Expense,Other Activities,Downtown Improvement District,Operations,2000 - Operations,2512,DID-Monroe Center,Other Services and Charges,9220,Steam,162225
FY19,Expense,Other Activities,Downtown Improvement District,Operations,2000 - Operations,2513,DID-Monument Park,Other Services and Charges,9220,Steam,16538
FY19,Expense,Other Activities,Downtown Improvement District,Operations,2000 - Operations,2510,DID-General,Other Financing,9952,Operating Transfers-A87 Cost,35423
FY19,Expense,Other Activities,Downtown Improvement District,Events and Communications,3000 - Events and Communications,2510,DID-General,Supplies,7520,Supplies,6630
FY19,Expense,Other Activities,Downtown Improvement District,Events and Communications,3000 - Events and Communications,2510,DID-General,Other Services and Charges,8010,Contractual Services,3570
FY19,Expense,Other Activities,Downtown Improvement District,Events and Communications,3000 - Events and Communications,2510,DID-General,Other Services and Charges,8030,Administrative Services,71400
FY19,Expense,Other Activities,Downtown Improvement District,Events and Communications,3000 - Events and Communications,2510,DID-General,Other Services and Charges,9010,Advertising - Any Media,7421
FY19,Expense,Other Activities,Downtown Improvement District,Maintenance and Beautification,4000 - Maintenance and Beautification,2510,DID-General,Other Services and Charges,8010,Contractual Services,494700
FY19,Expense,Other Activities,Downtown Improvement District,Maintenance and Beautification,4000 - Maintenance and Beautification,2510,DID-General,Other Services and Charges,8030,Administrative Services,30600
FY19,Expense,Other Activities,Downtown Improvement District,Maintenance and Beautification,4000 - Maintenance and Beautification,2510,DID-General,Other Services and Charges,9310,Equipment Repairs,3570
FY19,Expense,Other Activities,Historical Commission,Administration,1000 - Administration,1552,Historical Commission,Other Services and Charges,8010,Contractual Services,5400
FY19,Expense,Other Activities,Long Term Debt,Appropriation Lapse,2010 - Appropriation Lapse,1010,General Fund Operating,Other Financing,9959,Appropriation Lapse,-4000000
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7020,Full Time Employees,2521589
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7025,Acting Assignment,15300
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7040,Temporary Noncontract Employees,34444
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7050,Regular Hourly Rate,13260
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7055,Time & One-half,515000
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7105,Employers FICA,238334
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7110,Hospitalization Insurance,604800
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7115,Retiree Health Care-OPEB,313411
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7120,Retirement Fund Contribution,696616
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7135,Unemployment Compensation,3465
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Personnel Services,7165,Shift Differential,15300
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Supplies,7520,Supplies,28000
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Supplies,7910,Subscriptions and Publications,1000
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Services and Charges,8010,Contractual Services,6000
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Services and Charges,8450,Claims,52640
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Services and Charges,8500,Telephone,8000
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Services and Charges,9110,Other Travel & Training,2040
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Services and Charges,9150,Memberships,1500
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Services and Charges,9340,Maintenance Service,20000
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,141435
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Services and Charges,9470,Employee Parking,36855
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Services and Charges,9480,Computer Services-from IT,78308
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Capital Outlays,9760,Equipment,5100
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Capital Outlays,9800,Furniture,3060
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Financing,9952,Operating Transfers-A87 Cost,176838
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Financing,9955,Operating Trans-Misc,90661
FY19,Expense,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,Other Financing,9959,Appropriation Lapse,-125000
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,601961
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7050,Regular Hourly Rate,1020
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7055,Time & One-half,36059
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7105,Employers FICA,43699
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,93600
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,85155
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,147688
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,839
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7520,Supplies,5250
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,144000
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8400,Insurance Premiums,20432
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8450,Claims,820426
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9340,Maintenance Service,8432
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,20706
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9450,311 Call Center Services,10400
FY19,Expense,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9480,Computer Services-from IT,1198953
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,234518
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Personnel Services,7055,Time & One-half,12019
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Personnel Services,7105,Employers FICA,3596
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,43200
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,42439
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,60200
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,336
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Personnel Services,7165,Shift Differential,1632
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Supplies,7520,Supplies,25000
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,20000
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,13000
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,13806
FY19,Expense,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Capital Outlays,9840,Software,8000
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,205536
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Personnel Services,7050,Regular Hourly Rate,1020
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Personnel Services,7055,Time & One-half,18030
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Personnel Services,7105,Employers FICA,4980
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,36000
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,37266
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,54317
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,288
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Personnel Services,7175,Food-Clean-Car Allowance,1080
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,1000
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,10000
