Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY18,Expense,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Other Services and Charges,8010,Contractual Services,110000
FY18,Expense,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Other Services and Charges,8450,Claims,1285
FY18,Expense,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Other Services and Charges,9000,Printing & Publishing,5000
FY18,Expense,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Other Services and Charges,9450,311 Call Center Services,10540
FY18,Expense,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Other Services and Charges,9480,Computer Services-from IT,307
FY18,Expense,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,Capital Outlays,9880,Construction In Progress,100000
FY18,Expense,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,Other Financing,9955,Operating Trans-Misc,200000
FY18,Revenue,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,Other Financing Sources,6993,Operating Transfers-Capital Projects,300000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Supplies,7520,Supplies,1631800
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Debt Service,9910,Principal,495000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Debt Service,9920,Interest to Financial Institution,262325
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Debt Service,9930,Paying Agent Fees,1600
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Capital Outlays,9760,Equipment,75000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Financing,9951,Operating Trans Out-Subsidies,650000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Financing,9952,Operating Transfers-A87 Cost,89471
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Financing,9955,Operating Trans-Misc,23927
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Financing,9959,Appropriation Lapse,-282432
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7020,Full Time Employees,1258791
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7025,Acting Assignment,3000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7040,Temporary Noncontract Employees,32000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7055,Time & One-half,110000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7105,Employers FICA,107696
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7110,Hospitalization Insurance,319451
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7115,Retiree Health Care-OPEB,157336
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7120,Retirement Fund Contribution,307299
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7135,Unemployment Compensation,2963
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Personal Services,7165,Shift Differential,4000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,8010,Contractual Services,303927
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,8500,Telephone,10200
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,8505,Employee Phone Reimbursement,-60
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,8610,Transportation-Mileage Reimbursement,1000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9100,Professional Development,12000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9110,Other Travel & Training,4000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9150,Memberships,1000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9220,Steam,40000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9410,Equipment Rentals or Lease,121132
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,443317
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9440,Fleet Management Equipment Charges,1428181
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9450,311 Call Center Services,11005
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9460,Engineering Services,102000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9470,Employee Parking,371
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9480,Computer Services-from IT,49511
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,State Grants,5742,Gas-Weight Tax,8179010
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Revenues,6761,Reimbursements,250000
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Revenues,6771,Claims-Damage-Accident Billings,500
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Charges for Services,6260,Service Fees-General,700000
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Charges for Services,6291,Street Services for State of MI,205060
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Charges for Services,6423,Sale of Scrap Material,200
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Financing Sources,6995,Operating Transfers-Misc,800000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Supplies,7520,Supplies,1478700
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Supplies,7670,Clothing,1000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Capital Outlays,9760,Equipment,9600
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Financing,9952,Operating Transfers-A87 Cost,85096
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Financing,9959,Appropriation Lapse,-111404
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7020,Full Time Employees,713745
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7025,Acting Assignment,3000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7040,Temporary Noncontract Employees,3000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7055,Time & One-half,65000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7105,Employers FICA,60355
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7110,Hospitalization Insurance,183160
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7115,Retiree Health Care-OPEB,89220
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7120,Retirement Fund Contribution,174259
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7135,Unemployment Compensation,1106
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Personal Services,7165,Shift Differential,3200
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,8010,Contractual Services,190000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,8400,Insurance Premiums,1497
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,8500,Telephone,3052
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,8510,Postage,1056
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9100,Professional Development,6000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9110,Other Travel & Training,3000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9150,Memberships,150
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9200,Electricity,200
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9340,Maintenance Service,10000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9410,Equipment Rentals or Lease,33140
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,106771
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9440,Fleet Management Equipment Charges,435424
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9450,311 Call Center Services,4495
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9460,Engineering Services,2400
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9470,Employee Parking,1060
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9480,Computer Services-from IT,82451
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,State Grants,5742,Gas-Weight Tax,2726337
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Revenues,6761,Reimbursements,25000
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Charges for Services,6421,Sales-General,1000
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Financing Sources,6991,Operating Transfers-Subsidy,650000
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Financing Sources,6995,Operating Transfers-Misc,800000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets Operating,Debt Service,9910,Principal,18435000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets Operating,Debt Service,9920,Interest to Financial Institution,1072450
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets Operating,Other Financing,9953,Operating Trans-Capt Projects,300000
FY18,Expense,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets Operating,Other Financing,9955,Operating Trans-Misc,2083588
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets Operating,Taxes,4380,City Income Taxes,15159452
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets Operating,Taxes,4382,City Income Tax Refunds,-2193503
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets Operating,Taxes,4450,Penalty & Interest on Taxes,56474
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets Operating,Other Financing Sources,6995,Operating Transfers-Misc,2172824
FY18,Revenue,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets Operating,Investment Income & Rentals,6651,Interest on Investment,29605
FY18,Expense,Public Services,Streets,Local Projects,9030 - Local Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9885,Street Preventative Maintenance,112895
FY18,Expense,Public Services,Streets,Local Projects,9030 - Local Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9890,Street Rehabilitation,629669
FY18,Expense,Public Services,Streets,Local Projects,9030 - Local Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9895,Street Reconstruction,150665
FY18,Revenue,Public Services,Streets,Local Projects,9030 - Local Projects,4090,Vital Str Cap-Non Bond,Other Financing Sources,6993,Operating Transfers-Capital Projects,893229
FY18,Expense,Public Services,Streets,Bridge Projects,9040 - Bridge Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9880,Construction In Progress,50000
FY18,Revenue,Public Services,Streets,Bridge Projects,9040 - Bridge Projects,4090,Vital Str Cap-Non Bond,Other Financing Sources,6993,Operating Transfers-Capital Projects,50000
FY18,Expense,Public Services,Streets,Local Operations,6030 - Local Operations,2030,Local Streets,Capital Outlays,9885,Street Preventative Maintenance,1034546
FY18,Expense,Public Services,Streets,Local Operations,6030 - Local Operations,2030,Local Streets,Other Financing,9955,Operating Trans-Misc,800000
FY18,Revenue,Public Services,Streets,Local Operations,6030 - Local Operations,2030,Local Streets,State Grants,5742,Gas-Weight Tax,1834546
FY18,Expense,Public Services,Streets,Local Operations,6030 - Local Operations,2041,Vital Streets-Local,Other Financing,9953,Operating Trans-Capt Projects,893229
FY18,Expense,Public Services,Streets,Bridge Operations,6040 - Bridge Operations,2040,Vital Streets Operating,Other Financing,9953,Operating Trans-Capt Projects,50000
FY18,Expense,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9890,Street Rehabilitation,322293
FY18,Expense,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9895,Street Reconstruction,2850605
FY18,Revenue,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,Other Financing Sources,6993,Operating Transfers-Capital Projects,3172898
FY18,Expense,Public Services,Streets,Trunkline Projects,9060 - Trunkline Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9880,Construction In Progress,200000
FY18,Revenue,Public Services,Streets,Trunkline Projects,9060 - Trunkline Projects,4090,Vital Str Cap-Non Bond,Other Financing Sources,6993,Operating Transfers-Capital Projects,200000
FY18,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,Capital Outlays,9885,Street Preventative Maintenance,601180
FY18,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,Capital Outlays,9890,Street Rehabilitation,2120735
FY18,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,Capital Outlays,9895,Street Reconstruction,1678295
FY18,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,Other Financing,9955,Operating Trans-Misc,800000
FY18,Revenue,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,State Grants,5742,Gas-Weight Tax,5200211
FY18,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2040,Vital Streets Operating,Other Financing,9953,Operating Trans-Capt Projects,3172898
FY18,Expense,Public Services,Streets,Trunkline Operations,6060 - Trunkline Operations,2040,Vital Streets Operating,Other Financing,9953,Operating Trans-Capt Projects,200000
FY18,Expense,Public Services,Streets,Major Non-FAU Projects,9020 - Major Non-FAU Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9895,Street Reconstruction,199492
FY18,Revenue,Public Services,Streets,Major Non-FAU Projects,9020 - Major Non-FAU Projects,4090,Vital Str Cap-Non Bond,Other Financing Sources,6993,Operating Transfers-Capital Projects,199492
FY18,Expense,Public Services,Streets,Administration-Indirect,1010 - Administration-Indirect,2020,Major Streets,Other Services and Charges,8450,Claims,520767
FY18,Expense,Public Services,Streets,Traffic Safety Projects,9050 - Traffic Safety Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9880,Construction In Progress,277000
FY18,Revenue,Public Services,Streets,Traffic Safety Projects,9050 - Traffic Safety Projects,4090,Vital Str Cap-Non Bond,Other Financing Sources,6993,Operating Transfers-Capital Projects,277000
FY18,Expense,Public Services,Streets,Major Non-FAU Operations,6020 - Major Non-FAU Operations,2020,Major Streets,Capital Outlays,9895,Street Reconstruction,303428
FY18,Revenue,Public Services,Streets,Major Non-FAU Operations,6020 - Major Non-FAU Operations,2020,Major Streets,State Grants,5742,Gas-Weight Tax,303428
FY18,Expense,Public Services,Streets,Major Non-FAU Operations,6020 - Major Non-FAU Operations,2040,Vital Streets Operating,Other Financing,9953,Operating Trans-Capt Projects,199492
FY18,Revenue,Public Services,Streets,Street Maintenance-Admin,3010 - Street Maintenance-Admin,2020,Major Streets,Other Financing Sources,6995,Operating Transfers-Misc,160000
FY18,Revenue,Public Services,Streets,Street Maintenance-Admin,3010 - Street Maintenance-Admin,2030,Local Streets,Other Financing Sources,6995,Operating Transfers-Misc,40000
FY18,Expense,Public Services,Streets,Traffic Safety Operations,6050 - Traffic Safety Operations,2040,Vital Streets Operating,Other Financing,9953,Operating Trans-Capt Projects,277000
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,300
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7020,Full Time Employees,256812
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7105,Employers FICA,19646
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,98672
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,32333
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,63150
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,360
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8800,Community Promotion,1000
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,500
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,10000
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9150,Memberships,300
FY18,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9440,Fleet Management Equipment Charges,14639
FY18,Revenue,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Charges for Services,6260,Service Fees-General,375
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,75
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7020,Full Time Employees,259706
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7105,Employers FICA,19868
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,24668
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,32520
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,63517
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,362
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7175,Food-Clean-Car Allowance,8400
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,5000
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,1500
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9150,Memberships,2000
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Debt Service,9910,Principal,2180261
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Debt Service,9930,Paying Agent Fees,984090
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Other Financing,9951,Operating Trans Out-Subsidies,2362169
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Other Financing,9952,Operating Transfers-A87 Cost,46701
FY18,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Other Financing,9953,Operating Trans-Capt Projects,6978965
FY18,Revenue,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Other Financing Sources,6991,Operating Transfers-Subsidy,59611
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,150
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personal Services,7020,Full Time Employees,99670
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personal Services,7105,Employers FICA,7625
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,12334
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,12548
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,24509
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,140
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,40000
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,30000
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,500
FY18,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,9150,Memberships,250
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Supplies,7520,Supplies,6000
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Capital Outlays,9805,Computer Equipment,5000
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,22890
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8450,Claims,11838
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8500,Telephone,4500
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8505,Employee Phone Reimbursement,5204
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8510,Postage,800
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8800,Community Promotion,50000
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,200
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,8000
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9340,Maintenance Service,300
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,4000
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,108569
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9450,311 Call Center Services,1395
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,32869
FY18,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9480,Computer Services-from IT,48849
FY18,Revenue,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Revenues,6761,Reimbursements,480
FY18,Revenue,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Financing Sources,6991,Operating Transfers-Subsidy,75000
FY18,Expense,Executive Office,Executive Office,Capital Projects,9000 - Capital Projects,4011,Capital Reserve,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,166672
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,300
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personal Services,7020,Full Time Employees,250302
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personal Services,7105,Employers FICA,19148
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,37619
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,31483
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,61491
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,350
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,268423
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Other Services and Charges,8800,Community Promotion,10000
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,3000
FY18,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Other Services and Charges,9150,Memberships,1000
FY18,Revenue,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Other Financing Sources,6995,Operating Transfers-Misc,227423
FY18,Expense,Other Activities,Long Term Debt,Administration,1000 - Administration,1010,General Fund Operating,Other Financing,9959,Appropriation Lapse,-3500000
FY18,Expense,Other Activities,Historical Commission,Administration,1000 - Administration,1552,Historical Commission,Other Services and Charges,8010,Contractual Services,5400
FY18,Revenue,Other Activities,Historical Commission,Administration,1000 - Administration,1552,Historical Commission,Charges for Services,6260,Service Fees-General,4750
FY18,Expense,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8450,Claims,18780
FY18,Expense,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8500,Telephone,1500
