Budget type,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT
FY20,Public Services,Water,Lake MI Filtration Plant,6510 - Lake MI Filtration Plant,5910,Water Operations,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,2396
FY20,Public Services,Water,Lake MI Filtration Plant,6510 - Lake MI Filtration Plant,5910,Water Operations,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,47782
FY20,Public Services,Water,Lake MI Filtration Plant,6510 - Lake MI Filtration Plant,5910,Water Operations,Expense,Other Services and Charges,9470,Employee Parking,850
FY20,Public Services,Water,Lake MI Filtration Plant,6510 - Lake MI Filtration Plant,5910,Water Operations,Expense,Other Services and Charges,9480,Computer Services-from IT,151434
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Supplies,7520,Supplies,44000
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Capital Outlays,9760,Equipment,10000
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Financing,9955,Operating Trans-Misc,254106
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Financing,9959,Appropriation Lapse,-150000
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Personnel Services,7020,Full Time Employees,692755
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Personnel Services,7025,Acting Assignment,1200
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Personnel Services,7055,Time & One-half,65100
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Personnel Services,7105,Employers FICA,58089
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Personnel Services,7110,Hospitalization Insurance,194052
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Personnel Services,7115,Retiree Health Care-OPEB,59230
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Personnel Services,7120,Retirement Fund Contribution,156816
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Personnel Services,7135,Unemployment Compensation,956
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,8010,Contractual Services,1076550
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,8011,Contract Employees-Temporary Services,36958
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,8450,Claims,58527
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,8505,Employee Phone Reimbursement,48
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9010,Advertising - Any Media,25000
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9100,Professional Development,8250
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9110,Other Travel & Training,1000
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,8850
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,50525
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,1309289
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9450,311 Call Center Services,90430
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9470,Employee Parking,480
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9480,Computer Services-from IT,18216
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,52506
FY20,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,Revenue,Charges for Services,6445,Refuse-Carts,7713
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Supplies,7520,Supplies,2000
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Personnel Services,7020,Full Time Employees,72549
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Personnel Services,7055,Time & One-half,10000
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Personnel Services,7105,Employers FICA,6315
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Personnel Services,7110,Hospitalization Insurance,21564
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Personnel Services,7115,Retiree Health Care-OPEB,6199
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Personnel Services,7120,Retirement Fund Contribution,16411
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Personnel Services,7135,Unemployment Compensation,96
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Other Services and Charges,8010,Contractual Services,5000
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Other Services and Charges,8011,Contract Employees-Temporary Services,32966
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,1292
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,17465
FY20,Public Services,Refuse,Refuse Carts,4010 - Refuse Carts,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,13304
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Supplies,7520,Supplies,63500
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Supplies,7670,Clothing,8400
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Financing,9955,Operating Trans-Misc,254106
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Financing,9959,Appropriation Lapse,-200000
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Personnel Services,7020,Full Time Employees,757165
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Personnel Services,7025,Acting Assignment,3600
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Personnel Services,7055,Time & One-half,75000
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Personnel Services,7105,Employers FICA,63958
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Personnel Services,7110,Hospitalization Insurance,213288
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Personnel Services,7115,Retiree Health Care-OPEB,64742
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Personnel Services,7120,Retirement Fund Contribution,171383
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Personnel Services,7135,Unemployment Compensation,1049
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,8010,Contractual Services,1751730
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,8011,Contract Employees-Temporary Services,36958
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,8240,Fees,65000
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,8400,Insurance Premiums,374
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,8450,Claims,78035
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,8505,Employee Phone Reimbursement,60
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9010,Advertising - Any Media,5000
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9100,Professional Development,4500
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9110,Other Travel & Training,1000
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9150,Memberships,250
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9200,Electricity,720
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,22324
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,88855
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,1359016
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9450,311 Call Center Services,399827
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9470,Employee Parking,13720
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9480,Computer Services-from IT,24287
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,110564
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Revenue,Other Revenues,6921,Bad Check Fees,-600
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Revenue,Charges for Services,6260,Service Fees-General,10000
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Revenue,Charges for Services,6441,Refuse Cart Program,5248549
FY20,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,Revenue,Charges for Services,6443,Refuse-Bags,40000
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Personnel Services,7020,Full Time Employees,80202
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Personnel Services,7055,Time & One-half,6000
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Personnel Services,7105,Employers FICA,6594
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Personnel Services,7110,Hospitalization Insurance,24648
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Personnel Services,7115,Retiree Health Care-OPEB,6851
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Personnel Services,7120,Retirement Fund Contribution,18140
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Personnel Services,7135,Unemployment Compensation,108
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Other Services and Charges,8010,Contractual Services,2000
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Other Services and Charges,8011,Contract Employees-Temporary Services,32966
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,1776
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,24015
FY20,Public Services,Refuse,Recycling Carts,4030 - Recycling Carts,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,16653
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Personnel Services,7020,Full Time Employees,246464
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Personnel Services,7055,Time & One-half,35000
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Personnel Services,7105,Employers FICA,21834
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Personnel Services,7110,Hospitalization Insurance,68436
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Personnel Services,7115,Retiree Health Care-OPEB,21084
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Personnel Services,7120,Retirement Fund Contribution,55878
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Personnel Services,7135,Unemployment Compensation,348
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Personnel Services,7165,Shift Differential,3600
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Other Services and Charges,8010,Contractual Services,85000
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Other Services and Charges,8450,Claims,23410
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,76544
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,13067
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,277915
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Other Services and Charges,9450,311 Call Center Services,5119
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Other Services and Charges,9480,Computer Services-from IT,7286
FY20,Public Services,Refuse,Street Sweeping,1800 - Street Sweeping,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,33457
FY20,Public Services,Refuse,Yardwaste Carts,4020 - Yardwaste Carts,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,120
FY20,Public Services,Refuse,Yardwaste Carts,4020 - Yardwaste Carts,2260,Refuse Collection,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,2183
FY20,Public Services,Refuse,Yardwaste Carts,4020 - Yardwaste Carts,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,1116
FY20,Public Services,Refuse,Forestry-Millage,2100 - Forestry-Millage,2260,Refuse Collection,Expense,Other Financing,9955,Operating Trans-Misc,140000
FY20,Public Services,Refuse,Forestry-Millage,2100 - Forestry-Millage,2260,Refuse Collection,Expense,Other Services and Charges,8450,Claims,5852
FY20,Public Services,Refuse,Forestry-Millage,2100 - Forestry-Millage,2260,Refuse Collection,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,6969
FY20,Public Services,Refuse,Forestry-Millage,2100 - Forestry-Millage,2260,Refuse Collection,Expense,Other Services and Charges,9480,Computer Services-from IT,1821
FY20,Public Services,Refuse,Forestry-Millage,2100 - Forestry-Millage,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,8044
FY20,Public Services,Refuse,Graffiti-Millage,2000 - Graffiti-Millage,2260,Refuse Collection,Expense,Supplies,7520,Supplies,25000
FY20,Public Services,Refuse,Graffiti-Millage,2000 - Graffiti-Millage,2260,Refuse Collection,Expense,Other Services and Charges,8450,Claims,975
FY20,Public Services,Refuse,Graffiti-Millage,2000 - Graffiti-Millage,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,3935
FY20,Public Services,Refuse,Graffiti-Millage,2000 - Graffiti-Millage,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,4578
FY20,Public Services,Refuse,Graffiti-Millage,2000 - Graffiti-Millage,2260,Refuse Collection,Expense,Other Services and Charges,9450,311 Call Center Services,569
FY20,Public Services,Refuse,Graffiti-Millage,2000 - Graffiti-Millage,2260,Refuse Collection,Expense,Other Services and Charges,9480,Computer Services-from IT,304
FY20,Public Services,Refuse,Graffiti-Millage,2000 - Graffiti-Millage,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,1826
FY20,Public Services,Refuse,Bulk Items-Refuse,1300 - Bulk Items-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,8450,Claims,1951
FY20,Public Services,Refuse,Bulk Items-Refuse,1300 - Bulk Items-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,40024
FY20,Public Services,Refuse,Bulk Items-Refuse,1300 - Bulk Items-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,92745
FY20,Public Services,Refuse,Bulk Items-Refuse,1300 - Bulk Items-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,9450,311 Call Center Services,11375
FY20,Public Services,Refuse,Bulk Items-Refuse,1300 - Bulk Items-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,9480,Computer Services-from IT,607
FY20,Public Services,Refuse,Bulk Items-Refuse,1300 - Bulk Items-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,3257
FY20,Public Services,Refuse,Bulk Items-Refuse,1300 - Bulk Items-Refuse,2260,Refuse Collection,Revenue,Charges for Services,6260,Service Fees-General,4500
FY20,Public Services,Refuse,Bulk Items-Refuse,1300 - Bulk Items-Refuse,2260,Refuse Collection,Revenue,Charges for Services,6444,Refuse-Tags,190020
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Supplies,7520,Supplies,25000
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7020,Full Time Employees,54216
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7055,Time & One-half,3000
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7105,Employers FICA,4382
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7110,Hospitalization Insurance,15396
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7115,Retiree Health Care-OPEB,4632
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7120,Retirement Fund Contribution,12276
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7135,Unemployment Compensation,72
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,8010,Contractual Services,480480
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,8450,Claims,4877
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9200,Electricity,1092
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,2500
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,3484
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,39907
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9450,311 Call Center Services,14787
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9480,Computer Services-from IT,1518
FY20,Public Services,Refuse,Domtar-Yard Waste,1400 - Domtar-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,6760
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Supplies,7520,Supplies,61000
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7020,Full Time Employees,187998
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7025,Acting Assignment,15600
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7055,Time & One-half,16000
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7105,Employers FICA,16809
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7110,Hospitalization Insurance,50808
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7115,Retiree Health Care-OPEB,16072
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7120,Retirement Fund Contribution,42584
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Personnel Services,7135,Unemployment Compensation,252
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,8010,Contractual Services,37000
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,8450,Claims,19508
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,8500,Telephone,24
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,12756
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,11325
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,358968
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9450,311 Call Center Services,16304
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9480,Computer Services-from IT,6072
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,25612
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Revenue,Charges for Services,6442,Refuse-Yard Bags,561250
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Revenue,Charges for Services,6444,Refuse-Tags,242113
FY20,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,Revenue,Charges for Services,6445,Refuse-Carts,16935
FY20,Public Services,Refuse,Butterworth Landfill,3000 - Butterworth Landfill,2260,Refuse Collection,Expense,Other Services and Charges,8010,Contractual Services,125000
FY20,Public Services,Refuse,Butterworth Landfill,3000 - Butterworth Landfill,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,2961
FY20,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Expense,Supplies,7520,Supplies,25000
FY20,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Expense,Personnel Services,7055,Time & One-half,3500
FY20,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Expense,Personnel Services,7105,Employers FICA,268
FY20,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,8010,Contractual Services,160000
FY20,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,8450,Claims,1951
FY20,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,9450,311 Call Center Services,12133
FY20,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,9480,Computer Services-from IT,607
FY20,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Expense,Other Services and Charges,9510,A-87 Cost Allocation,1752
FY20,Public Services,Refuse,Neighborhood-Millage-Refuse,2200 - Neighborhood-Millage-Refuse,2260,Refuse Collection,Revenue,Charges for Services,6512,Special Event Fees,20000
FY20,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,Expense,Capital Outlays,9880,Construction In Progress,125000
FY20,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,Expense,Other Financing,9955,Operating Trans-Misc,200000
FY20,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,Revenue,Other Financing Sources,6993,Operating Transfers-Capital Projects,325000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Supplies,7520,Supplies,1727000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Supplies,7670,Clothing,20000
