AccountType,FiscalYear,FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,Budget
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,52340013,NONTARGET REPAIR LABOR,3821
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,52340016,MACHINERY AND EQUIPMENT MTCE,66831
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,52340019,BUILDING MAINTENANCE,15844
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,52340028,CUSTODIAL SERVICE,270106
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,52400007,OTHER EQUIPMENT RENTAL,2000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,52890001,OTHER SERVICES AND CHARGES,45752
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53010001,OFFICE SUPPLIES,1500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53010007,COMPUTER SUPPLIES,1500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53010013,NON-CAPITAL OFFICE MACHINES,1000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53040001,JANITOR SUPPLIES,2700
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53040013,REPAIR & MAINTENANCE PARTS,96590
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53040019,NONTARGET REPAIR PARTS,4271
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53040025,SMALL TOOLS & MINOR EQUIP,2748
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53040031,OTHER EQUIPMENT,1000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53890004,CLOTHING & OTHER,2399
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500208,GEN SVCS BUILDING REPAIR MAINT,35002,General Services Bldg Mgmt,53890022,OTHER SUPPLIES,3000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500211,GEN SVCS AQUATIC FACILITY SAFE,35002,General Services Bldg Mgmt,51000004,BUDGET-VACANCY DISCOUNT,-6697
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500211,GEN SVCS AQUATIC FACILITY SAFE,35002,General Services Bldg Mgmt,51010001,SALARIES AND WAGES,315662
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500211,GEN SVCS AQUATIC FACILITY SAFE,35002,General Services Bldg Mgmt,51070001,HEALTH AND WELFARE INSURANCE,57611
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3500211,GEN SVCS AQUATIC FACILITY SAFE,35002,General Services Bldg Mgmt,51070004,RETIREMENT PENSION CONTRIB,19180
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51010007,OVERTIME WAGES,607895
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51510016,MILEAGE REIMBURSEMENT NP,9000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52040004,PROFESSIONAL SVC-MEDICAL,1867
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52070004,"WATER, SEWER & REFUSE",4800
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52070007,NATURAL GAS,5000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52070010,TELEPHONE,4400
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52130001,MEMBERSHIPS,5450
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52280013,CHARGEBACK-PRINT SHOP,151506
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52400007,OTHER EQUIPMENT RENTAL,9657
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52890001,OTHER SERVICES AND CHARGES,25000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53010001,OFFICE SUPPLIES,7200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53010007,COMPUTER SUPPLIES,4200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53040013,REPAIR & MAINTENANCE PARTS,2485
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53040025,SMALL TOOLS & MINOR EQUIP,5600
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53890004,CLOTHING & OTHER,1400
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53890022,OTHER SUPPLIES,1600
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,59010097,TRANSFER TO MFA LEGAL SERVICE,200000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51010019,EMPLOYEE INCENTIVE,28950
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY,1891
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR,3792
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52340034,OTHER REPAIRS AND MAINTENANCE,5
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53040013,REPAIR & MAINTENANCE PARTS,11
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS,633
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51010007,OVERTIME WAGES,10416
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,52400007,OTHER EQUIPMENT RENTAL,5000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,52890001,OTHER SERVICES AND CHARGES,14934
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,53010001,OFFICE SUPPLIES,1250
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,53010016,NON-CAPITAL FURNITURE & FIXTUR,775
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,53890022,OTHER SUPPLIES,4235
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51010019,EMPLOYEE INCENTIVE,5850
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51010007,OVERTIME WAGES,5781
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51010019,EMPLOYEE INCENTIVE,7330
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,51010007,OVERTIME WAGES,6212
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52280022,CHARGEBACK FUEL,13280
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,53010001,OFFICE SUPPLIES,1000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,53010016,NON-CAPITAL FURNITURE & FIXTUR,6652
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,51010019,EMPLOYEE INCENTIVE,21540
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY,344
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR,690
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52340034,OTHER REPAIRS AND MAINTENANCE,1
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,53040013,REPAIR & MAINTENANCE PARTS,2
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS,114
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,51010007,OVERTIME WAGES,1147205
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52070001,ELECTRICITY,465000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52070004,"WATER, SEWER & REFUSE",28800
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52070007,NATURAL GAS,5000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52070010,TELEPHONE,6400
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52890001,OTHER SERVICES AND CHARGES,39248
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53010001,OFFICE SUPPLIES,15750
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53010007,COMPUTER SUPPLIES,1000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53010016,NON-CAPITAL FURNITURE & FIXTUR,8625
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53040001,JANITOR SUPPLIES,10000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53040013,REPAIR & MAINTENANCE PARTS,60725
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53040025,SMALL TOOLS & MINOR EQUIP,7974
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53040031,OTHER EQUIPMENT,8202
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53160004,UNIFORMS & EQUIPMENT,12000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53890004,CLOTHING & OTHER,9447
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53890022,OTHER SUPPLIES,6960
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,51010010,ACCRUED LEAVE PAYOUT,1051042
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,51010019,EMPLOYEE INCENTIVE,372553
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52000004,BUDGET-CONTINGENCY,40223
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52340013,NONTARGET REPAIR LABOR,80652
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52340034,OTHER REPAIRS AND MAINTENANCE,2527
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53040013,REPAIR & MAINTENANCE PARTS,5359
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53040019,NONTARGET REPAIR PARTS,98748
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,51010004,PART TIME & TEMPORARY WAGES,186251
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,51010007,OVERTIME WAGES,260650
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52340019,BUILDING MAINTENANCE,1463
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52890001,OTHER SERVICES AND CHARGES,3625
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53010001,OFFICE SUPPLIES,350
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53010007,COMPUTER SUPPLIES,600
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53010016,NON-CAPITAL FURNITURE & FIXTUR,1115
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53040013,REPAIR & MAINTENANCE PARTS,4707
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53040025,SMALL TOOLS & MINOR EQUIP,2975
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53040031,OTHER EQUIPMENT,2746
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53890004,CLOTHING & OTHER,2868
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53890022,OTHER SUPPLIES,5280
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,51010019,EMPLOYEE INCENTIVE,81343
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52000004,BUDGET-CONTINGENCY,2132
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52340013,NONTARGET REPAIR LABOR,4274
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52340034,OTHER REPAIRS AND MAINTENANCE,1454
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53040013,REPAIR & MAINTENANCE PARTS,3084
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53040019,NONTARGET REPAIR PARTS,51898
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,51010007,OVERTIME WAGES,4265
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,52890001,OTHER SERVICES AND CHARGES,59000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,53010007,COMPUTER SUPPLIES,200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,53010016,NON-CAPITAL FURNITURE & FIXTUR,255
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,53040013,REPAIR & MAINTENANCE PARTS,400
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,53040025,SMALL TOOLS & MINOR EQUIP,500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,53040031,OTHER EQUIPMENT,665
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,53890004,CLOTHING & OTHER,489
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,53890022,OTHER SUPPLIES,540
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,51010019,EMPLOYEE INCENTIVE,11568
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,52340034,OTHER REPAIRS AND MAINTENANCE,483
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,53040013,REPAIR & MAINTENANCE PARTS,1024
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,53040019,NONTARGET REPAIR PARTS,17062
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,51010007,OVERTIME WAGES,22413
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52010028,MISCELLANEOUS SRVCS CONTRACTS,457000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52890001,OTHER SERVICES AND CHARGES,200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53010001,OFFICE SUPPLIES,500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53010007,COMPUTER SUPPLIES,700
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53010013,NON-CAPITAL OFFICE MACHINES,500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53010016,NON-CAPITAL FURNITURE & FIXTUR,255
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53040013,REPAIR & MAINTENANCE PARTS,400
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53040025,SMALL TOOLS & MINOR EQUIP,2200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53040031,OTHER EQUIPMENT,665
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53890004,CLOTHING & OTHER,490
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53890022,OTHER SUPPLIES,540
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,51010019,EMPLOYEE INCENTIVE,40361
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52000004,BUDGET-CONTINGENCY,2200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52340013,NONTARGET REPAIR LABOR,4411
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52340034,OTHER REPAIRS AND MAINTENANCE,489
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53040013,REPAIR & MAINTENANCE PARTS,1037
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53040019,NONTARGET REPAIR PARTS,17798
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,51010007,OVERTIME WAGES,397513
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52040013,INVESTIGATIVE SERV,3200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52070004,"WATER, SEWER & REFUSE",9600
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52070007,NATURAL GAS,5000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52070010,TELEPHONE,3800
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52130001,MEMBERSHIPS,500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52340019,BUILDING MAINTENANCE,4338
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52400007,OTHER EQUIPMENT RENTAL,28971
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52890001,OTHER SERVICES AND CHARGES,106017
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,53010001,OFFICE SUPPLIES,16400
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,53010016,NON-CAPITAL FURNITURE & FIXTUR,6651
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,53040013,REPAIR & MAINTENANCE PARTS,14894
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,53040025,SMALL TOOLS & MINOR EQUIP,3000
