Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Hospitalization Insurance,65232
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,136388
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,119553
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,50384
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Personnel Services,Retirement Fund Contribution,250787
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Personnel Services,Retirement Fund Contribution,219883
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Retirement Fund Contribution,92641
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Personnel Services,Unemployment Compensation,1509
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Personnel Services,Unemployment Compensation,2988
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Unemployment Compensation,566
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Supplies,Supplies,18000
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Supplies,Supplies,32000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Supplies,Supplies,15000
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Supplies,Subscriptions and Publications,1194
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Supplies,Subscriptions and Publications,4150
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Supplies,Subscriptions and Publications,500
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Contractual Services,108310
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Contractual Services,251000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Contractual Services,160000
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Contract Employees-Temporary Services,137000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Contract Employees-Temporary Services,10000
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Fees,2300
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Fees,56000
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Claims,18582
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Claims,19006
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Claims,15520
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Telephone,5035
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Telephone,600
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Employee Phone Reimbursement,600
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Employee Phone Reimbursement,42
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Postage,42016
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Postage,70000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Postage,150
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,"Internet Services, Etc.",2500
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Transportation-Mileage Reimbursement,50
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Printing & Publishing,11425
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Printing & Publishing,20000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Printing & Publishing,300
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Professional Development,3743
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Professional Development,9000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Professional Development,5500
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Other Travel & Training,8475
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Other Travel & Training,1000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Other Travel & Training,6000
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Local Business Expense,250
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Local Business Expense,500
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Memberships,7118
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Memberships,1550
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Memberships,3500
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Maintenance Service,750
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,28844
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,2563
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,1557
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,104862
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,78647
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,20121
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,311 Call Center Services,49400
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,311 Call Center Services,1733
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,311 Call Center Services,173
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Employee Parking,16065
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Employee Parking,32324
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Employee Parking,10520
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Other Services and Charges,Computer Services-from IT,71102
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Other Services and Charges,Computer Services-from IT,40567
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Computer Services-from IT,30125
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Capital Outlays,Furniture,50000
FY19,Expense,Fiscal Services,Assessor,General Fund Operating,Capital Outlays,Computer Equipment,10400
FY19,Expense,Fiscal Services,Income Tax,General Fund Operating,Capital Outlays,Computer Equipment,10000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Capital Outlays,Computer Equipment,5253
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Personnel Services,Retirement Fund Contribution,2200
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Supplies,Supplies,10000
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Services and Charges,Contractual Services,2168781
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Services and Charges,Printing & Publishing,858
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Services and Charges,Memberships,62777
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,9919
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Services and Charges,Engineering Services,135699
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Financing,Operating Trans-Misc,693611
FY19,Expense,Fiscal Services,Income Tax,Transformation Fund,Other Financing,Operating Trans Out-Subsidies,572437
FY19,Expense,Fiscal Services,Income Tax,Transformation Fund,Other Financing,Operating Trans-Capt Projects,4150000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Full Time Employees,158835
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Employers FICA,12166
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Hospitalization Insurance,23760
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,19687
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Retirement Fund Contribution,36228
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Personnel Services,Unemployment Compensation,216
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Employee Phone Reimbursement,63
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Printing & Publishing,21218
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Professional Development,4000
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Memberships,780
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,1565
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,16852
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Employee Parking,4008
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Other Services and Charges,Computer Services-from IT,316707
FY19,Expense,Fiscal Services,Fiscal Services,General Fund Operating,Capital Outlays,Computer Equipment,1043
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Financing,Operating Trans Out-Subsidies,16596358
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Financing,Operating Trans-Misc,850000
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Financing,Operating Trans Out-Subsidies,1709628
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Services and Charges,Contractual Services,150000
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Services and Charges,Contractual Services,510965
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Services and Charges,Property Taxes,5000
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Debt Service,Paying Agent Fees,4400
FY19,Expense,Fiscal Services,General Administration,General Fund Operating,Other Financing,Operating Trans Out-Subsidies,2820092
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Personnel Services,Full Time Employees,4920
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Personnel Services,Employers FICA,372
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Personnel Services,Hospitalization Insurance,720
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Personnel Services,Retiree Health Care-OPEB,612
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Personnel Services,Retirement Fund Contribution,1116
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Personnel Services,Unemployment Compensation,12
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Supplies,Supplies,8500
FY19,Expense,Other Activities,Historical Commission,Historical Commission,Other Services and Charges,Contractual Services,5400
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Contractual Services,24000
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Administrative Services,32248
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Insurance Premium-2,7000
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Software Maintenance Agreements,4000
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Contractual Services,100000
FY19,Expense,Other Activities,Downtown Improvement District,DID-Campau,Other Services and Charges,Steam,70000
FY19,Expense,Other Activities,Downtown Improvement District,DID-Monroe Center,Other Services and Charges,Steam,154500
FY19,Expense,Other Activities,Downtown Improvement District,DID-Monument Park,Other Services and Charges,Steam,15750
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Capital Outlays,Construction In Progress,100000
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Financing,Operating Transfers-A87 Cost,35423
FY19,Expense,Other Activities,Long Term Debt,General Fund Operating,Other Financing,Appropriation Lapse,-4000000
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Supplies,Supplies,6500
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Contractual Services,10775
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Administrative Services,70000
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Contractual Services,552025
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Administrative Services,30000
FY19,Expense,Other Activities,Downtown Improvement District,DID-General,Other Services and Charges,Equipment Repairs,6000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,601961
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Full Time Employees,2521589
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Acting Assignment,15300
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Temporary Noncontract Employees,34444
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,1020
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Regular Hourly Rate,13260
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,36059
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Time & One-half,515000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,43699
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Employers FICA,238334
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,93600
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Hospitalization Insurance,604800
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,85155
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Retiree Health Care-OPEB,313411
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,148594
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Retirement Fund Contribution,696616
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,839
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Unemployment Compensation,3465
FY19,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Shift Differential,15300
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,5250
FY19,Expense,Police,Dispatch,Community Dispatch,Supplies,Supplies,28000
FY19,Expense,Police,Dispatch,Community Dispatch,Supplies,Subscriptions and Publications,1000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Contractual Services,144000
FY19,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Contractual Services,6000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Insurance Premiums,20432
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Claims,820426
FY19,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Claims,52640
FY19,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Telephone,8000
FY19,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Other Travel & Training,2040
FY19,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Memberships,1500
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Maintenance Service,8432
FY19,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Maintenance Service,20000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,20706
FY19,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,141435
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,311 Call Center Services,10400
FY19,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Employee Parking,36855
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Computer Services-from IT,1198953
FY19,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Computer Services-from IT,78308
FY19,Expense,Police,Dispatch,Community Dispatch,Capital Outlays,Equipment,5100
FY19,Expense,Police,Dispatch,Community Dispatch,Capital Outlays,Furniture,3060
FY19,Expense,Police,Dispatch,Community Dispatch,Other Financing,Operating Transfers-A87 Cost,176838
FY19,Expense,Police,Dispatch,Community Dispatch,Other Financing,Operating Trans-Misc,90661
FY19,Expense,Police,Dispatch,Community Dispatch,Other Financing,Appropriation Lapse,-125000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,234518
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,12019
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,3596
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,43200
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,42439
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,62734
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,336
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Shift Differential,1632
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,25000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Contractual Services,20000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Other Travel & Training,13000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,13806
FY19,Expense,Police,Police,General Fund Operating,Capital Outlays,Software,8000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,205536
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,1020
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,18030
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,4980
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,36000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,37266
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,56249
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,288
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Food-Clean-Car Allowance,1080
FY19,Expense,Police,Police,General Fund Operating,Supplies,Subscriptions and Publications,1000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Contractual Services,10000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Software Maintenance Agreements,1400
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,13806
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,8425
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,13206062
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Acting Assignment,122000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,123420
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,1512448
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,218071
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,2592000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,2591894
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,3852571
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,18929
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Shift Differential,186048
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Food-Clean-Car Allowance,6480
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Default Payroll-Comp Abs,634534
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,20200
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Contractual Services,285520
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Local Business Expense,8400
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,154080
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,710351
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,1432703
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Employee Parking,313605
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,456720
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Temporary Noncontract Employees,506688
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,2040
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,84739
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,15229
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,86400
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,93127
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,136375
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,19863
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Food-Clean-Car Allowance,1080
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,22360
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Memberships,320
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Software Maintenance Agreements,1673
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Maintenance Service,4264
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,58869
FY19,Expense,Police,Police,General Fund Operating,Capital Outlays,Equipment,27750
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,1386368
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,5100
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,114188
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,22063
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,273600
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,260456
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,383284
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,2006
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Shift Differential,15300
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Food-Clean-Car Allowance,2160
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,18490
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,6371
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,65739
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,328879
FY19,Expense,Police,Police,General Fund Operating,Capital Outlays,Equipment,16000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,705129
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,2040
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,59052
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,58749
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,158400
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,94924
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,174093
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,970
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Shift Differential,2040
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,25000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,3082
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,41526
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,33025
FY19,Expense,Police,Police,General Fund Operating,Capital Outlays,Equipment,3190
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,229668
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,1020
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,12019
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,3513
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,43200
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,41506
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,61184
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,324
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,187425
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Maintenance Service,720
FY19,Expense,Police,Police,General Fund Operating,Capital Outlays,Equipment,101114
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,231851
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,23969
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,19582
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,72000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,31608
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,57965
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,311
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,25037
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,483236
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,1020
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,42070
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,19652
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,86400
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,80985
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,128138
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,672
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Food-Clean-Car Allowance,1080
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,300318
FY19,Expense,Police,Police,General Fund Operating,Supplies,Subscriptions and Publications,6000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Contractual Services,110000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Contract Employees-Temporary Services,584400
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fees,750000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Telephone,106940
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Employee Phone Reimbursement,61150
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Postage,8487
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Memberships,7000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Software Maintenance Agreements,89700
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Maintenance Service,388573
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,40526
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,38958
